PVD10102,PVD10103,PVD10104,PVD10106,PVD10108,PVD10110,PVD10111,PVD10113,PVD10114,PVD10115,PVD10117,PVD10118,PVD10120,PVD10121,PVM10102,PVM10103,PVM10104,PVM10106,PVM10107,PVM10108,PVM10110,PVM10111,PVM10113,PVM10114,PVM10116,PVM10117,PVM10118,PVM10120,PVM10121,PVM10122,PVM10124,PVM10125,PVM10126,PVM10128,PVM10129,PVM10130,PVM10132,PVM10133,PVM10134,PTY10102,PTY10103,PTY10104,PTY10106,PTY10107,PTY10108,PTY10110,PTY10111,PTY10112,PTY10114,PTY10115,PTY10116,PTY10118,PTY10119,PTY10120,PTY10122,PTY10123,PTY10124,PTY10126,PTY10127,PTY10128,ANO10102,ANO10103,ANO10104,ANO10106,ANO10107,ANO10108,ANO10110,ANO10111,ANO10112,ANO10114,ANO10115,ANO10116,ANO10118,ANO10119,ANO10120,ANO10122,ANO10123,ANO10124,CMM10102,CMM10103,CMM10104,CMM10106,CMM10107,CMM10108,CMM10110,CMM10111,CMM10112,CMM10114,CMM10115,CMM10116,CMM10118,CMM10119,CMM10120,CMM10122,CMM10123,CMM10124,CNT10102,CNT10103,CNT10104,CNT10106,CNT10107,CNT10108,CNT10110,CNT10111,CNT10112,CNT10114,CNT10115,CNT10116,CNT10118,CNT10119,CNT10120,CNT10122,CNT10123,CNT10124,CNT10126,CNT10127,CNT10128,MDM10102,MDM10103,MDM10104,MDM10106,MDM10107,MDM10108,MDM10110,MDM10111,MDM10112,MDM10114,MDM10115,MDM10116,MDM10118,MDM10119,MDM10120,MDM10122,MDM10123,MDM10124,MDM10126,MDM10127,MDM10128,PJM10102,PJM10103,PJM10104,PJM10106,PJM10107,PJM10108,PJM10110,PJM10111,PJM10112,PJM10114,PJM10115,PJM10116,PJM10118,PJM10119,PJM10120,PJM10122,PJM10123,PJM10124,IDP10102,IDP10103,IDP10105,IDP10106,IDP10107,IDP10109,IDP10110,IDP10111,IDP10113,IDP10114,IDP10115,IDP10117,IDP10118,IDP10119,IDP10121,IDP10122,IDP10123,IDP10125,IDP10126,IDP10127,FLO10102,FLO10103,FLO10104,FLO10106,FLO10107,FLO10108,FLO10110,FLO10111,FLO10112,FLO10114,FLO10115,FLO10116,FLO10118,FLO10119,FLO10120,FLO10122,FLO10123,FLO10124,BPT10102,BPT10103,BPT10104,BPT10106,BPT10107,BPT10108,BPT10110,BPT10111,BPT10112,BPT10114,BPT10115,BPT10116,BPT10118,BPT10119,BPT10120,BPT10122,BPT10123,BPT10124,BPT10126,BPT10127,BPT10128,TCH10102,TCH10103,TCH10104,TCH10106,TCH10107,TCH10108,TCH10110,TCH10111,TCH10112,TCH10114,TCH10115,TCH10116,TCH10118,TCH10119,TCH10120,TCH10122,TCH10123,TCH10124,TCH10126,TCH10127,TCH10128,SYA10102,SYA10103,SYA10104,SYA10105,SYA10107,SYA10108,SYA10109,SYA10110,SYA10112,SYA10113,SYA10114,SYA10115,SYA10117,SYA10118,SYA10119,SYA10121,SYA10122,SYA10123,SYA10125,SYA10126,SYA10127,SYA10129,SYA10130,SYA10131,DLY10102,DLY10103,DLY10104,DLY10105,DLY10107,DLY10108,DLY10109,DLY10110,DLY10112,DLY10113,DLY10114,DLY10115,DLY10117,DLY10118,DLY10119,DLY10120,DLY10122,DLY10123,DLY10124,DLY10125,DLY10127,DLY10128,DLY10129,DLY10130,DLY10132,DLY10133,DLY10134,DLY10135
87,75,96,83,69,32,92,93,31,91,57,70,52,54,91,87,96,88,94,39,35,84,62,54,79,72,73,85,94,56,76,94,39,67,56,73,84,83,93,60,54,74,41,57,75,68,52,76,76,40,59,80,76,95,31,57,77,56,33,61,47,91,31,59,78,71,84,30,42,59,46,43,98,74,49,64,50,80,88,45,41,40,66,61,92,44,50,77,61,62,73,37,72,86,66,86,64,79,66,88,68,44,76,36,80,69,94,53,90,98,60,33,74,91,35,59,38,56,94,68,68,53,66,37,34,70,58,88,57,66,70,35,92,89,72,72,34,46,87,30,91,56,43,36,40,90,82,46,69,59,45,85,58,36,32,41,47,35,31,77,92,39,42,46,92,38,79,69,55,55,52,64,53,73,36,62,88,86,41,95,97,63,34,88,79,44,57,58,31,63,65,72,84,33,84,61,38,60,97,61,33,92,66,49,41,83,59,43,32,55,68,49,44,77,79,65,39,45,71,35,44,59,64,88,47,85,34,61,90,48,38,38,70,41,69,80,54,81,65,48,30,51,66,54,51,41,92,78,89,40,94,68,69,72,78,65,88,96,72,95,47,73,87,93,32,66,39,97,62,52,36,81,58,98,80,62,34,82,80,38,61,95,39,70,41,96,82,42
34,36,65,52,98,75,72,76,33,43,37,66,71,52,87,51,77,52,50,47,36,89,67,34,60,73,49,73,38,86,51,91,35,38,35,48,97,42,40,80,47,53,84,55,65,32,46,37,58,62,74,65,87,36,60,88,97,64,86,36,60,59,91,94,80,63,93,87,80,74,61,74,75,61,38,39,82,71,49,51,98,46,82,80,57,92,89,38,92,48,43,62,34,92,75,77,64,35,40,91,54,38,60,96,76,80,55,96,35,56,72,52,53,92,93,50,87,68,92,40,72,96,89,74,89,31,47,79,48,60,92,76,34,79,51,30,52,35,76,80,91,54,85,91,95,36,62,75,80,76,34,67,52,83,53,47,45,56,80,34,36,74,88,59,38,79,48,51,94,45,63,82,86,74,81,71,78,75,83,82,79,61,52,60,61,82,82,44,72,42,48,41,50,53,59,72,44,43,52,86,82,67,83,85,98,39,34,87,68,65,94,65,33,60,77,95,86,64,90,68,81,48,51,65,96,47,56,39,77,83,59,42,64,54,66,41,50,91,89,31,44,89,66,78,91,33,65,89,91,57,87,48,51,50,98,62,55,92,89,69,79,44,49,80,60,81,43,54,74,55,31,58,78,88,65,87,56,46,96,57,30,38,72,42,72,33,85,67
66,64,45,89,43,33,85,47,33,51,89,44,75,90,93,32,70,73,59,83,85,95,70,88,83,46,66,94,30,35,41,65,70,74,83,32,98,60,53,76,55,36,46,91,96,80,54,61,80,56,96,62,41,74,49,65,51,87,46,55,58,90,83,38,52,58,80,38,63,61,76,76,31,90,30,96,52,55,31,34,93,49,75,98,52,61,47,46,98,87,66,87,82,72,77,39,96,82,51,84,42,53,77,50,37,60,72,80,50,97,38,91,33,77,31,66,32,35,98,50,48,67,95,47,38,31,35,33,39,45,83,87,41,55,60,61,71,36,55,98,42,89,97,81,49,67,91,87,81,93,89,52,33,71,48,71,71,70,34,62,49,91,98,60,50,73,76,50,58,91,93,49,43,41,69,81,89,55,37,34,32,82,52,94,90,93,63,52,31,86,38,44,42,56,49,73,95,66,77,83,73,87,94,98,59,80,52,77,97,93,54,34,63,49,64,83,61,58,94,79,88,76,82,97,70,62,87,41,93,61,52,37,65,52,72,40,65,87,63,96,43,75,57,74,60,90,52,96,70,79,45,63,98,76,81,32,91,65,49,84,89,69,74,63,40,95,53,64,74,47,52,66,58,72,67,98,31,46,66,58,63,58,62,38,65,45,48,86
97,50,45,81,40,35,43,65,35,93,67,40,97,63,50,49,49,62,45,57,66,48,33,66,75,60,94,86,79,38,86,94,47,52,78,72,91,36,49,77,52,66,72,92,54,52,88,58,89,62,41,62,37,61,67,93,71,59,73,96,71,88,81,37,72,50,93,63,89,32,90,90,33,69,56,92,38,83,95,89,48,91,83,88,37,86,86,86,51,77,87,40,90,94,48,98,61,33,77,52,42,96,42,93,42,35,88,94,44,76,68,65,59,76,79,40,77,78,59,58,69,49,91,96,72,39,88,44,49,35,83,95,96,43,30,46,59,81,92,74,81,93,54,90,94,64,54,90,98,40,77,30,90,63,72,42,57,60,92,86,55,53,65,98,40,34,53,30,97,67,62,56,43,45,52,95,41,82,80,97,60,53,61,45,63,92,47,44,30,80,89,55,50,79,76,89,91,31,41,98,98,61,30,64,57,34,84,96,40,38,98,54,46,48,59,66,76,81,54,36,89,76,62,33,97,94,72,73,47,60,30,82,33,67,30,86,71,69,84,83,84,91,44,49,80,92,39,84,65,50,39,37,97,57,88,91,40,90,30,31,71,50,45,81,67,93,52,62,41,97,72,73,62,30,96,84,38,66,42,46,97,56,91,33,42,30,57,47
66,55,75,32,37,52,72,78,37,56,44,38,61,85,41,84,80,62,40,44,98,46,60,37,63,88,83,76,50,42,47,45,91,49,58,68,46,34,75,49,34,34,68,84,42,96,81,40,78,70,71,41,81,90,61,35,67,91,72,90,64,34,89,43,39,45,98,31,68,95,92,94,60,96,55,73,30,71,92,87,71,68,86,79,36,83,56,74,75,46,48,72,81,88,36,36,49,61,52,76,70,71,55,95,76,81,61,58,86,90,62,65,87,33,74,37,66,32,49,50,41,91,90,80,43,67,51,43,82,43,59,91,44,58,55,30,96,76,60,67,69,72,50,43,87,57,79,34,89,36,58,87,82,50,71,41,93,36,94,31,40,49,57,64,54,79,51,70,65,52,37,65,80,63,76,61,68,60,97,98,82,79,71,80,36,39,39,66,85,32,43,54,73,52,42,75,56,54,81,62,60,75,30,42,49,58,39,52,65,58,47,48,69,56,35,54,48,33,37,90,76,63,63,71,55,90,31,89,67,67,40,53,52,66,81,65,89,98,53,97,66,80,96,76,73,32,78,91,79,75,56,71,79,98,79,40,78,80,58,44,54,91,90,55,54,54,76,50,93,35,68,59,78,70,65,79,85,84,74,69,54,35,60,97,42,36,69,31
78,35,69,37,45,82,42,70,66,81,96,73,62,34,62,69,94,93,81,92,30,92,85,54,52,46,83,94,61,83,61,64,34,67,31,92,40,78,73,68,83,57,38,33,45,40,45,62,76,98,37,75,69,31,40,72,43,36,47,39,53,54,43,87,67,51,70,43,63,51,73,37,50,64,94,70,96,79,79,61,50,34,81,91,48,96,90,95,45,60,32,47,60,96,37,98,41,31,42,90,85,93,49,50,33,61,93,32,46,43,35,46,72,35,39,92,44,38,36,81,32,68,56,91,33,47,54,79,89,32,98,68,42,88,39,45,34,37,91,46,86,33,46,62,49,47,66,63,47,77,44,80,64,51,59,30,82,61,43,78,40,42,75,55,34,34,66,59,58,81,81,50,96,66,39,84,58,96,70,75,63,52,46,37,70,37,36,44,82,95,59,50,42,87,81,55,53,91,98,42,82,71,84,33,38,59,62,57,65,90,54,54,47,86,36,88,93,53,45,60,63,59,66,35,33,36,82,95,80,68,76,65,34,70,58,57,60,86,82,36,39,60,80,47,92,53,54,33,72,97,88,52,53,65,81,40,89,64,68,69,69,93,95,74,80,38,83,49,35,86,87,65,55,42,59,74,67,48,35,97,47,58,42,50,67,63,42,39
43,81,90,39,39,60,95,79,91,34,60,47,75,60,53,45,85,46,85,35,50,60,68,63,65,70,41,89,37,95,96,85,67,59,45,62,35,48,41,50,93,60,61,36,49,84,36,76,39,50,47,82,81,68,44,41,36,50,53,40,69,39,79,53,38,89,73,79,50,86,84,53,86,35,69,71,52,34,96,42,74,96,34,85,53,46,62,65,41,63,47,72,78,62,62,48,62,41,45,50,38,96,96,34,49,66,65,34,71,56,49,73,92,37,81,70,59,33,48,88,44,35,41,68,52,32,63,67,46,73,40,30,42,35,56,86,93,84,34,54,93,59,61,40,63,85,84,31,44,41,71,59,91,32,30,78,94,41,34,46,93,92,50,51,86,70,76,67,41,94,79,89,66,61,70,74,88,32,64,32,33,95,71,57,65,36,48,58,66,94,98,53,75,38,43,63,88,39,48,57,62,53,91,98,88,73,49,67,94,66,71,80,74,95,31,44,91,54,58,80,93,91,45,41,98,82,76,86,52,43,47,96,62,41,59,76,83,88,79,97,47,96,69,66,83,85,41,52,65,45,53,64,64,42,59,34,86,32,39,69,75,59,91,84,46,74,49,64,56,91,83,89,51,77,94,95,61,69,65,85,62,67,32,95,88,66,34,45
81,55,68,92,62,66,45,75,98,96,93,95,62,60,63,96,57,51,68,44,96,45,75,49,69,34,64,69,61,89,45,93,63,50,42,54,60,65,79,69,50,93,80,95,50,67,77,57,58,77,39,85,36,41,41,32,71,87,34,73,61,34,50,82,58,77,89,49,87,78,34,40,39,56,62,80,42,67,95,46,48,49,74,47,73,84,59,32,61,88,69,40,63,45,54,93,46,87,81,73,75,78,40,34,71,64,35,79,85,34,58,32,85,36,50,59,53,37,44,85,33,43,54,91,78,75,96,53,67,44,63,43,82,66,64,58,64,51,64,66,71,75,79,33,66,48,52,95,81,39,49,31,68,88,71,69,43,67,81,70,76,72,46,49,87,96,69,51,92,58,48,41,37,60,54,51,51,58,60,57,86,54,39,61,58,90,32,69,59,62,53,57,78,43,63,69,90,98,32,34,96,36,42,43,58,38,86,31,56,85,84,37,35,42,39,39,57,79,61,66,78,39,96,31,36,40,67,82,91,66,83,73,62,32,89,97,48,88,50,87,40,71,56,67,81,71,73,69,54,57,46,48,93,69,39,65,98,46,81,45,36,97,98,61,81,92,82,91,47,69,55,72,72,95,70,60,77,32,58,42,41,65,59,82,92,74,30,94
80,97,64,88,31,30,73,42,84,31,35,96,73,83,74,54,48,87,77,93,79,65,77,30,89,74,39,38,59,39,91,65,45,97,43,79,87,54,73,37,76,56,86,55,85,62,36,98,39,96,89,97,53,62,32,40,90,77,64,71,76,79,63,33,60,34,76,44,58,49,54,32,93,32,82,70,85,75,90,54,51,68,51,70,40,90,36,81,78,46,51,63,49,43,49,78,77,55,46,38,85,55,36,98,75,42,50,32,38,43,58,83,59,58,79,72,59,85,67,64,47,76,30,33,98,44,41,45,74,76,57,35,77,88,48,84,35,43,59,63,59,89,77,85,95,84,83,85,91,48,93,95,81,52,92,57,89,67,59,58,67,62,50,80,53,86,97,95,53,57,83,75,61,94,87,59,38,32,73,86,34,87,44,97,53,31,98,81,79,89,73,56,43,41,41,42,72,50,36,92,46,85,77,80,57,87,88,42,75,33,65,77,59,67,59,79,72,57,33,68,50,55,53,79,65,93,66,76,53,49,50,47,80,98,44,47,72,83,92,93,38,33,88,93,42,44,75,63,92,94,77,35,60,58,88,55,68,76,75,65,50,80,38,64,96,61,60,43,69,66,85,59,83,82,73,50,87,60,58,91,42,61,45,95,45,48,52,88
96,77,65,59,61,78,56,56,47,30,60,49,53,43,60,47,65,41,73,66,77,74,63,56,72,46,84,77,35,45,40,33,58,80,81,91,74,84,62,91,69,63,71,86,90,32,97,97,95,45,79,78,40,88,39,55,60,87,37,94,61,55,52,91,59,69,76,96,38,97,95,46,94,75,81,94,73,43,86,85,78,37,59,46,95,66,73,64,84,50,77,86,82,55,52,33,65,78,45,59,69,92,75,94,94,42,96,77,92,93,94,52,32,38,70,49,49,73,44,74,79,49,60,78,36,76,94,52,77,81,70,58,63,94,37,45,44,52,61,31,53,82,55,74,30,53,67,97,56,90,72,76,61,63,42,50,68,43,33,94,32,59,64,83,91,76,50,95,77,68,44,48,83,42,67,97,30,56,57,94,40,63,87,73,76,84,83,81,51,94,81,55,64,34,60,59,91,89,39,36,87,62,70,68,60,98,37,51,81,97,47,97,38,32,96,83,85,79,73,52,48,95,66,31,45,76,43,37,69,97,67,37,32,43,43,45,72,38,92,47,34,54,73,56,51,75,44,94,37,88,41,79,58,81,37,49,41,92,85,84,78,70,66,70,33,30,73,69,57,87,32,32,94,58,50,44,80,30,72,94,44,79,90,96,69,87,52,66
34,94,58,50,39,94,65,48,92,90,43,94,82,65,93,59,65,77,86,79,72,87,70,49,47,45,88,53,95,30,83,32,43,61,64,56,87,89,89,76,90,48,54,61,88,75,54,44,37,47,97,95,62,96,98,31,97,56,49,53,64,78,43,91,40,30,49,47,41,34,89,34,98,43,57,44,36,30,56,37,40,38,46,60,76,66,69,44,41,34,78,93,98,91,32,80,61,95,49,39,65,42,70,36,57,84,87,45,97,74,56,94,84,42,57,56,57,85,40,59,52,76,31,62,59,80,42,96,67,78,49,51,89,96,58,31,83,64,84,36,31,88,43,76,50,55,59,46,66,48,50,80,54,33,68,72,53,45,61,40,33,74,74,98,52,84,82,44,67,40,72,88,78,84,59,34,41,43,87,46,85,38,42,74,33,89,69,98,49,52,73,40,71,67,89,96,80,62,32,47,97,41,62,39,98,41,78,96,91,69,30,88,34,89,42,60,77,72,98,52,68,56,30,69,33,93,80,77,77,44,95,80,86,67,68,35,45,85,58,86,45,77,67,37,83,48,41,43,42,78,46,52,44,42,57,88,63,68,59,65,83,34,66,59,66,55,79,65,70,75,58,77,33,64,69,88,73,73,56,43,50,46,66,42,81,97,82,36
91,82,87,69,76,42,37,78,79,73,49,88,41,61,56,96,78,90,30,63,95,91,62,65,84,70,41,86,55,57,39,95,82,86,56,48,41,83,78,73,86,69,56,85,95,96,70,98,32,59,88,40,77,68,93,43,73,89,68,69,68,44,32,64,38,77,57,58,33,66,86,35,78,66,44,52,71,64,34,86,85,53,33,53,72,84,78,53,62,65,53,87,67,62,31,34,68,46,97,31,84,85,89,84,42,36,59,85,38,76,63,37,61,34,81,43,41,63,63,48,54,83,66,62,88,50,54,95,66,40,56,82,61,92,92,77,77,47,70,44,97,82,66,48,60,82,94,84,46,53,52,68,74,34,92,65,51,71,59,69,48,96,39,97,93,60,61,36,81,89,51,44,70,49,57,53,81,32,46,30,58,75,88,30,32,40,70,37,94,60,56,56,93,75,48,45,65,36,36,36,32,50,94,63,78,41,75,78,36,85,60,34,91,51,32,66,52,77,88,78,68,53,35,41,63,50,45,67,58,62,67,83,62,85,72,30,31,66,50,45,55,38,43,49,89,55,54,91,77,66,61,90,51,46,74,66,45,30,69,69,47,79,48,86,62,78,52,37,62,35,67,85,83,71,90,94,83,47,91,89,49,44,71,62,38,66,30,43
38,80,79,96,66,82,77,36,68,89,57,51,69,42,90,91,93,31,97,51,79,60,48,86,56,38,77,45,54,91,88,50,87,80,77,57,63,51,36,81,70,46,64,70,63,46,96,82,96,80,42,31,93,60,91,35,90,98,94,97,56,64,90,93,49,74,88,53,65,86,62,80,45,90,47,66,77,98,92,71,76,61,56,75,89,87,46,56,90,79,85,38,86,90,51,30,72,96,39,71,49,56,38,70,45,77,85,44,95,80,95,75,35,38,34,97,36,30,97,52,47,78,61,69,96,58,65,49,47,94,90,30,72,43,74,83,69,62,82,49,85,95,35,87,72,54,59,75,85,45,72,76,33,97,32,76,82,87,76,97,94,59,50,30,52,66,51,37,69,85,92,98,96,61,76,52,34,90,91,37,70,75,95,57,53,71,53,72,85,60,48,34,33,69,47,81,65,90,37,78,44,84,31,82,69,39,51,32,39,59,95,74,32,63,59,96,38,43,72,95,60,44,34,80,51,33,71,70,83,95,87,70,45,36,35,62,67,44,38,71,87,72,57,45,60,54,82,52,73,38,67,63,87,43,97,88,48,90,81,91,37,90,56,42,37,93,84,49,96,37,58,48,37,58,82,74,38,91,42,66,93,30,80,81,40,78,81,59
88,35,50,75,82,38,97,40,33,49,63,95,67,84,47,56,35,55,54,41,77,70,35,89,37,30,83,94,39,54,85,65,78,78,60,78,46,88,35,30,34,31,36,82,51,81,61,94,90,94,83,79,87,63,82,54,47,39,37,42,72,95,60,41,74,44,48,94,44,38,42,82,91,33,50,51,98,72,66,81,86,59,42,31,95,30,41,32,96,45,90,90,71,77,72,75,83,81,61,51,98,92,69,64,67,60,51,64,95,45,64,57,58,65,44,77,89,76,83,49,86,90,53,31,75,62,30,73,66,67,76,47,33,80,72,60,51,34,51,35,32,50,55,36,30,45,48,84,60,37,54,77,56,35,65,91,34,44,90,50,84,49,73,31,82,68,69,62,41,51,85,48,55,45,54,76,80,39,49,36,83,97,38,34,40,41,47,65,33,30,40,72,53,73,86,71,44,56,80,35,46,51,89,36,96,42,72,70,83,46,59,98,70,70,67,96,57,59,33,69,65,82,87,38,92,93,50,36,71,80,31,44,83,31,44,40,52,62,41,93,97,55,43,94,66,57,84,82,66,90,35,67,81,63,79,76,39,37,38,92,51,65,90,64,81,69,72,81,30,95,73,96,33,63,77,38,30,75,48,31,65,75,83,47,59,96,38,51
71,35,51,69,85,90,66,93,36,86,57,95,73,64,46,68,64,51,62,53,36,37,48,72,72,62,59,83,87,82,48,38,91,77,36,93,81,44,76,97,94,88,88,54,69,48,78,49,34,95,85,90,34,46,32,85,53,41,30,79,68,32,51,87,74,63,89,65,53,80,69,57,87,88,96,63,76,53,36,43,91,45,75,51,54,41,93,56,32,80,41,62,80,31,65,30,62,36,45,75,90,30,58,43,86,84,81,40,70,45,36,32,97,96,69,43,38,80,38,93,64,82,64,51,76,87,49,32,63,44,39,75,55,47,56,48,31,64,76,32,56,36,49,84,61,78,62,41,72,48,79,76,87,85,68,68,95,43,65,78,69,75,45,70,89,60,42,47,74,61,43,30,37,71,87,73,92,43,94,48,68,93,30,49,78,44,44,47,72,86,73,84,72,54,78,93,87,83,96,86,71,48,86,37,37,42,57,32,68,94,48,78,54,63,42,77,41,30,94,98,80,78,64,69,92,91,34,75,39,48,33,45,84,43,76,59,45,70,64,61,66,85,36,86,41,64,90,38,39,47,58,77,95,42,92,48,41,31,91,52,40,98,91,60,36,45,56,75,64,71,60,85,53,33,58,51,83,67,79,80,52,35,68,53,62,89,70,73
70,71,71,59,91,91,42,43,94,86,50,66,47,62,63,62,78,41,98,53,63,88,36,46,69,59,94,74,34,95,73,42,57,75,60,41,76,40,85,41,49,92,95,44,34,71,98,36,32,56,67,61,86,49,91,61,59,91,48,74,58,56,88,54,90,32,75,48,93,97,78,77,58,72,95,67,34,91,66,58,46,69,80,72,83,90,50,36,72,95,96,56,52,59,70,63,62,72,69,91,89,62,71,51,91,68,76,91,72,70,73,77,40,81,77,44,48,54,49,78,34,66,73,97,88,36,52,52,31,49,51,94,46,89,97,69,84,83,90,36,87,75,37,70,91,96,81,52,62,91,44,90,55,51,96,58,47,52,94,48,88,98,45,57,73,42,57,50,94,58,98,79,95,93,32,81,42,98,36,56,81,95,41,68,31,98,85,32,83,45,51,63,65,69,37,87,95,72,97,87,95,76,97,93,41,70,81,87,59,85,69,62,89,86,73,77,66,78,79,76,65,71,66,63,67,85,64,82,79,77,58,91,65,41,31,92,32,32,40,58,82,43,87,57,35,68,65,53,51,40,46,49,91,77,94,53,86,92,76,43,71,84,77,30,67,63,39,77,73,48,40,77,31,52,66,73,79,76,55,34,59,51,37,36,56,62,80,47
44,66,58,57,88,58,76,58,73,81,76,84,51,84,61,43,37,59,63,90,68,69,65,79,92,91,38,59,40,30,68,40,34,39,79,55,68,73,84,84,61,90,96,66,40,81,36,55,41,85,98,40,98,69,32,81,94,76,81,45,90,66,42,55,75,92,68,52,83,97,38,64,38,68,69,62,49,98,79,75,92,85,61,64,37,93,91,51,74,96,35,94,97,87,75,32,75,42,36,61,74,39,91,32,89,69,81,89,31,50,84,83,51,32,33,84,39,47,89,58,41,48,55,83,85,67,31,78,30,42,92,62,79,68,43,30,92,58,76,64,83,92,44,65,58,57,72,43,78,31,51,44,96,94,87,76,41,84,79,41,66,97,61,46,67,62,39,35,38,30,56,70,68,35,66,94,45,65,97,86,37,60,67,77,32,68,51,74,77,36,85,84,60,94,73,77,80,88,35,74,88,48,85,91,70,79,35,42,53,41,45,76,72,74,95,90,54,66,82,53,56,44,33,40,74,90,37,51,51,77,72,46,86,79,68,51,38,64,40,74,80,47,89,68,45,80,70,70,46,32,80,32,35,37,93,70,51,47,85,74,87,43,47,61,86,36,49,38,70,93,84,56,70,92,93,67,37,87,62,85,69,59,53,67,45,37,82,68
55,31,67,56,92,48,95,94,78,36,50,56,80,56,94,58,98,93,33,54,31,87,93,72,55,42,98,45,78,55,83,35,47,53,77,91,42,89,40,32,49,96,77,35,66,34,62,50,58,34,52,56,73,82,38,53,69,86,33,79,98,87,63,53,95,65,35,80,43,48,87,43,30,42,67,51,56,77,47,80,33,40,39,32,45,42,64,44,49,89,53,45,70,92,72,69,76,84,53,89,56,74,95,81,30,71,78,92,61,35,70,57,83,95,48,49,86,66,35,54,68,85,53,60,77,74,30,30,83,49,46,81,59,59,46,43,60,70,80,67,41,63,91,54,46,58,85,97,94,85,79,32,83,52,46,91,74,97,85,30,66,30,34,61,89,64,88,41,48,64,45,33,89,38,43,70,84,78,57,89,53,68,76,76,77,79,96,74,76,34,49,33,78,92,59,78,90,48,62,69,54,44,64,81,42,40,38,64,63,75,47,89,40,64,90,58,58,65,58,45,70,66,38,44,53,72,84,89,51,73,76,65,36,37,73,75,30,86,55,41,42,35,30,53,63,95,87,80,30,59,52,33,50,42,96,91,48,55,42,74,43,37,73,97,42,36,85,60,65,79,59,66,60,83,47,96,54,59,66,50,57,48,61,93,89,81,97,76
45,70,94,89,47,98,71,48,33,68,94,91,60,43,50,77,89,32,52,46,88,58,37,38,35,83,38,80,40,81,52,83,80,82,63,33,33,43,94,42,76,81,81,39,75,56,57,63,34,94,32,37,54,57,67,59,60,62,95,72,82,49,97,84,47,43,58,96,85,89,72,37,92,51,73,62,87,91,40,74,95,71,50,36,41,92,86,93,85,53,59,79,93,88,80,43,90,62,75,77,61,37,82,41,62,57,61,68,68,69,32,70,64,83,36,69,70,74,53,94,49,96,30,31,55,92,35,42,41,93,45,91,95,79,94,53,33,60,37,76,69,45,60,47,65,36,77,47,65,68,30,32,64,92,90,70,74,81,39,47,67,48,74,52,52,72,63,97,34,46,93,52,64,98,72,74,33,59,66,60,49,64,56,38,37,85,46,47,30,71,65,47,76,66,30,38,92,32,68,39,91,46,78,93,88,96,41,78,31,35,51,37,86,71,81,35,41,57,43,82,97,39,37,74,58,80,89,68,41,68,65,30,74,41,78,62,89,67,44,57,63,57,93,32,97,55,64,68,71,55,50,94,36,54,94,96,75,79,52,94,47,37,75,97,30,73,75,95,66,58,95,58,95,56,73,30,68,62,72,59,84,52,49,96,81,61,33,40
53,96,56,33,61,98,65,34,92,88,85,51,40,78,83,45,69,30,84,74,43,83,42,56,41,40,42,89,77,37,42,56,75,45,84,75,97,87,89,58,56,68,39,88,33,53,83,55,55,87,70,79,65,83,92,82,93,98,50,71,47,78,32,80,43,69,48,55,47,87,31,41,37,58,50,37,32,33,93,44,73,60,73,67,60,40,52,80,92,51,84,71,62,30,76,87,84,78,70,79,32,59,87,95,78,56,38,33,81,81,68,35,53,59,79,81,64,37,75,57,51,55,83,71,56,43,73,91,83,74,73,59,73,39,57,91,32,59,89,87,73,87,85,32,66,74,81,58,89,93,47,85,31,98,90,41,39,32,30,69,62,56,75,89,52,41,33,61,93,79,50,42,61,90,58,55,31,59,92,72,60,40,48,88,88,86,95,98,97,71,85,55,81,43,47,73,71,35,64,47,38,96,51,50,69,75,53,67,50,55,54,77,58,57,70,71,80,64,93,64,69,74,44,87,88,61,64,82,68,71,43,91,50,57,46,66,90,57,82,51,85,51,63,55,91,96,85,97,49,96,52,88,94,38,33,98,44,35,76,90,97,50,93,47,77,49,33,94,68,62,84,35,65,80,51,32,90,45,42,33,31,30,77,85,97,92,60,69
58,73,89,43,78,70,50,50,30,54,56,78,31,55,50,73,87,31,82,50,57,85,51,80,48,88,52,92,52,63,60,93,66,30,78,56,86,89,38,53,36,56,44,71,74,42,50,97,92,38,79,77,52,94,92,40,71,80,62,61,61,82,70,45,64,63,32,40,72,83,33,71,66,76,96,38,95,93,59,35,70,86,75,86,52,49,41,84,86,41,73,43,38,74,68,69,89,61,31,41,87,97,62,45,82,83,74,61,32,30,98,59,47,49,91,55,38,36,35,98,36,70,67,61,44,34,39,68,67,38,87,63,56,46,81,92,43,76,44,60,62,32,98,30,80,55,76,94,54,47,32,47,47,81,42,47,89,98,44,98,91,76,93,49,96,47,60,68,76,44,65,48,80,69,92,96,38,33,80,56,49,44,85,92,93,30,65,83,61,40,30,77,44,30,94,76,82,59,74,35,74,49,76,31,98,42,33,70,48,95,57,74,94,81,95,45,86,71,43,80,78,49,69,63,86,75,65,43,85,76,81,51,34,84,71,41,44,81,92,77,91,79,75,42,49,57,55,32,81,33,47,69,41,81,45,37,80,59,53,72,45,82,90,62,32,55,61,92,83,63,51,64,56,94,33,46,88,87,74,34,58,74,34,66,40,30,97,46
