ESU10102,ESU10103,ESU10104,ESU10106,ESU10107,ESU10109,ESU10110,SSU10102,SSU10103,SSU10105,SSU10106,SSU10108,SSU10109,CSU10102,CSU10103,CSU10105,CSU10106,CSU10108,CSU10109,GNT10102,GNT10103,GNT10105,GNT10106,CGS10102,CGS10103,CGS10105,CGS10106,CGS10108,CGS10109,GRC10102,GRC10103,GRC10104,GRC10106,GRC10107,GRC10109,GRC10110,ERM10102,ERM10103,ERM10105,ERM10106,ERM10108,ERM10109,AUD10102,AUD10103,AUD10105,AUD10106,AUD10108,AUD10109,POL10102,POL10103,POL10105,POL10106,POL10108,POL10109,REG10102,REG10103,REG10105,REG10106,REG10108,REG10109,ETI10102,ETI10103,ETI10105,ETI10106,ETI10108,ETI10109,CGV10102,CGV10103,CGV10105,CGV10106,CGV10108,CGV10109,IGV10102,IGV10103,IGV10105,IGV10106,IGV10108,IGV10109,CPI10102,CPI10103,CPI10105,CPI10106,CPI10108,CPI10109
79,75,93,89,92,79,84,80,85,95,79,97,80,93,78,77,85,76,97,79,82,81,82,80,96,85,93,75,80,90,95,97,90,77,85,76,83,90,91,76,84,91,89,82,75,79,83,82,81,75,84,98,86,94,81,85,98,93,97,77,75,97,86,75,91,77,84,95,80,77,77,78,88,87,75,83,81,94,97,93,81,89,97,89
83,77,78,75,75,80,98,98,93,90,77,95,98,90,75,75,93,87,95,95,81,98,90,87,97,79,96,92,94,86,77,76,77,77,92,84,94,79,93,78,93,85,86,84,87,85,87,86,85,77,96,84,95,98,80,79,84,84,87,88,97,82,77,81,85,80,89,81,91,77,88,86,95,75,83,95,81,77,95,89,75,83,84,79
97,85,85,80,81,76,96,93,86,95,75,91,78,91,82,86,75,83,96,92,88,76,82,95,81,76,75,85,75,87,79,76,79,95,76,79,87,97,87,97,95,80,92,89,93,82,87,88,85,96,87,84,88,87,90,79,78,87,77,89,83,90,98,98,77,76,81,95,91,92,92,77,82,97,87,84,98,98,76,86,96,84,96,98
75,87,96,81,83,89,75,83,93,81,95,96,91,79,97,95,96,80,90,85,92,91,93,83,85,83,97,78,84,88,92,93,83,93,80,76,96,78,84,81,87,97,78,81,86,81,90,86,87,80,83,84,94,96,75,95,96,93,95,75,95,92,78,80,95,82,75,97,98,75,78,79,80,98,91,96,90,76,92,77,85,84,92,82
89,97,91,84,81,78,97,98,92,90,92,76,84,85,88,92,86,86,77,94,75,93,75,79,95,87,80,90,83,83,78,88,85,79,93,76,80,94,91,97,84,96,76,81,84,96,89,98,75,86,82,80,79,96,78,75,97,87,80,87,84,82,85,92,90,90,75,85,85,80,77,92,75,83,92,80,90,86,93,79,80,76,90,96
89,77,81,98,96,97,92,96,92,94,76,92,81,81,92,95,80,85,98,87,82,86,78,81,94,75,78,98,90,87,91,97,90,81,76,97,80,95,94,96,75,80,75,96,93,87,80,86,91,84,88,88,94,96,75,82,84,89,92,87,82,88,93,98,80,82,86,96,83,93,90,85,84,75,88,91,76,88,93,86,95,81,90,92
96,96,88,95,82,97,84,96,80,90,76,77,83,76,92,87,90,77,95,76,94,76,95,96,97,76,97,84,84,80,75,78,97,95,83,91,80,89,87,98,76,94,94,78,89,88,78,93,92,83,94,79,91,75,88,81,93,89,83,96,85,80,78,76,84,91,97,92,89,96,98,89,98,92,88,83,92,76,77,75,88,90,83,94
85,88,80,86,86,81,86,98,98,93,90,85,89,90,91,85,79,75,88,95,91,98,91,96,92,83,81,79,88,91,93,85,93,84,98,83,93,86,91,97,78,76,88,93,82,83,77,76,90,97,84,95,82,80,93,79,79,85,90,91,95,75,81,75,91,98,92,92,95,97,78,89,86,77,97,96,82,84,81,77,94,84,96,91
95,91,93,82,88,79,82,93,79,98,96,94,91,82,83,81,75,95,87,87,95,97,94,78,91,87,82,77,89,94,92,87,79,76,79,86,92,86,76,87,89,96,83,88,91,88,98,98,91,95,88,80,87,77,89,91,83,85,96,88,89,85,89,96,87,83,89,88,85,81,77,84,85,79,93,86,90,87,88,81,76,84,95,81
89,75,79,93,87,94,93,77,87,94,76,87,77,91,95,93,93,84,81,83,78,92,75,78,84,80,96,87,88,86,95,94,98,92,93,85,88,86,84,96,89,81,77,92,83,85,81,89,90,87,85,87,90,81,78,82,94,97,94,91,78,76,86,97,93,96,84,79,77,77,96,95,85,85,76,77,90,90,89,84,83,90,84,87
96,98,96,75,92,94,98,92,92,83,85,90,85,77,79,98,92,98,97,80,91,94,76,88,93,76,79,79,98,97,82,98,89,79,97,80,95,94,81,79,82,78,85,89,84,80,93,87,82,95,87,78,85,98,97,95,80,81,90,78,82,93,82,98,83,94,98,84,92,80,78,93,84,95,93,98,93,93,96,91,82,95,79,98
88,94,81,79,78,88,88,98,95,91,97,85,85,90,95,95,86,88,90,85,96,88,95,98,94,96,82,92,96,95,94,92,97,87,80,75,89,82,80,84,80,79,86,80,95,78,97,78,92,97,81,77,76,93,82,96,83,77,98,84,91,98,75,82,82,86,94,77,82,80,94,91,87,89,80,91,85,78,87,78,88,94,94,75
88,83,85,97,80,87,79,85,95,86,90,90,84,83,96,86,75,92,93,80,98,96,84,86,85,91,89,91,81,88,89,78,89,95,95,94,86,82,76,80,87,90,76,81,95,75,78,95,93,87,95,90,79,83,78,98,90,83,98,82,76,93,88,98,90,76,78,94,92,81,80,97,92,78,79,89,86,90,86,81,76,86,91,84
93,91,85,89,94,87,91,97,88,93,96,83,94,86,88,80,89,88,96,84,76,96,78,82,96,93,90,87,77,79,81,98,85,97,96,83,92,89,96,78,76,92,86,83,94,81,90,87,78,84,76,84,97,78,81,77,98,93,78,75,91,94,76,78,81,97,79,76,77,90,90,85,91,90,83,76,83,76,83,97,83,77,82,79
96,84,86,93,95,93,82,94,90,96,98,85,92,97,90,77,75,94,91,92,91,79,94,84,76,91,91,84,95,76,95,94,87,84,76,80,83,91,94,87,94,83,89,96,83,97,88,94,87,97,76,76,98,81,79,95,93,88,76,94,75,89,81,94,91,95,93,91,80,83,97,76,87,85,91,96,87,97,93,86,89,86,78,91
83,75,97,98,86,85,80,92,82,87,76,98,81,80,96,88,84,94,85,79,79,97,86,84,89,86,77,93,84,79,98,80,79,85,87,83,85,97,85,95,90,94,95,90,82,87,95,93,75,87,97,89,96,75,89,81,75,81,91,76,82,87,95,94,88,84,75,89,80,79,81,81,94,85,77,77,96,96,80,88,95,79,93,89
75,84,92,85,83,89,97,87,97,76,79,87,90,83,91,87,94,81,89,75,97,86,77,81,80,93,77,80,83,81,79,85,77,92,96,98,83,91,78,89,75,94,89,98,98,88,86,79,97,97,96,81,96,81,81,96,87,84,83,83,76,92,82,84,84,90,87,87,84,96,95,76,93,75,87,90,84,96,77,88,84,90,82,77
77,77,94,79,88,87,87,79,87,97,87,77,86,94,80,82,91,83,90,92,86,94,86,77,89,98,88,83,91,96,75,80,85,94,77,95,92,93,77,84,85,91,95,75,80,91,83,87,94,89,87,93,83,86,78,90,91,78,81,77,86,80,94,77,79,86,98,87,95,91,93,86,83,92,76,96,98,79,88,90,82,90,75,97
91,82,92,86,88,93,96,94,76,98,88,88,76,81,85,93,79,85,76,97,86,81,94,85,83,80,76,88,98,91,77,77,85,83,93,76,86,80,76,92,88,78,81,86,84,87,86,94,96,85,76,92,83,84,96,75,86,87,83,87,87,75,86,94,98,84,80,96,75,96,86,86,98,90,85,93,87,75,76,81,92,89,78,84
85,80,77,98,80,76,86,94,84,80,98,96,84,92,88,97,81,80,80,78,83,93,81,89,92,82,88,84,92,92,92,79,83,82,77,87,90,82,82,85,87,77,81,98,89,75,82,76,81,93,95,91,83,83,87,75,96,84,90,92,92,90,75,95,84,77,95,97,97,95,80,88,98,78,75,88,92,77,83,95,87,79,82,95
95,95,89,80,77,95,75,81,84,90,76,75,77,88,82,96,86,93,83,94,87,95,80,87,96,88,94,95,83,79,95,98,97,98,90,96,79,95,76,85,90,94,83,95,93,80,91,76,92,96,76,95,86,91,80,94,95,96,84,90,95,93,91,83,98,75,76,79,81,82,88,96,84,93,93,96,78,76,86,97,89,81,84,95
88,98,92,88,96,85,93,93,95,82,98,92,98,76,84,76,82,87,88,82,96,76,75,81,84,77,78,93,95,94,88,97,83,94,87,86,78,77,77,95,96,94,95,91,75,95,92,83,79,90,82,83,89,90,95,90,98,76,75,97,76,94,97,93,77,82,85,82,96,98,82,97,77,80,80,76,96,92,88,96,81,97,89,92
82,78,88,81,91,97,96,81,81,82,76,94,88,95,83,83,75,79,94,97,92,81,76,95,88,89,88,80,84,97,88,91,97,83,77,92,92,91,86,89,81,90,79,83,87,88,92,79,97,81,96,87,83,75,90,76,83,75,84,96,88,91,76,76,82,84,84,77,75,87,81,81,92,94,88,85,95,95,78,88,97,94,75,94
93,98,97,79,78,79,89,87,98,78,82,79,91,85,92,88,84,91,88,97,77,76,92,76,95,82,97,93,87,84,90,87,81,82,87,76,95,96,96,78,80,85,82,98,78,77,78,80,84,97,95,94,97,93,87,77,97,93,91,95,75,80,85,98,81,78,94,84,92,97,85,95,89,87,93,78,93,87,80,96,85,90,86,94
77,96,95,85,86,87,77,98,76,91,85,78,84,80,97,89,89,85,98,88,95,83,97,77,79,90,76,93,81,77,93,81,96,97,77,84,89,85,92,93,91,84,96,81,77,88,88,78,93,96,75,83,90,76,95,91,91,90,77,92,90,97,76,87,97,81,79,94,96,90,76,91,82,96,96,85,75,98,96,88,97,78,81,85
76,97,76,75,98,85,94,81,91,88,91,78,80,86,88,75,76,85,87,89,93,79,80,84,84,87,93,77,94,91,80,89,90,79,78,85,85,82,94,91,97,96,83,98,81,83,82,98,84,89,90,82,77,88,94,79,86,93,89,96,76,95,90,95,96,96,95,85,77,84,91,88,86,92,88,90,86,97,91,80,80,75,81,88
97,88,98,91,92,78,90,91,84,92,93,82,94,94,97,80,86,83,75,98,92,85,84,91,89,97,83,93,89,84,85,84,78,94,94,96,76,93,82,87,83,92,98,76,83,88,87,93,87,94,85,96,79,89,84,88,97,79,76,98,78,77,84,88,90,83,79,85,80,81,92,83,85,88,77,92,97,86,79,91,87,87,92,80
80,89,80,78,75,93,82,80,87,78,82,84,90,93,89,81,80,77,84,91,92,85,81,89,77,77,97,92,93,83,79,88,85,77,89,96,77,77,85,77,78,75,98,97,87,90,88,92,78,86,94,76,98,90,77,96,81,75,83,96,79,90,76,97,95,93,94,90,79,92,82,95,77,92,79,85,79,91,96,90,75,80,78,95
87,83,77,86,93,94,90,96,84,78,97,90,95,92,97,83,95,76,77,79,80,93,76,78,78,76,89,78,87,88,98,91,86,75,75,96,98,77,78,87,93,77,89,94,75,86,89,81,85,89,94,84,78,75,77,82,96,92,75,88,90,97,88,88,82,80,89,92,78,88,93,88,93,96,90,88,85,77,88,77,83,77,94,90
85,95,80,87,76,88,75,85,75,80,82,83,90,79,79,96,77,94,95,95,82,78,93,87,75,87,83,79,83,80,77,90,93,97,80,75,82,81,88,96,94,77,93,94,80,92,91,77,91,85,92,81,86,83,95,85,84,92,85,85,87,82,81,75,96,82,88,86,93,85,97,94,84,86,96,81,93,87,91,76,83,85,93,77
93,78,88,92,84,91,91,77,85,75,86,97,98,77,93,97,76,92,75,87,98,80,78,89,97,77,79,83,77,81,75,75,86,90,87,95,89,80,76,84,95,80,78,79,78,79,81,85,75,77,88,87,89,98,98,82,91,89,85,83,80,97,86,78,86,93,76,80,75,83,89,91,81,79,92,95,89,98,83,75,95,86,79,90
88,75,83,76,88,84,97,78,82,96,84,95,95,86,80,76,81,93,83,95,87,80,84,81,82,88,97,88,76,81,79,98,82,97,78,89,95,79,85,91,94,83,97,93,89,92,94,92,82,83,82,87,90,78,90,88,94,84,92,77,89,89,81,94,86,76,96,85,76,95,81,82,80,93,82,98,76,96,94,85,91,80,90,80
82,86,88,86,75,87,87,76,80,86,84,85,86,81,75,76,79,87,87,75,81,95,88,94,80,94,92,81,93,87,91,79,91,80,90,86,78,97,82,76,97,75,87,98,76,79,83,82,97,76,90,82,95,88,97,77,88,84,93,79,76,75,84,91,91,92,83,89,77,93,98,98,97,96,81,95,95,95,89,97,79,94,78,83
90,91,78,80,98,77,86,98,90,89,83,85,78,88,77,84,96,83,94,85,95,87,81,81,79,94,77,86,87,81,77,83,96,79,81,97,86,82,86,88,91,84,81,75,79,86,77,90,80,95,91,89,91,90,81,96,84,89,80,76,77,87,98,79,88,93,86,97,76,90,91,91,97,87,98,85,80,81,84,80,94,78,96,87
90,95,94,80,76,94,76,82,87,87,82,82,90,98,87,90,97,91,75,81,82,82,75,98,76,88,81,96,83,82,95,83,75,92,87,76,97,78,75,94,90,88,90,78,89,90,96,80,94,78,80,80,86,84,96,76,93,98,75,94,86,97,78,86,85,89,80,85,83,98,81,84,84,90,81,91,86,75,88,85,85,86,85,91
86,77,97,90,86,95,79,77,93,84,82,77,83,96,98,88,97,97,78,94,91,95,98,82,95,87,96,82,80,96,91,96,81,85,76,95,86,88,90,91,76,84,93,77,80,85,91,93,87,81,79,88,94,84,91,84,89,92,89,91,89,88,96,96,80,80,89,77,76,87,89,92,85,98,93,80,82,87,92,80,80,91,77,82
81,83,78,97,81,78,92,97,95,77,89,89,75,76,96,85,80,79,88,85,88,79,79,80,88,88,98,82,75,96,80,78,94,89,90,85,79,95,93,98,85,83,90,86,98,81,79,95,79,81,95,92,93,81,76,95,86,77,97,83,97,81,78,86,97,79,94,85,91,97,94,83,96,83,84,84,83,89,98,82,81,91,90,79
87,78,88,91,87,88,88,95,91,81,94,84,87,82,98,91,94,82,94,86,94,96,89,80,92,92,94,92,75,81,88,86,91,94,94,94,78,85,86,82,98,86,77,83,79,98,88,80,77,97,96,85,77,82,85,93,98,91,84,93,78,93,83,81,86,81,94,95,75,94,96,97,94,76,81,89,97,88,94,98,92,78,83,91
80,81,93,82,95,97,95,86,83,98,89,98,98,92,77,79,95,92,85,94,75,81,92,92,89,86,96,79,96,96,95,78,77,83,81,90,94,75,82,81,88,83,86,82,98,87,78,94,83,84,76,98,97,87,78,87,94,94,88,75,75,96,90,84,91,94,96,85,79,89,86,96,85,98,87,81,90,82,87,80,79,89,79,97
97,97,91,96,84,82,81,77,83,77,79,87,78,87,86,80,91,95,79,78,97,88,75,93,79,80,94,87,84,85,93,98,85,89,84,89,79,86,91,98,88,76,76,75,95,96,83,81,75,90,98,95,79,83,75,85,94,91,88,81,95,90,87,76,88,76,95,87,87,83,75,77,97,95,95,90,91,76,96,87,82,88,88,80
94,89,87,97,88,81,98,86,78,78,81,87,79,83,84,83,87,82,81,84,79,78,86,90,98,87,86,92,80,83,92,85,81,78,86,88,98,81,82,93,97,98,77,87,85,86,75,75,89,89,83,97,91,94,84,98,92,78,96,83,98,92,75,82,92,86,88,85,90,79,93,81,93,79,81,76,97,91,81,91,93,82,75,77
87,88,79,83,91,75,91,96,95,85,87,91,92,96,83,87,96,93,82,80,84,75,89,78,87,88,89,95,84,93,84,92,80,77,97,81,77,95,83,87,83,92,95,95,98,86,78,79,90,88,84,85,80,88,83,81,82,88,85,91,85,98,96,86,78,78,94,91,91,96,95,87,76,95,98,77,83,75,96,79,96,85,82,86
80,79,82,89,90,75,91,95,81,81,98,79,89,81,76,78,82,83,79,88,81,86,80,77,95,86,82,95,90,92,78,78,81,76,84,86,77,96,83,88,82,81,90,77,98,91,86,96,75,75,76,87,83,78,90,75,78,86,87,76,81,82,91,80,91,78,98,92,77,97,79,98,97,98,88,78,89,87,95,83,83,91,80,93
93,90,91,92,88,95,88,98,88,75,79,82,90,78,92,96,92,82,82,83,92,85,97,83,79,87,91,97,76,79,95,82,81,86,85,98,81,88,94,84,93,94,92,91,86,93,85,91,81,76,79,78,77,88,88,95,94,76,94,95,89,98,91,81,79,76,80,77,85,89,77,77,78,82,95,79,77,98,95,91,82,98,81,83
83,80,84,89,81,82,90,90,98,75,89,94,86,79,95,77,76,96,95,89,86,82,84,77,97,92,77,77,82,84,96,86,96,76,76,82,95,96,78,91,79,81,96,88,83,95,90,86,96,83,97,84,85,83,77,81,77,80,86,80,96,76,90,78,84,92,88,79,96,88,87,75,81,85,88,76,89,86,82,80,85,85,77,88
91,76,95,92,95,98,91,85,93,88,97,80,79,87,79,76,89,94,75,95,83,79,78,90,98,76,89,89,80,92,84,82,83,92,95,80,91,89,97,78,85,88,89,78,89,93,81,77,77,98,88,89,75,80,87,82,75,94,93,77,86,89,93,79,83,84,75,87,96,96,97,94,92,82,80,78,79,95,75,91,82,84,91,83
92,89,96,82,97,95,90,85,88,83,83,79,98,89,93,79,89,90,89,97,78,86,76,84,85,86,93,92,90,75,83,87,75,78,81,98,92,89,86,83,79,77,86,84,87,85,87,84,84,89,96,81,88,84,96,79,93,86,91,96,96,80,80,92,80,95,93,98,78,86,90,80,96,88,95,81,91,97,94,76,79,85,87,77
77,97,79,90,89,79,76,93,94,76,80,84,77,87,82,94,98,93,86,98,77,77,93,88,96,97,89,91,97,79,87,87,91,87,92,86,85,76,91,91,75,86,93,91,85,89,75,93,91,94,97,81,95,90,87,88,78,79,82,88,89,75,77,75,91,84,89,87,87,77,84,80,97,79,75,96,85,75,93,95,94,78,83,88
92,97,88,81,80,89,87,75,78,88,76,75,79,78,89,77,89,92,76,77,97,88,81,94,75,93,87,85,85,95,98,84,98,90,93,90,81,86,77,91,75,91,84,87,95,89,92,89,78,95,89,81,88,82,88,92,85,89,94,75,79,91,86,95,91,83,84,93,86,92,82,80,90,81,85,86,76,93,93,86,97,90,81,91
91,98,86,84,78,98,86,85,79,87,96,88,96,88,93,87,82,77,87,83,91,96,97,90,79,89,81,78,85,75,90,80,79,89,78,91,86,77,90,92,80,88,88,80,79,88,78,87,78,98,97,91,76,95,78,97,85,86,78,80,97,90,82,86,86,94,96,89,98,88,98,92,79,93,90,96,77,96,88,77,80,81,77,77
80,77,96,84,90,90,97,76,75,95,82,90,95,84,84,96,84,96,77,76,94,78,85,97,89,93,78,98,96,98,83,91,96,87,91,88,88,93,87,89,98,95,85,98,83,92,85,98,77,81,87,75,78,96,96,85,89,75,96,76,95,87,97,90,77,86,80,97,85,76,78,97,91,86,96,88,86,78,94,78,75,91,87,84
82,94,78,92,86,88,97,83,77,82,80,91,96,79,75,97,92,96,91,90,87,93,90,91,89,90,89,90,97,81,95,76,79,93,86,87,86,75,88,94,76,81,77,95,89,84,75,94,97,90,83,92,75,76,96,76,80,94,81,90,89,80,81,83,93,98,85,83,79,94,86,98,90,91,76,81,92,75,92,98,77,97,78,75
96,88,85,83,81,80,82,91,77,84,82,89,90,87,82,93,82,80,86,97,97,82,85,78,82,85,84,91,95,94,89,80,95,83,98,77,85,79,78,94,85,95,91,80,94,80,96,88,75,98,77,91,87,90,75,79,94,77,76,93,87,97,88,96,81,92,96,78,85,98,93,98,84,87,92,78,80,87,78,98,77,97,84,76
92,80,81,78,97,82,75,85,97,87,91,86,92,77,77,80,94,81,82,78,85,90,76,80,85,85,80,95,90,91,91,95,82,76,75,75,98,91,94,86,97,75,96,87,97,81,95,96,91,90,84,98,80,97,76,79,83,79,79,95,91,79,84,90,84,90,79,79,79,85,95,98,80,76,75,85,80,90,80,89,83,75,89,90
80,77,77,92,90,98,78,81,87,92,79,86,87,81,86,91,90,77,79,98,96,92,78,81,89,81,77,75,77,88,90,93,89,77,98,96,91,92,92,97,89,85,80,94,94,92,79,75,85,84,76,77,87,95,87,80,80,78,84,84,79,84,81,91,90,81,98,78,75,82,85,75,92,78,83,92,95,86,98,91,86,96,87,76
75,88,89,75,98,98,94,82,90,89,77,88,88,80,97,98,90,89,75,75,93,79,94,80,84,88,80,88,86,80,76,93,86,83,85,83,95,88,97,97,84,80,90,90,84,77,96,79,82,88,79,75,91,91,88,77,93,87,87,86,84,98,76,96,92,78,91,78,83,90,98,81,88,75,80,92,81,91,84,77,77,87,88,80
90,84,97,94,79,88,82,86,87,87,91,90,95,81,87,78,92,78,82,85,98,76,82,87,76,80,89,83,89,89,89,83,95,78,82,80,81,77,90,86,77,85,79,90,95,75,90,80,98,88,87,94,85,93,78,80,93,77,93,79,92,87,89,92,94,84,97,77,94,88,97,77,94,90,77,98,79,86,97,90,87,81,92,97
75,98,80,80,89,89,97,80,98,98,79,98,84,84,92,81,80,96,77,79,97,96,79,84,98,77,96,95,92,85,97,85,84,97,83,83,88,96,86,98,79,89,98,90,83,80,81,90,94,86,87,95,92,88,77,81,88,82,82,81,94,84,81,97,95,77,86,93,78,82,78,85,86,89,94,80,75,76,83,88,97,98,89,90
80,88,94,81,95,76,89,77,97,94,95,84,98,80,92,76,83,79,88,92,76,91,84,79,97,80,88,88,81,95,82,75,82,95,76,75,92,87,85,86,88,93,88,89,82,81,95,91,91,87,96,98,92,83,76,76,93,87,92,83,75,78,75,83,92,94,80,85,90,79,81,77,86,75,97,80,87,97,92,78,95,92,86,92
82,93,76,83,96,82,93,88,86,86,91,88,97,76,82,80,84,95,96,82,87,98,98,80,91,97,79,78,94,87,84,89,91,76,95,81,88,95,90,94,91,83,90,80,79,95,85,75,87,92,79,77,98,94,92,78,79,77,91,82,96,83,97,91,75,84,79,91,87,88,78,98,94,77,87,95,91,85,93,81,86,95,94,77
87,89,89,83,77,83,94,94,81,97,89,85,90,89,94,98,80,93,91,80,98,97,80,97,95,94,82,83,94,86,93,88,86,96,94,83,94,75,97,96,79,77,94,92,90,78,98,78,80,96,78,93,81,87,76,83,84,86,86,81,97,93,88,97,76,77,96,98,96,80,93,88,79,88,95,91,88,79,93,89,89,91,77,97
78,96,97,94,93,84,97,88,79,78,87,89,85,95,88,93,89,89,92,88,93,85,82,90,97,89,87,90,92,96,84,85,82,97,83,84,81,76,88,95,84,83,80,75,92,79,95,79,76,85,96,81,81,82,89,86,81,80,92,90,76,92,78,93,87,95,79,93,96,89,98,81,91,86,84,95,98,86,76,81,81,97,81,97
78,81,82,81,87,93,93,92,92,90,93,76,98,89,92,97,95,84,95,81,83,75,75,94,95,95,83,75,96,84,91,82,84,91,93,96,85,93,81,81,82,86,86,79,90,75,77,85,96,83,77,79,85,81,83,82,91,83,97,91,98,79,85,85,96,77,79,82,77,97,92,84,93,80,76,89,80,90,98,90,87,83,83,92
75,78,93,88,78,87,83,84,84,85,82,85,85,75,90,98,79,76,89,87,96,97,88,89,88,82,82,82,96,84,81,86,79,93,82,97,81,81,87,76,98,90,92,79,77,81,96,95,79,93,89,76,79,90,76,78,94,88,95,78,93,86,81,88,85,78,89,96,76,90,89,77,82,81,89,90,82,97,75,90,83,78,95,88
78,78,78,83,76,82,88,86,91,83,75,92,96,95,93,78,85,83,85,94,84,93,83,86,79,97,98,98,79,91,78,95,79,98,98,98,92,95,76,83,77,86,76,81,97,82,84,97,82,92,94,81,76,80,83,96,92,90,92,96,91,83,82,79,77,78,80,78,92,85,89,78,95,97,88,83,87,89,81,96,76,94,87,98
75,94,97,91,82,86,79,76,97,76,91,90,83,93,98,80,97,87,97,89,98,85,76,80,96,94,98,92,83,83,87,78,96,96,95,97,85,77,77,95,78,87,78,81,92,88,77,78,77,91,81,80,81,93,87,97,80,88,98,91,77,84,84,81,91,86,75,81,83,86,86,85,84,90,86,91,78,95,80,91,82,92,92,82
92,87,82,78,77,82,98,86,87,82,88,91,87,90,80,88,95,82,83,81,78,81,77,75,87,94,92,95,75,87,91,98,85,83,85,89,84,80,76,79,91,89,78,79,84,98,83,75,96,84,76,78,89,86,90,80,78,88,98,85,91,76,77,81,91,78,91,82,77,95,78,89,82,89,78,95,85,84,89,90,91,89,94,97
79,88,98,83,77,85,75,97,94,98,81,97,90,90,96,79,88,80,84,89,89,97,81,93,83,91,82,91,75,89,75,83,93,92,82,98,87,91,78,93,84,92,82,93,75,83,80,91,94,91,84,86,91,79,97,97,83,75,83,94,75,93,80,85,83,81,78,88,90,77,98,82,93,85,83,88,87,86,89,79,90,80,86,91
91,90,85,77,87,85,80,95,97,79,86,88,75,78,80,92,85,93,80,85,79,81,79,80,78,98,92,92,76,84,97,76,84,96,80,78,97,82,94,95,76,86,97,84,78,88,98,88,78,89,93,87,79,91,75,77,83,79,92,92,90,95,84,91,76,85,85,82,90,97,80,90,94,94,75,90,83,78,89,90,80,81,82,95
87,95,82,77,78,83,87,85,87,97,76,94,95,80,86,85,80,92,81,75,77,87,75,97,78,98,98,96,77,78,91,90,95,88,88,88,88,96,86,94,88,87,89,97,87,79,92,83,80,76,76,79,78,76,96,87,95,94,95,86,90,84,92,91,82,84,81,92,98,87,84,93,80,94,88,91,95,84,79,75,96,97,85,80
97,75,87,90,90,85,91,93,76,85,97,98,87,96,82,95,76,94,93,85,81,87,82,75,85,86,90,94,82,82,91,93,85,82,88,96,86,94,87,77,82,75,96,81,82,85,76,82,84,86,81,98,93,90,98,92,79,89,77,83,78,86,97,79,82,94,88,98,84,97,86,78,87,91,88,76,79,84,92,94,80,81,81,97
88,78,92,77,97,81,83,76,87,92,98,89,97,81,97,83,97,92,87,75,85,81,85,85,92,81,98,94,82,80,96,86,77,82,78,76,81,89,96,91,94,75,88,97,82,88,85,91,75,85,77,89,90,79,86,96,98,83,93,82,76,94,93,92,90,91,78,83,98,86,98,85,77,78,97,85,94,90,92,96,92,88,86,94
85,81,85,79,90,83,97,88,89,84,95,78,91,77,82,85,90,92,77,84,84,89,94,75,76,94,75,79,93,86,87,96,85,89,90,85,79,91,80,98,95,89,91,95,94,76,78,77,77,89,76,94,88,75,95,93,95,85,85,96,75,95,93,83,79,94,91,92,82,80,81,80,87,97,92,93,85,85,98,90,95,98,93,88
90,88,80,88,95,77,97,88,89,85,97,92,78,79,76,98,87,77,96,84,81,80,98,80,82,84,86,79,77,82,92,90,85,79,87,96,84,92,79,82,84,87,79,95,78,87,95,90,97,88,83,86,80,80,81,88,92,94,76,80,96,84,95,86,86,80,93,77,82,84,89,97,81,88,88,83,93,86,77,89,85,94,86,80
84,84,95,82,97,96,77,95,87,94,78,76,88,82,80,83,95,76,75,92,95,90,87,85,75,86,78,94,90,92,82,83,79,97,95,75,81,89,84,98,98,79,83,92,79,77,84,97,83,80,87,75,89,92,88,95,85,94,89,84,78,79,81,82,75,97,94,92,92,93,98,87,93,98,76,94,81,89,83,95,91,79,92,89
80,79,87,85,87,97,78,91,89,82,93,81,86,86,90,95,86,82,88,91,98,78,92,91,79,89,89,95,87,80,75,97,95,77,92,98,85,87,78,84,84,95,82,75,88,87,85,89,77,81,95,83,77,97,85,91,88,88,82,94,77,93,86,76,85,78,79,80,86,90,95,90,83,79,92,86,82,83,94,94,82,95,81,79
82,76,87,79,90,92,87,85,80,96,77,83,85,82,78,77,94,84,93,83,86,76,94,83,76,85,89,87,95,90,98,96,76,81,97,77,77,76,77,80,98,96,85,90,96,82,80,81,89,92,82,83,89,83,98,90,91,94,87,91,93,79,79,87,83,88,87,98,78,84,80,93,96,91,76,80,79,88,86,95,82,84,96,80
85,76,83,89,98,95,96,78,76,93,93,94,87,85,92,90,93,92,93,87,82,96,95,89,90,87,75,76,77,82,91,88,91,93,92,83,87,81,87,85,83,88,81,85,80,81,95,91,87,79,92,92,85,83,83,82,79,92,75,85,77,90,91,83,82,93,81,97,97,78,94,81,81,77,81,93,86,87,88,76,88,83,97,93
93,98,98,95,89,87,96,92,79,76,83,87,95,94,94,94,80,83,77,93,84,91,84,79,85,80,82,85,81,93,85,76,83,97,95,85,96,96,90,92,84,87,93,93,92,86,80,79,95,87,86,79,87,93,92,80,78,91,82,95,83,86,83,81,90,86,91,97,81,97,93,85,96,94,81,83,95,84,94,89,88,80,84,90
90,83,76,78,91,94,92,83,75,88,90,95,87,91,75,97,96,88,90,75,84,78,75,90,90,95,94,89,96,93,85,85,82,88,93,78,80,77,84,80,91,89,92,97,98,76,76,80,92,82,75,80,91,94,98,93,82,98,77,92,81,98,94,78,79,97,90,78,85,91,84,98,96,89,75,97,88,95,98,83,98,98,80,86
