LIN10102,LIN10103,LIN10104,LIN10106,LIN10107,LIN10108,LIN10110,LIN10111,API10102,API10103,API10104,API10106,API10107,API10108,API10110,API10111,API10112,API10114,API10115,API10116,API10118,API10119,API10120,API10122,API10123,API10124,API10126,API10127,API10128,BRP10102,BRP10103,BRP10104,BRP10106,BRP10107,BRP10108,BRP10110,BRP10111,BRP10112,BRP10114,FUL10102,FUL10103,FUL10104,FUL10105,FUL10107,FUL10108,FUL10110,FUL10111,FUL10112,FUL10113,ASI10102,ASI10103,ASI10104,ASI10106,ASI10107,ASI10108,ASI10109,ASI10110,ASI10112,ASI10113,APM10102,APM10103,APM10104,APM10105,APM10107,APM10108,APM10110,APM10111,APM10112,APM10114,AII10102,AII10103,AII10104,AII10106,AII10107,AII10108,AII10110,AII10111,AII10112,AII10114,AII10115,AII10116,AII10118,AII10119,AII10120,AII10122,AII10123,AII10124,AII10126,AII10127,AII10128
75,61,46,62,38,80,76,61,45,87,69,94,32,40,56,70,45,65,34,42,63,32,39,41,63,50,30,45,84,90,49,65,94,47,73,41,71,46,50,88,95,82,78,53,58,80,37,83,97,54,94,88,89,62,79,98,54,91,93,41,54,85,88,55,32,68,59,37,44,78,54,67,53,93,57,71,48,33,37,65,89,85,95,73,86,86,98,95,53,44
63,62,74,94,51,86,61,31,41,90,84,42,88,56,91,68,34,66,30,52,76,63,73,51,70,95,66,41,45,91,36,38,48,51,45,85,50,63,37,64,64,44,42,71,33,60,30,35,44,35,51,94,50,70,35,59,71,58,85,45,82,43,94,87,69,40,96,55,71,57,72,94,45,80,51,83,52,83,74,95,64,69,63,80,76,69,34,52,87,46
52,76,33,68,84,57,97,31,80,32,46,98,32,54,35,79,50,69,70,44,72,76,47,57,52,96,54,73,57,58,82,62,75,89,75,67,34,40,54,75,56,94,51,76,87,57,68,83,60,63,91,94,92,64,40,46,75,75,63,62,46,81,39,98,53,77,46,53,94,76,33,70,81,60,43,95,88,85,40,83,79,40,91,52,78,36,67,81,69,43
58,94,37,52,77,96,66,54,52,54,86,96,59,45,38,37,52,75,58,67,67,85,38,70,96,56,89,31,90,51,44,98,32,32,85,52,36,68,68,38,58,36,41,88,53,80,41,71,32,74,58,73,95,82,86,96,77,66,95,42,56,50,76,81,35,83,62,88,56,71,59,30,69,44,39,64,59,72,70,76,96,80,56,33,41,41,79,54,49,53
46,68,49,68,87,52,50,70,58,42,91,85,88,67,81,33,56,85,96,93,98,96,87,73,51,48,63,51,45,72,38,45,89,96,79,43,70,72,70,56,40,86,73,82,90,60,46,84,96,73,41,47,39,77,41,50,72,74,90,72,66,41,74,65,30,90,54,31,55,73,33,58,63,66,31,39,61,79,45,64,85,92,34,73,33,85,85,43,96,96
70,88,75,64,77,69,59,37,75,77,56,71,91,34,37,35,32,50,69,93,32,62,84,30,59,97,86,88,60,47,65,63,37,42,94,79,45,73,86,48,76,44,58,69,49,98,42,45,47,96,69,30,94,69,35,37,37,33,72,60,47,91,54,57,95,60,31,84,63,56,38,59,83,64,80,76,74,51,67,50,97,38,50,62,55,88,66,39,86,74
81,49,62,91,87,50,95,96,83,61,35,44,85,32,72,65,68,38,41,55,57,37,38,44,46,88,86,50,55,65,66,37,79,39,55,76,48,35,53,33,84,88,51,47,48,60,30,53,43,55,80,56,31,80,69,70,33,60,33,53,59,80,82,84,36,74,89,96,96,63,31,58,83,94,86,38,56,49,46,33,50,78,81,84,34,38,84,85,37,69
86,63,49,47,66,64,31,40,44,98,36,62,85,77,71,62,62,42,67,71,75,40,93,94,53,50,59,50,47,92,38,91,72,59,69,48,50,84,70,67,84,46,97,71,55,68,68,75,30,72,75,70,48,42,52,72,74,69,58,36,91,64,90,53,96,54,58,81,62,32,67,74,53,75,95,68,55,61,70,51,67,92,34,61,95,66,35,94,96,43
97,92,85,74,79,86,73,80,72,72,94,46,96,37,44,60,51,57,68,36,92,50,67,42,33,39,59,33,61,94,53,55,87,74,64,80,56,96,52,35,78,83,82,86,78,36,56,97,32,47,31,79,34,85,88,94,91,95,53,44,73,87,37,38,73,96,69,94,75,44,84,49,67,69,95,96,37,35,55,76,81,48,33,56,52,53,56,32,54,91
87,41,44,41,60,66,41,65,45,69,31,97,51,82,69,98,56,36,45,94,83,54,64,67,72,75,45,84,93,42,65,91,37,44,54,85,30,43,45,75,82,98,91,35,87,89,44,72,83,55,33,38,40,53,90,67,88,38,40,42,63,78,87,91,35,62,50,57,82,65,60,33,89,31,71,81,69,58,72,67,73,73,82,36,63,35,40,67,47,89
48,34,31,34,80,77,53,87,88,86,43,83,64,52,79,77,89,43,85,90,40,88,44,40,42,56,71,83,53,85,44,39,46,62,49,75,80,41,72,94,88,32,92,32,76,48,84,84,71,69,63,92,39,53,78,66,58,93,38,95,78,86,87,51,89,68,47,68,77,57,60,64,41,79,36,51,72,92,84,57,56,83,87,62,94,54,47,97,86,74
91,34,44,81,67,41,73,45,33,70,49,50,68,58,62,79,81,55,80,89,72,71,82,78,36,76,69,93,90,84,79,86,81,67,31,80,31,42,59,49,36,48,61,70,78,61,68,92,95,70,44,79,80,85,96,52,63,48,43,31,90,89,45,64,60,69,78,30,46,84,80,61,61,39,68,37,44,76,63,32,90,31,80,38,97,66,92,50,86,97
33,44,83,52,49,59,67,82,92,61,87,71,85,54,82,93,57,96,40,31,91,37,72,83,77,66,40,73,92,43,48,38,36,55,80,55,80,54,74,83,70,75,66,43,82,53,94,86,77,68,49,62,77,43,39,30,82,95,66,59,61,53,58,72,89,38,93,95,91,84,98,98,50,82,43,93,71,70,55,33,42,90,47,47,49,62,68,96,55,31
53,76,68,38,38,75,50,45,51,64,92,69,98,58,94,43,56,42,90,35,87,88,43,63,40,64,95,88,82,61,79,54,70,86,69,54,55,39,75,95,87,68,74,37,81,57,50,42,83,37,30,48,46,62,94,73,70,53,77,38,80,82,54,91,62,75,39,63,96,63,31,39,45,93,79,30,81,94,67,47,33,74,94,40,72,90,89,57,55,67
49,92,46,97,85,98,53,64,49,62,98,50,65,46,43,57,54,84,52,45,69,42,50,68,92,58,79,80,84,96,32,30,85,32,72,94,57,80,40,82,65,87,93,46,44,77,71,98,88,62,34,86,62,67,39,86,52,63,72,40,31,47,56,70,74,42,53,30,95,88,58,86,98,30,64,38,88,87,51,41,51,92,78,32,31,35,30,97,75,54
95,58,62,63,60,50,71,77,56,55,96,50,86,57,54,37,77,33,31,95,70,96,88,89,51,69,46,81,47,77,87,39,64,82,70,72,65,74,50,77,41,31,60,34,63,48,40,31,73,97,86,50,40,75,93,58,90,90,36,76,33,35,40,60,80,41,74,70,61,50,49,33,49,77,38,66,68,93,79,32,34,94,97,70,35,56,89,44,75,71
73,43,79,35,50,94,64,93,54,57,64,51,64,84,53,72,40,87,33,48,44,90,63,69,95,72,42,30,62,34,45,35,72,69,96,49,60,46,56,61,62,57,44,84,69,30,96,31,73,60,54,32,45,37,63,53,41,58,50,61,60,92,34,40,72,83,69,77,58,78,97,78,80,30,80,41,97,85,68,92,50,48,34,58,89,91,67,72,71,61
91,51,97,90,51,90,35,49,49,78,60,95,65,70,31,84,81,93,80,79,80,74,34,61,34,54,51,47,69,43,63,58,61,47,43,35,80,82,81,81,56,70,37,54,52,84,58,45,52,65,90,47,39,63,42,88,61,41,55,49,61,43,63,69,86,54,65,60,38,51,58,50,74,36,79,86,54,74,80,45,87,58,35,91,54,63,98,49,58,46
53,92,88,60,33,91,51,75,71,37,96,89,43,44,89,90,82,52,64,73,90,37,38,75,85,46,39,89,78,96,72,92,73,56,77,79,59,74,41,82,49,37,76,63,88,35,35,49,91,58,61,71,66,79,62,90,98,81,62,57,38,86,75,72,53,60,68,67,55,94,40,41,92,64,80,75,54,98,64,69,66,38,62,67,98,48,94,45,35,87
58,32,81,84,77,35,55,84,63,56,66,97,95,96,59,68,30,88,48,51,90,95,71,93,47,82,71,80,33,96,32,81,66,76,67,44,86,43,79,84,32,38,84,98,39,60,30,76,33,63,70,55,38,97,53,65,88,33,49,71,51,31,52,79,79,53,44,81,47,82,65,61,75,45,50,63,76,55,79,81,51,92,67,95,59,60,50,64,72,56
64,71,80,77,34,48,78,30,53,94,70,66,64,93,71,94,76,39,96,47,85,53,55,80,86,78,88,84,45,64,60,97,90,49,72,44,60,87,58,84,80,96,40,33,93,60,60,63,33,71,81,64,54,37,37,47,52,41,34,80,34,70,49,46,91,41,78,42,50,96,97,69,92,86,71,45,86,52,83,84,89,42,72,78,39,32,59,31,91,63
53,70,44,68,80,97,84,36,52,38,79,75,53,89,71,57,54,30,36,78,67,68,91,41,59,67,63,32,61,57,68,82,61,62,50,91,33,63,57,85,76,60,87,60,88,66,36,58,59,82,38,84,87,41,70,75,93,67,83,66,98,42,41,62,33,53,86,66,86,77,72,30,72,37,35,36,73,57,97,43,93,32,47,93,40,90,81,98,41,62
89,56,85,53,73,63,86,35,62,49,79,79,90,71,77,92,39,53,75,78,41,82,66,71,36,63,33,77,93,42,55,57,91,82,33,64,45,50,30,40,87,34,84,50,81,92,50,88,70,84,33,44,95,59,42,39,58,31,45,80,69,94,93,51,82,64,64,50,40,86,66,30,60,57,42,90,74,70,56,60,42,48,63,48,76,42,61,64,56,67
35,47,82,33,83,49,34,84,64,34,80,98,47,91,37,48,88,61,66,56,53,36,36,43,44,51,31,81,65,38,89,59,78,72,31,69,54,90,90,31,85,89,77,76,33,60,40,86,55,44,90,67,36,36,88,50,83,87,32,46,62,69,97,96,51,96,76,62,95,71,89,87,53,41,61,61,84,72,82,90,60,87,68,97,72,98,81,81,93,79
38,43,41,85,78,40,54,80,46,70,32,32,85,49,53,62,36,60,68,52,59,72,75,42,87,81,56,59,39,68,95,53,95,88,88,50,66,51,81,37,68,40,86,70,91,35,89,75,64,43,34,69,96,48,64,96,70,71,46,66,58,47,82,96,94,38,64,94,76,86,68,39,39,70,78,62,69,72,59,85,63,55,46,86,60,44,79,65,74,36
31,95,97,36,79,62,91,96,73,39,66,68,39,73,41,58,37,81,86,51,95,82,91,61,65,65,40,36,88,60,48,82,53,41,52,70,70,86,93,85,42,59,62,51,30,31,34,39,47,60,52,33,31,57,68,63,95,61,95,48,88,94,43,36,57,30,49,40,72,47,41,79,87,80,32,53,37,73,87,63,88,40,61,64,38,38,36,87,37,39
65,92,59,63,96,92,79,60,88,88,91,35,32,87,93,94,97,78,67,69,81,69,35,55,86,84,43,88,81,87,86,39,74,50,96,35,91,68,79,73,61,85,84,70,48,58,62,31,82,65,62,53,33,78,97,33,80,30,56,77,94,61,32,83,44,42,50,62,58,43,92,79,95,68,47,55,31,44,67,72,88,97,42,53,69,38,77,87,74,38
87,60,88,89,34,72,37,35,71,86,69,40,71,76,98,97,94,37,49,59,32,66,36,80,81,32,54,52,74,92,50,85,38,38,78,83,86,65,56,40,47,30,49,37,80,71,54,47,34,33,59,94,48,54,48,73,52,96,84,34,38,78,40,95,64,78,75,89,47,54,48,96,97,70,81,69,40,50,95,93,67,72,49,56,78,52,42,31,80,69
59,44,68,71,33,91,76,42,66,47,73,38,77,38,32,46,49,61,73,37,94,56,60,30,95,96,54,46,60,64,37,89,53,77,35,65,92,79,48,96,73,95,68,49,56,83,39,52,56,70,75,91,94,58,39,86,54,87,95,32,62,69,38,59,46,88,36,67,53,83,68,32,80,37,85,65,68,38,62,87,32,65,83,85,45,88,77,70,58,36
46,31,65,57,89,74,94,41,83,34,34,48,52,84,39,50,92,38,75,62,32,87,32,89,59,42,43,63,38,69,70,53,74,53,78,51,96,42,33,36,79,63,86,91,78,88,81,54,43,37,53,59,75,31,62,98,79,48,57,85,95,83,30,36,95,78,75,56,74,76,30,85,84,50,65,48,82,48,77,67,75,90,78,93,47,76,78,64,85,31
83,35,40,74,81,95,68,81,31,60,74,64,52,60,43,86,50,79,63,31,56,38,76,36,35,44,33,33,48,70,41,86,90,60,79,59,51,57,78,76,47,81,61,40,47,87,95,65,84,43,46,36,87,31,80,37,42,58,91,32,54,90,75,74,39,61,31,66,47,48,72,51,51,45,60,46,62,39,75,64,98,54,33,44,86,70,37,86,62,92
74,86,56,66,86,91,78,54,64,45,69,75,72,93,39,77,49,61,33,92,44,76,37,91,41,39,58,59,68,91,93,32,37,83,66,32,31,62,63,34,86,53,51,58,50,95,63,81,81,88,85,72,66,65,93,53,92,64,97,88,33,79,92,44,60,39,97,82,60,47,48,38,81,86,35,96,55,89,59,34,97,40,70,45,57,59,82,50,85,66
42,93,47,66,52,61,74,48,83,95,72,97,69,72,82,50,32,40,55,46,68,58,93,88,82,68,44,89,39,55,94,72,82,73,41,89,54,48,42,56,91,30,88,79,37,38,97,43,76,88,32,81,76,36,85,79,32,79,66,75,71,66,42,44,89,85,51,49,75,64,60,94,77,88,93,56,62,95,97,65,36,60,67,40,53,48,36,33,31,96
65,40,60,72,80,72,43,51,80,65,39,96,96,52,49,38,64,35,31,33,92,64,58,75,69,77,48,45,72,64,83,87,36,78,39,57,51,44,33,89,43,83,97,54,87,94,59,93,73,35,52,67,30,76,77,58,68,55,96,75,33,76,46,73,74,71,53,63,56,67,68,91,42,81,95,72,89,30,36,88,75,64,49,40,43,65,36,97,43,86
60,84,32,79,50,49,30,35,41,85,76,66,81,67,76,37,82,65,52,91,40,69,82,61,92,76,61,91,63,71,65,90,50,66,66,95,96,76,79,98,45,96,95,60,81,53,57,80,36,46,48,76,38,59,64,93,74,51,43,73,53,42,93,73,79,85,39,72,44,54,84,43,60,74,30,48,52,88,65,57,51,43,47,85,60,88,34,64,35,56
31,48,30,50,33,86,58,83,64,84,65,88,91,55,65,92,75,49,65,54,44,55,40,60,47,59,94,35,96,96,65,37,92,70,79,68,62,30,30,43,90,89,68,32,63,81,71,74,54,66,66,75,40,93,71,44,89,56,65,95,47,95,54,86,98,80,96,74,41,65,44,41,68,71,50,39,31,57,44,84,97,62,35,92,60,30,62,90,65,81
40,66,59,36,77,56,63,77,72,59,70,82,30,30,41,56,34,52,74,37,42,56,36,66,47,31,36,49,71,72,59,78,90,93,40,63,88,82,33,77,79,69,44,75,34,97,49,32,44,91,93,69,40,33,94,85,45,73,51,37,43,37,97,31,42,81,75,98,89,50,93,64,96,39,33,87,60,43,69,49,88,93,71,92,30,90,34,41,97,42
84,87,59,83,53,58,65,74,63,80,80,34,66,85,90,58,58,36,38,93,74,75,82,68,55,92,77,45,47,71,54,66,50,65,83,59,68,46,89,89,46,93,31,31,75,53,60,37,72,45,44,44,91,80,96,56,46,49,52,45,96,53,37,51,58,39,83,98,50,49,80,42,32,60,98,91,79,43,95,88,82,47,40,87,62,68,49,92,80,96
69,58,72,31,36,51,78,43,75,83,37,60,65,88,51,47,61,74,48,84,68,53,56,67,80,31,53,57,94,72,81,50,57,82,70,82,39,30,43,41,60,85,57,64,61,56,52,38,87,76,56,36,41,71,68,87,65,40,63,48,43,37,81,31,38,51,62,56,84,86,60,87,63,93,84,83,36,79,85,49,91,72,84,96,56,71,96,63,98,59
48,42,51,75,72,94,46,35,37,41,77,30,62,71,72,56,82,94,57,75,53,81,46,53,76,80,35,83,96,49,96,78,90,83,95,71,95,82,89,93,97,33,74,67,34,77,82,82,84,63,60,46,50,37,93,50,46,80,94,65,96,85,67,59,71,60,69,81,90,78,59,59,82,53,50,58,61,62,82,39,71,43,74,59,68,71,30,46,42,57
42,89,86,57,41,52,72,38,95,71,60,80,79,58,74,63,61,50,76,48,55,34,61,52,38,40,62,91,81,34,80,65,50,65,97,30,34,41,34,97,92,75,68,32,34,54,52,32,31,42,93,57,76,84,54,80,97,43,82,49,70,46,40,57,38,72,83,91,49,50,84,67,81,34,72,30,92,64,59,62,47,41,76,89,59,80,44,60,82,71
87,76,59,79,38,43,50,69,58,66,79,74,47,79,95,42,33,51,41,98,96,81,94,73,53,84,37,47,82,69,78,35,42,55,89,64,77,75,40,67,61,66,47,51,41,90,94,61,43,42,47,59,37,96,78,79,34,43,44,44,80,98,93,50,56,93,53,53,95,30,58,84,60,61,92,45,52,49,65,69,62,55,55,40,95,63,46,95,55,77
65,88,44,37,66,53,82,68,55,38,91,47,34,83,42,56,69,82,59,96,45,39,64,65,60,65,74,47,82,83,47,32,58,70,37,37,50,81,43,94,88,80,84,61,77,45,43,70,38,30,61,65,90,34,75,59,90,66,97,35,57,88,79,34,63,92,71,54,44,57,58,86,84,71,78,74,72,61,54,72,92,80,59,83,94,40,73,38,65,39
83,71,50,43,48,77,87,43,83,44,49,45,92,50,90,46,39,98,49,93,88,30,41,64,38,50,50,69,95,86,84,34,88,31,37,71,81,37,49,44,47,70,78,58,91,31,48,41,73,45,95,78,58,96,54,31,95,80,71,43,71,51,55,98,93,33,71,73,77,67,39,47,78,70,74,77,79,35,37,52,92,58,38,30,47,38,34,70,33,69
85,55,82,86,60,47,58,62,46,56,44,98,47,83,50,59,40,89,89,31,39,50,32,64,95,91,91,64,70,90,31,34,33,98,65,51,41,31,57,55,88,37,89,68,47,91,49,58,67,69,58,30,90,84,42,78,46,63,78,45,74,54,51,52,89,43,53,34,45,98,89,65,66,74,66,79,77,66,90,97,84,36,32,98,54,46,78,37,54,30
60,51,68,48,94,77,72,46,42,71,67,43,81,95,47,87,46,42,80,44,50,92,39,97,77,32,71,73,44,83,46,92,86,73,85,87,61,72,52,33,42,89,92,47,75,59,61,86,39,93,58,49,74,59,45,76,64,82,91,76,79,69,42,56,52,34,65,59,78,47,69,85,45,67,37,53,93,51,35,72,73,78,38,40,40,45,64,48,84,76
42,64,39,46,52,75,61,35,80,92,66,50,36,72,89,56,64,71,75,48,72,71,66,59,32,57,78,89,90,88,81,42,53,62,96,82,42,40,46,61,55,78,50,93,78,52,74,34,85,75,79,39,40,58,52,44,65,78,56,32,51,66,61,73,65,77,95,69,51,87,52,60,81,66,79,71,44,46,77,54,52,54,83,34,51,78,32,41,51,54
36,78,83,78,40,37,92,39,42,50,97,42,83,60,47,58,41,57,84,94,84,91,84,53,86,38,61,55,77,42,55,67,38,47,62,46,98,92,90,46,75,51,87,42,30,39,50,31,94,52,65,69,95,38,75,78,69,54,81,30,74,66,35,53,39,57,56,46,68,48,65,93,31,40,43,87,35,58,95,57,83,38,51,75,51,60,43,88,76,91
71,52,40,72,56,54,69,93,80,58,72,58,39,81,45,90,76,69,48,82,54,39,95,87,50,89,34,60,34,32,60,34,53,71,72,30,83,37,80,77,82,59,40,49,62,62,65,72,86,40,92,63,37,96,61,40,48,61,54,50,39,75,49,84,95,48,65,43,75,31,46,69,63,62,39,57,69,76,54,76,92,61,87,62,82,75,82,80,58,66
93,53,41,53,60,73,34,90,57,57,70,58,31,84,37,75,68,67,55,49,69,82,97,30,87,95,43,41,54,76,76,42,77,70,30,32,74,87,64,55,70,93,52,73,96,67,76,95,93,84,79,89,52,53,45,55,42,77,80,59,38,78,69,74,53,51,60,57,95,59,68,92,33,71,65,54,70,97,58,77,72,60,52,86,36,34,75,58,39,62
69,32,31,38,60,89,37,49,32,97,51,80,64,80,85,54,81,81,79,74,74,83,78,55,95,88,36,87,79,69,41,68,47,64,43,89,47,94,97,60,63,91,83,66,81,53,31,84,47,45,47,41,42,77,41,43,58,62,49,34,63,84,83,94,67,88,93,60,74,74,74,63,53,89,72,55,56,59,50,75,34,49,87,56,93,95,44,55,75,75
83,87,92,84,49,54,55,92,32,82,60,91,58,86,38,39,63,44,66,88,34,54,74,97,40,37,70,73,86,90,87,67,83,41,98,62,59,50,91,31,54,63,68,89,64,49,31,58,61,84,88,63,31,69,52,38,63,91,67,93,51,85,98,34,85,90,54,58,95,33,49,84,90,43,77,65,75,63,72,69,49,53,54,64,82,92,80,87,81,57
41,86,77,92,86,72,80,36,79,86,50,57,94,98,50,67,31,76,55,81,82,43,81,43,50,64,55,61,74,92,92,33,60,70,94,30,65,53,31,52,32,81,56,47,87,68,78,54,86,97,49,57,54,51,64,42,44,54,36,77,55,59,79,72,39,43,81,51,66,84,96,51,58,87,59,53,67,69,50,67,95,54,52,93,89,78,83,36,69,82
82,31,98,59,63,36,43,46,31,50,97,67,58,49,49,55,41,39,91,69,60,37,68,88,71,86,98,91,88,85,80,96,52,63,51,34,63,48,54,64,50,85,32,77,80,87,36,51,33,53,96,71,71,74,46,54,88,93,87,93,87,51,79,86,39,39,45,83,69,47,62,76,39,89,66,49,97,33,35,58,35,74,72,38,72,66,81,53,37,85
47,71,85,33,97,54,68,96,88,96,47,71,60,59,34,81,71,81,57,77,76,64,70,31,40,55,47,50,59,97,32,73,97,56,91,89,59,62,68,85,39,90,83,36,56,98,82,63,48,54,95,77,50,63,67,57,77,50,35,44,69,44,42,34,40,84,77,68,55,74,86,94,81,65,30,78,51,35,96,41,93,95,86,58,73,84,68,75,85,95
67,84,51,79,85,96,54,82,30,92,70,70,33,67,84,65,67,50,65,37,37,73,37,61,72,48,98,51,30,72,74,80,53,58,67,41,89,93,40,75,47,71,49,34,98,49,71,68,78,85,66,35,41,43,96,46,35,42,40,74,47,33,94,32,69,50,74,95,43,92,33,35,51,54,70,97,59,65,36,69,44,38,83,83,81,71,49,42,50,75
44,62,53,40,39,78,42,72,65,48,77,87,94,63,63,61,64,79,98,83,37,43,56,42,37,90,75,78,71,66,76,54,94,92,63,81,37,58,55,51,60,35,48,98,42,93,77,72,37,75,66,32,35,84,89,85,66,50,55,31,54,90,96,44,71,47,89,78,72,51,55,51,39,58,68,34,73,47,41,41,48,62,50,98,94,66,73,82,75,53
46,34,94,56,68,68,72,79,41,93,78,98,73,83,35,78,33,90,34,42,96,64,97,90,39,52,34,97,80,67,61,77,58,47,67,44,47,55,56,97,54,51,71,88,69,58,68,47,34,33,63,63,81,85,33,48,98,87,97,39,90,38,35,86,41,56,79,53,33,40,46,83,45,74,40,66,34,43,81,58,61,68,95,82,96,97,44,44,76,59
44,82,75,51,48,58,33,85,46,41,66,56,58,58,79,50,34,40,46,37,35,44,93,75,89,83,61,46,89,97,57,34,49,83,89,34,88,32,57,60,86,66,62,50,38,50,93,83,89,54,92,88,82,74,30,77,50,50,82,40,56,42,96,94,93,80,98,52,74,63,69,62,75,36,37,30,68,68,32,38,44,46,89,37,35,66,76,40,63,91
64,59,70,32,74,71,53,88,35,92,45,66,94,54,39,43,68,32,57,39,88,95,83,58,33,98,63,41,36,72,32,55,86,87,71,98,86,88,61,32,98,95,45,88,32,77,43,76,97,92,36,94,41,78,87,47,66,70,71,72,74,66,85,92,65,91,54,51,68,35,39,94,40,73,40,98,49,63,37,83,35,87,67,60,53,61,42,57,81,43
46,80,44,46,84,59,60,34,50,86,59,58,33,73,36,75,94,72,92,72,53,64,56,30,66,38,81,97,94,81,75,76,59,34,69,60,88,69,50,57,67,61,77,70,86,70,65,70,80,80,46,98,42,71,48,45,77,84,77,58,86,71,86,97,97,95,32,45,40,79,96,89,58,77,61,80,60,94,32,67,92,61,30,84,81,44,87,55,39,75
74,57,76,95,82,37,30,37,74,30,92,53,94,71,52,64,40,44,51,64,66,34,31,51,89,53,76,81,44,39,31,48,53,74,64,54,95,96,73,91,57,39,50,44,92,42,44,38,34,56,67,87,67,77,76,40,72,61,77,36,32,98,72,31,61,87,85,32,46,81,55,64,97,63,90,94,41,76,54,56,50,74,97,83,56,70,32,85,57,32
84,77,57,53,63,95,55,43,59,92,96,53,53,67,48,82,83,65,51,43,79,45,57,72,76,71,72,96,54,36,50,52,35,52,72,77,52,64,87,94,36,50,51,85,52,97,48,55,36,87,61,73,69,73,49,82,72,58,42,51,54,86,62,35,86,31,44,67,82,49,72,82,87,90,90,54,51,65,43,83,46,45,65,91,33,55,59,95,54,89
86,39,71,58,61,58,58,45,43,45,89,98,76,79,89,72,83,83,57,34,61,43,72,92,66,93,51,68,30,77,74,50,72,36,81,95,95,76,74,52,64,31,89,48,59,54,57,31,73,51,34,81,31,57,96,70,97,80,43,59,58,98,34,30,33,47,68,34,92,74,78,58,77,83,66,81,90,40,88,78,37,90,97,94,76,54,52,42,57,88
76,85,76,57,75,81,35,86,96,90,69,46,49,76,88,39,61,42,42,48,98,95,91,33,50,71,33,84,81,76,70,57,50,53,72,43,57,46,36,79,83,97,88,59,67,89,66,92,69,31,76,53,33,41,45,76,32,47,65,54,85,84,82,77,98,98,65,50,89,42,70,45,68,40,97,33,31,62,53,93,44,80,92,97,34,54,41,94,32,97
66,56,95,78,49,46,32,78,38,88,97,91,95,80,94,79,93,70,83,88,89,76,82,61,76,94,96,84,57,46,59,77,30,89,32,37,96,70,41,37,88,96,96,61,59,50,61,58,42,82,98,50,56,62,60,72,34,32,84,40,32,68,76,67,84,30,31,30,48,74,83,60,83,72,48,53,46,59,94,30,54,73,34,30,75,70,44,92,92,80
59,36,75,46,37,62,88,36,32,94,87,56,75,83,70,74,57,37,97,66,65,59,94,70,50,58,69,48,97,51,68,80,48,30,45,90,45,83,55,34,40,54,40,47,84,49,49,70,95,67,45,53,55,96,80,36,36,83,48,47,82,69,98,57,36,80,76,75,92,84,40,61,46,63,72,78,34,87,31,69,83,35,42,41,76,76,48,43,60,58
98,62,66,93,54,74,64,30,39,53,66,58,65,52,70,74,87,51,67,77,89,64,40,45,65,95,68,57,47,60,62,84,53,61,51,45,78,63,36,50,72,46,86,61,94,85,69,36,54,48,70,82,71,83,70,38,37,96,67,68,72,58,59,65,50,87,40,54,41,53,54,73,97,88,54,51,54,87,70,60,31,34,47,57,58,76,54,63,86,92
96,61,81,41,55,62,33,53,78,53,93,76,56,32,76,67,34,91,73,85,67,47,95,57,43,49,33,43,40,42,70,67,55,84,96,45,76,49,56,60,62,64,90,71,54,31,54,43,44,61,42,44,68,74,64,52,94,65,55,34,64,72,68,65,60,93,66,92,81,40,70,52,48,73,81,95,91,60,39,65,71,50,32,67,72,39,98,82,96,41
50,44,97,70,91,76,88,74,36,66,40,44,75,32,43,31,34,82,42,35,56,78,71,93,55,84,61,56,95,55,32,59,53,77,47,70,81,93,85,90,60,40,65,32,45,56,63,82,50,91,84,89,35,44,93,56,32,47,75,39,75,73,48,30,98,45,32,50,46,58,83,92,86,58,59,90,70,46,74,80,47,69,75,77,66,43,79,53,51,45
95,81,43,52,91,49,41,45,77,35,30,70,45,68,72,77,67,64,33,63,37,96,58,41,91,41,48,50,63,97,75,59,48,44,53,69,51,45,52,63,56,41,89,43,92,63,95,91,90,35,36,77,88,79,72,37,67,59,65,95,98,34,72,78,64,31,67,33,92,61,95,33,71,62,79,33,33,39,71,89,33,45,93,32,61,65,56,42,38,45
95,51,42,72,97,81,55,57,96,71,98,52,38,72,71,54,48,45,88,57,80,93,52,50,77,81,90,60,66,31,61,41,48,49,35,90,61,96,91,58,38,62,48,87,68,46,86,66,56,48,90,33,31,30,43,42,61,47,52,85,49,55,95,67,47,69,84,79,76,38,77,66,84,48,88,62,36,72,68,76,94,91,83,69,59,70,46,45,58,40
67,63,51,74,52,62,36,35,33,40,72,44,80,56,57,62,98,69,65,34,66,51,69,32,32,64,32,63,60,48,71,94,37,74,70,64,61,38,94,41,79,76,47,64,36,63,86,36,44,90,44,54,81,60,70,33,84,53,69,91,69,77,93,44,72,38,75,90,66,82,73,64,76,79,86,84,98,82,49,44,52,47,33,35,51,87,74,89,90,48
39,42,88,78,67,58,83,83,98,77,82,87,36,46,58,80,49,33,88,54,82,53,41,77,85,48,30,44,79,38,80,97,86,39,98,48,62,63,89,58,78,97,83,76,69,36,66,33,50,44,49,86,70,90,70,65,41,84,84,70,48,91,63,52,65,30,31,85,33,93,61,59,94,51,52,65,41,32,43,86,39,55,86,39,35,68,83,94,60,51
46,33,49,85,35,31,89,69,60,80,49,66,86,47,79,98,42,56,83,65,81,33,35,35,40,51,34,48,82,71,78,31,89,57,64,55,44,68,64,48,76,38,75,66,57,36,36,62,73,80,60,90,51,51,93,93,94,53,62,85,70,43,69,43,70,75,88,51,82,91,48,48,39,91,95,69,30,83,49,76,98,31,37,51,83,37,59,89,55,57
