DDD10000,LCP10000,RTS10000,CIP10000,IOP10000,PRCY_001
87.92,85.83,84.5,85.47,86.67,86.08
87.92,87.83,86.0,87.84,89.67,87.85
88.42,86.25,86.33,90.16,89.33,88.1
87.58,85.75,88.17,89.96,85.17,87.32
88.5,89.67,89.0,86.42,88.33,88.38
88.08,88.92,88.33,90.18,87.83,88.67
89.08,89.83,88.33,86.44,84.67,87.67
86.33,86.75,87.67,89.02,88.67,87.69
88.83,87.33,87.83,87.93,89.17,88.22
87.67,88.17,87.5,89.13,88.5,88.19
87.25,86.67,91.0,88.42,89.0,88.47
88.58,87.58,87.67,90.02,89.67,88.7
88.92,89.08,87.33,87.16,86.83,87.86
87.08,87.17,89.33,87.02,88.83,87.89
85.5,85.67,86.17,87.53,87.33,86.44
86.17,85.75,87.83,86.02,85.67,86.29
87.83,86.0,89.0,87.04,85.83,87.14
86.5,86.25,88.0,85.47,86.83,86.61
88.5,88.33,89.83,87.69,86.83,88.24
86.75,86.08,88.0,88.62,87.17,87.32
88.33,88.33,87.5,87.73,89.5,88.28
85.75,87.25,90.17,87.76,90.33,88.25
86.25,87.08,88.0,87.31,90.5,87.83
84.25,88.33,83.67,86.56,88.17,86.19
89.0,88.5,88.17,85.84,89.0,88.1
87.92,87.25,84.83,89.16,86.0,87.03
88.42,86.67,92.5,90.24,90.33,89.63
86.92,86.33,91.17,90.13,85.83,88.08
87.83,88.17,85.83,88.31,90.5,88.13
89.25,87.33,88.5,86.4,91.0,88.5
85.42,88.5,86.83,89.4,84.17,86.86
87.25,86.67,87.0,84.47,88.33,86.74
86.25,87.0,86.83,87.76,87.0,86.97
87.17,88.5,89.33,88.56,87.17,88.14
91.0,88.5,85.33,87.29,84.67,87.36
88.33,89.75,86.67,88.42,88.0,88.23
87.33,86.08,89.17,87.76,87.5,87.57
86.42,86.92,87.33,88.47,88.83,87.59
86.58,88.17,86.33,88.0,87.5,87.32
88.25,87.08,88.5,86.76,86.33,87.38
87.5,89.67,84.17,88.89,90.0,88.04
86.17,85.92,85.33,85.51,88.33,86.25
87.75,87.67,83.17,86.33,90.33,87.05
88.42,88.42,88.17,84.91,87.17,87.42
87.08,85.0,89.67,86.47,89.17,87.48
89.25,88.0,90.83,88.13,89.17,89.08
86.67,88.08,83.67,85.24,87.0,86.13
89.83,87.25,87.5,88.38,87.5,88.09
85.42,88.0,86.5,85.98,89.5,87.08
88.25,86.33,85.33,87.6,87.67,87.04
85.42,86.08,89.83,88.31,87.5,87.43
88.67,88.0,85.5,91.73,86.67,88.11
87.0,86.92,90.5,85.78,87.83,87.61
86.0,88.17,88.17,87.53,87.33,87.44
88.42,87.67,89.17,86.27,87.5,87.8
86.92,88.75,88.0,88.24,88.5,88.08
88.92,85.17,89.33,85.76,83.17,86.47
89.08,87.67,87.5,84.84,82.83,86.39
86.08,88.92,86.17,87.18,88.5,87.37
88.5,87.25,87.0,89.22,87.17,87.83
87.42,87.92,89.83,90.02,87.5,88.54
85.75,86.33,89.83,87.64,89.67,87.85
89.58,87.83,89.17,87.47,88.33,88.48
87.0,85.83,87.67,87.67,88.67,87.37
89.08,86.58,86.17,89.56,85.67,87.41
88.42,87.5,86.33,88.42,88.67,87.87
87.42,86.33,89.33,88.4,88.33,87.96
87.25,87.17,87.0,89.58,91.83,88.57
88.5,87.0,84.33,87.33,88.17,87.07
88.17,87.42,89.83,87.84,86.67,87.99
85.42,89.75,88.33,88.38,87.5,87.88
87.67,87.25,84.83,86.56,87.17,86.69
85.75,88.33,85.5,86.91,90.0,87.3
88.25,88.5,88.0,86.69,85.5,87.39
86.33,88.25,87.17,90.8,88.0,88.11
88.25,89.0,84.83,90.33,87.17,87.92
87.33,87.42,90.0,87.53,88.5,88.16
89.33,87.92,86.5,87.2,83.5,86.89
87.0,88.67,88.33,89.22,89.17,88.48
87.17,85.17,87.0,87.44,89.5,87.26
87.08,87.75,89.0,88.76,88.17,88.15
88.83,86.0,87.5,86.62,87.17,87.22
87.58,88.33,88.67,88.76,84.5,87.57
87.67,88.0,88.67,86.13,87.17,87.53
87.83,87.58,83.83,85.33,88.33,86.58
87.92,86.42,87.17,90.36,87.33,87.84
87.33,87.67,89.17,89.4,85.0,87.71
88.08,87.5,90.0,89.07,86.17,88.16
87.58,86.17,85.33,85.67,86.33,86.22
87.42,87.25,88.0,87.62,88.83,87.82
84.75,86.17,88.33,88.0,86.5,86.75
87.25,86.5,87.83,89.62,86.0,87.44
85.67,86.42,89.83,86.2,88.5,87.32
85.92,86.92,87.17,86.64,85.0,86.33
86.0,86.42,87.33,87.18,84.33,86.25
87.58,86.5,86.83,86.24,85.17,86.47
86.17,85.42,87.67,85.82,86.83,86.38
86.58,87.33,90.83,88.73,88.5,88.4
86.92,87.0,85.33,85.96,88.17,86.67
87.25,86.75,93.0,85.36,86.67,87.8
88.58,87.08,85.67,88.13,87.17,87.33
88.08,86.17,89.0,87.84,89.5,88.12
88.33,88.75,87.33,87.73,89.67,88.36
85.92,89.17,89.17,87.47,88.83,88.11
88.67,85.5,88.0,87.07,86.67,87.18
85.92,87.33,88.0,87.8,86.5,87.11
87.67,87.0,85.0,86.18,87.5,86.67
88.08,88.75,87.83,88.27,87.67,88.12
86.42,91.58,86.33,88.44,88.33,88.22
89.17,86.5,88.5,85.78,85.0,86.99
86.08,86.67,87.0,85.8,83.0,85.71
89.33,86.67,86.67,88.11,88.33,87.82
88.25,87.83,88.67,87.53,89.5,88.36
87.33,88.0,83.83,85.56,88.83,86.71
87.5,89.0,85.33,87.18,86.33,87.07
87.83,90.33,85.83,88.02,88.33,88.07
86.33,87.0,88.33,86.36,89.33,87.47
89.67,86.5,87.67,88.22,88.5,88.11
89.17,89.17,84.67,88.42,89.5,88.18
86.58,88.17,90.5,85.71,85.83,87.36
89.5,87.75,86.67,87.98,87.67,87.91
86.17,88.67,86.33,90.02,85.67,87.37
87.25,87.33,88.17,87.84,86.17,87.35
87.25,87.17,87.17,85.31,87.83,86.95
86.25,86.75,87.83,84.89,85.33,86.21
87.33,87.25,89.33,90.18,87.33,88.29
89.08,87.67,86.33,85.91,88.83,87.57
86.58,88.58,91.83,89.11,89.33,89.09
85.33,88.33,92.17,87.69,86.5,88.0
88.42,87.5,85.83,87.07,83.67,86.5
87.92,86.5,88.33,87.56,88.67,87.79
86.92,89.42,89.5,86.67,82.5,87.0
89.92,89.0,88.17,86.82,87.67,88.31
86.75,86.92,88.83,86.02,89.17,87.54
87.5,87.58,87.67,85.53,85.5,86.76
88.33,89.17,87.33,86.96,88.33,88.02
90.08,87.58,89.33,86.04,89.67,88.54
89.0,88.33,88.33,86.18,88.83,88.14
88.67,86.75,91.17,84.76,85.17,87.3
88.67,88.42,88.33,86.8,88.33,88.11
88.42,88.75,90.0,87.09,83.83,87.62
88.17,87.92,88.17,88.53,88.5,88.26
87.58,88.08,85.5,86.02,86.83,86.8
87.83,87.58,86.17,88.02,92.83,88.49
88.17,88.17,89.0,86.18,88.17,87.94
87.42,89.33,87.83,88.09,87.67,88.07
85.58,86.42,86.33,88.13,82.83,85.86
87.75,88.17,90.17,87.62,89.33,88.61
88.42,85.83,86.17,86.84,86.5,86.75
88.08,88.58,89.67,88.62,90.5,89.09
88.42,86.33,87.33,85.2,85.17,86.49
89.0,88.5,90.83,86.87,87.17,88.47
85.42,87.0,87.17,86.44,86.17,86.44
88.0,87.0,86.83,88.33,89.67,87.97
87.0,88.08,87.83,89.13,88.5,88.11
87.42,86.08,87.83,87.82,87.5,87.33
87.42,89.25,83.67,88.42,89.17,87.58
85.08,86.42,85.5,88.6,89.17,86.95
86.42,88.25,86.17,89.53,90.67,88.21
88.25,87.92,87.17,85.13,88.17,87.33
88.58,87.75,86.17,88.16,90.17,88.16
88.42,87.83,90.83,88.76,86.67,88.5
87.92,84.17,86.0,86.13,87.5,86.34
86.75,88.42,87.33,89.6,87.83,87.99
87.17,87.17,87.67,88.82,86.83,87.53
88.58,89.75,85.5,88.93,89.5,88.45
87.42,87.33,88.0,88.62,89.33,88.14
87.58,89.67,86.5,87.49,88.5,87.95
87.33,86.58,89.5,86.96,88.33,87.74
88.17,86.17,87.83,88.71,86.83,87.54
87.92,85.92,90.83,83.87,85.5,86.81
87.67,86.5,88.5,88.62,90.33,88.32
88.08,88.75,86.5,87.71,85.0,87.21
85.58,85.0,86.67,85.53,85.67,85.69
89.17,87.67,85.5,85.67,87.0,87.0
85.0,87.67,89.5,88.58,85.83,87.32
88.67,88.42,87.17,85.29,85.5,87.01
86.92,87.92,86.67,87.84,85.67,87.0
87.33,88.42,87.83,86.44,88.67,87.74
87.92,87.75,88.33,87.18,87.33,87.7
88.08,85.0,87.83,87.53,85.67,86.82
87.08,89.08,87.33,88.13,84.83,87.29
87.83,89.75,92.0,86.58,85.0,88.23
88.67,88.75,86.5,87.18,87.0,87.62
88.08,87.08,87.33,88.62,89.0,88.02
88.42,85.17,87.83,87.73,86.5,87.13
87.08,85.58,87.83,88.07,88.0,87.31
88.58,87.67,85.0,88.56,91.5,88.26
87.67,87.58,89.17,88.4,90.67,88.7
86.0,87.0,84.33,84.84,85.0,85.44
86.25,86.42,83.17,86.47,85.67,85.59
86.0,86.83,90.17,85.67,85.0,86.73
90.0,86.58,87.0,88.13,84.17,87.18
88.42,88.25,88.5,89.47,87.67,88.46
88.0,90.0,85.83,84.42,86.67,86.98
86.5,88.67,85.67,87.38,91.17,87.88
89.75,88.17,87.0,87.13,87.0,87.81
87.42,86.92,83.83,88.22,83.5,85.98
87.17,88.08,88.17,87.07,90.17,88.13
86.83,86.33,86.17,89.49,86.33,87.03
86.83,87.75,87.0,89.71,89.33,88.13
88.17,87.5,91.67,89.33,87.67,88.87
86.92,87.92,89.67,84.98,88.0,87.5
88.17,87.0,87.67,86.76,88.67,87.65
88.58,87.0,87.33,87.58,90.17,88.13
85.58,87.33,86.83,87.89,85.17,86.56
89.17,88.25,86.17,88.4,88.67,88.13
87.67,87.25,84.83,86.87,84.67,86.26
90.33,86.08,87.17,86.56,86.5,87.33
88.83,86.42,89.5,88.78,87.5,88.21
87.33,87.0,87.5,87.69,88.5,87.6
88.67,88.67,87.83,85.91,88.33,87.88
86.25,87.58,88.83,86.89,90.5,88.01
83.67,86.33,87.5,88.11,90.67,87.26
88.5,88.58,88.33,87.91,88.17,88.3
88.67,86.83,85.0,86.62,86.67,86.76
87.83,87.0,83.67,89.91,86.33,86.95
90.0,86.08,89.0,85.69,87.17,87.59
88.83,87.58,82.67,86.42,85.5,86.2
88.58,86.92,85.5,87.78,86.0,86.96
87.17,87.58,90.17,89.22,88.83,88.59
87.17,84.42,83.83,87.22,86.67,85.86
86.83,86.92,87.67,85.58,85.83,86.57
88.17,87.0,84.83,86.62,90.17,87.36
86.0,88.17,85.0,87.93,87.0,86.82
88.0,86.33,86.33,86.71,89.0,87.28
88.75,87.08,88.17,84.8,88.0,87.36
86.5,87.75,86.5,86.78,88.0,87.11
88.17,87.08,89.17,88.29,84.17,87.37
88.25,87.67,90.5,85.62,86.83,87.77
85.25,87.08,87.67,87.04,88.0,87.01
88.67,85.67,87.33,87.51,86.67,87.17
88.83,87.58,86.17,87.11,86.33,87.21
87.5,88.25,85.67,86.71,90.83,87.79
90.33,88.5,86.33,86.93,87.17,87.85
87.25,85.17,88.33,86.53,86.33,86.72
88.42,86.58,86.0,87.38,87.67,87.21
86.08,86.08,85.67,90.27,85.83,86.79
87.92,87.75,88.33,87.44,88.67,88.02
87.5,84.92,85.33,88.22,85.33,86.26
85.25,88.42,87.17,87.89,86.67,87.08
89.0,87.0,87.17,87.29,89.33,87.96
88.42,87.08,88.33,89.44,86.0,87.86
88.0,89.58,89.33,83.84,86.0,87.35
88.25,87.75,88.0,87.07,92.83,88.78
89.92,88.25,87.0,87.71,86.83,87.94
88.17,87.67,85.0,87.27,89.17,87.45
88.58,87.5,86.67,87.78,87.17,87.54
87.08,87.25,86.17,89.36,87.67,87.5
86.5,88.5,86.83,89.8,85.5,87.43
87.0,89.75,85.33,87.6,90.5,88.04
88.42,83.92,84.33,87.56,85.83,86.01
86.25,84.25,86.5,89.69,87.33,86.8
89.33,88.5,87.0,89.76,86.17,88.15
86.83,88.58,86.67,91.16,87.5,88.15
84.83,89.42,90.67,84.07,93.0,88.4
86.83,86.5,87.17,87.47,88.67,87.33
87.08,87.17,86.0,87.62,87.0,86.97
86.33,88.25,88.83,88.07,85.0,87.3
87.67,86.5,87.33,87.22,89.83,87.71
88.25,85.33,85.17,87.73,86.33,86.56
86.17,87.17,87.83,88.64,86.0,87.16
86.0,85.42,90.33,87.58,87.33,87.33
90.83,85.75,85.5,87.64,86.17,87.18
85.58,86.67,83.83,86.96,90.0,86.61
84.5,86.83,85.67,87.18,88.17,86.47
88.33,87.42,89.83,87.8,85.5,87.78
89.33,88.83,89.33,88.04,86.67,88.44
87.33,87.67,87.67,88.51,88.17,87.87
88.0,88.08,88.33,86.44,86.33,87.44
86.08,87.0,88.67,86.09,87.83,87.13
89.0,87.75,85.0,88.16,86.83,87.35
85.5,89.08,87.5,88.29,86.83,87.44
87.42,89.08,88.17,86.47,86.67,87.56
86.92,88.92,86.67,87.87,87.5,87.57
88.5,86.5,88.17,87.44,86.5,87.42
86.92,86.83,87.5,87.58,86.0,86.97
89.25,87.33,88.67,89.27,84.33,87.77
83.83,89.08,91.33,86.49,86.17,87.38
89.33,86.75,84.0,87.76,85.67,86.7
87.92,85.83,89.83,87.67,87.83,87.82
86.17,86.67,86.67,89.18,87.5,87.24
88.58,87.08,91.17,87.33,87.17,88.27
88.75,88.25,85.83,85.09,86.83,86.95
88.67,87.75,88.5,88.62,87.33,88.17
87.92,86.75,86.83,89.04,89.17,87.94
86.92,88.58,90.17,89.89,88.5,88.81
87.08,87.08,87.33,85.04,86.67,86.64
87.5,87.33,84.83,87.22,88.5,87.08
86.0,88.42,86.83,89.11,87.67,87.61
85.83,87.0,88.0,87.24,85.67,86.75
87.67,88.25,87.83,85.71,89.0,87.69
85.92,89.17,89.17,86.67,89.17,88.02
87.83,88.83,84.67,86.62,87.33,87.06
88.67,89.67,87.83,86.38,86.17,87.74
86.42,85.75,86.67,85.73,87.67,86.45
89.33,90.42,84.67,83.67,87.83,87.18
85.83,85.42,86.83,87.82,88.33,86.85
85.67,89.58,87.83,87.11,87.17,87.47
89.0,86.42,87.33,88.29,85.83,87.37
88.33,87.67,87.5,86.98,87.17,87.53
86.75,87.58,89.5,86.4,85.67,87.18
85.58,88.08,83.0,87.8,89.17,86.73
89.0,84.42,89.17,87.31,89.33,87.85
87.08,86.5,88.5,86.53,89.0,87.52
89.17,87.08,88.0,84.18,85.5,86.79
85.58,91.75,85.33,88.47,84.17,87.06
87.83,88.08,87.17,85.69,86.83,87.12
88.67,87.42,89.0,89.29,90.17,88.91
86.83,87.17,88.83,87.62,87.0,87.49
87.67,88.08,87.5,89.87,89.67,88.56
87.42,87.33,92.17,87.2,85.67,87.96
85.75,89.67,87.83,86.31,89.33,87.78
86.42,87.92,88.83,88.62,89.5,88.26
85.25,89.17,83.17,87.07,87.5,86.43
85.42,88.67,86.83,86.73,85.83,86.7
87.92,86.83,88.17,88.4,88.83,88.03
84.33,89.08,87.17,89.13,88.17,87.58
87.08,87.5,90.5,88.22,84.17,87.49
89.25,88.67,87.0,86.91,92.33,88.83
86.17,86.0,88.33,88.36,86.17,87.0
86.58,85.25,85.5,87.11,88.0,86.49
87.42,89.75,89.5,89.96,87.33,88.79
86.08,89.25,88.0,87.98,88.67,88.0
84.0,87.0,87.17,89.4,84.33,86.38
87.33,87.92,88.33,88.6,88.0,88.04
86.92,88.58,87.33,87.29,89.0,87.82
88.25,86.58,84.83,88.22,87.0,86.98
85.75,87.67,86.0,85.16,85.33,85.98
88.08,86.67,90.33,86.76,90.67,88.5
85.92,86.17,86.83,86.76,87.83,86.7
85.08,88.5,90.83,85.89,91.17,88.29
88.08,88.42,89.67,89.49,88.5,88.83
85.25,86.67,87.67,87.71,90.17,87.49
85.83,86.42,87.67,86.56,91.33,87.56
90.33,85.58,83.67,88.47,85.0,86.61
86.33,90.25,89.17,87.53,89.0,88.46
87.42,89.08,87.5,87.2,89.17,88.07
87.83,85.83,86.67,87.13,87.83,87.06
87.75,88.33,85.67,87.18,86.33,87.05
86.83,87.5,85.5,85.8,90.0,87.13
84.33,86.08,88.67,85.22,88.67,86.59
86.83,88.83,86.67,88.98,86.83,87.63
88.92,88.25,87.0,90.29,88.33,88.56
85.67,88.17,86.0,88.53,85.83,86.84
86.17,86.5,86.67,87.98,86.17,86.7
84.92,85.42,90.17,85.93,85.0,86.29
87.17,88.75,88.67,87.76,84.5,87.37
87.75,86.0,89.33,89.13,90.0,88.44
86.5,84.17,88.67,86.11,86.0,86.29
85.5,87.17,83.0,88.11,89.83,86.72
87.25,86.92,88.0,86.78,88.83,87.56
86.83,85.17,87.5,88.73,85.67,86.78
86.08,84.75,84.17,86.42,88.17,85.92
87.67,86.08,86.5,89.47,88.0,87.54
86.67,84.67,90.0,87.47,87.5,87.26
86.92,86.92,87.17,89.64,85.83,87.3
88.5,88.0,88.67,89.42,87.67,88.45
88.33,89.75,87.33,85.82,86.83,87.61
87.75,90.17,86.0,87.33,88.83,88.02
88.33,85.33,86.33,86.51,84.67,86.24
86.83,84.83,91.33,86.49,86.83,87.26
88.58,88.92,88.0,87.33,87.5,88.07
88.83,87.92,87.67,88.71,88.5,88.33
89.25,85.08,87.67,87.18,88.17,87.47
87.75,87.92,87.33,89.11,88.5,88.12
87.58,85.67,89.5,85.67,89.67,87.62
86.75,88.83,88.0,86.84,88.33,87.75
88.33,87.33,87.17,88.62,89.5,88.19
87.42,87.67,83.17,89.36,86.17,86.75
87.58,87.5,85.83,90.31,88.0,87.85
87.5,89.17,90.0,86.16,91.33,88.83
87.83,88.67,87.17,86.73,86.83,87.45
90.0,86.75,86.67,87.38,88.5,87.86
89.17,87.0,88.0,86.56,89.17,87.98
88.92,87.58,87.83,88.8,86.17,87.86
86.0,84.75,89.17,86.47,86.67,86.61
85.42,86.0,86.0,88.51,92.5,87.69
89.33,89.83,85.33,88.64,85.67,87.76
87.83,84.17,86.67,88.16,84.67,86.3
89.08,84.08,87.67,89.98,90.17,88.2
86.08,86.92,89.33,88.47,86.67,87.49
86.33,88.67,87.17,88.04,87.17,87.48
85.58,84.5,90.5,90.64,87.5,87.75
86.33,86.08,88.17,86.82,86.33,86.75
87.58,90.17,89.17,86.18,86.83,87.99
85.17,88.67,88.5,84.62,86.67,86.72
88.83,88.0,87.0,85.53,89.67,87.81
88.5,87.58,88.5,90.13,90.17,88.98
88.5,87.67,89.83,91.27,88.0,89.05
86.42,87.67,89.17,85.22,85.5,86.79
85.5,89.17,84.17,87.0,86.17,86.4
87.75,86.17,85.5,89.24,86.33,87.0
89.5,87.92,87.83,87.33,88.83,88.28
90.75,90.33,86.17,85.33,88.33,88.18
90.33,87.0,85.67,85.31,90.83,87.83
87.83,87.75,88.33,87.91,85.67,87.5
85.5,86.83,84.83,87.51,87.83,86.5
89.0,85.67,83.33,84.18,87.67,85.97
88.0,86.75,88.5,88.2,90.0,88.29
86.83,88.75,87.83,87.24,87.0,87.53
87.67,88.5,88.67,89.64,87.5,88.4
88.25,89.5,85.0,86.56,88.33,87.53
88.92,86.67,85.83,85.69,87.17,86.85
86.67,87.25,86.0,86.58,87.33,86.77
88.25,88.5,88.0,87.2,84.33,87.26
89.0,87.5,88.5,87.29,90.33,88.52
86.75,87.42,86.67,88.13,90.0,87.79
89.0,85.17,86.33,87.02,89.67,87.44
88.33,87.17,88.0,88.96,87.67,88.02
87.67,87.42,87.33,87.62,90.0,88.01
87.75,88.08,91.0,88.8,89.5,89.03
87.67,86.58,90.17,90.71,85.33,88.09
87.25,86.75,87.83,89.47,88.33,87.93
87.0,88.42,90.83,86.87,87.33,88.09
86.5,85.42,88.33,88.11,86.33,86.94
86.08,87.92,87.83,88.4,89.17,87.88
85.83,84.92,89.17,86.56,87.5,86.79
86.75,87.0,89.17,86.64,85.83,87.08
86.58,89.42,89.67,87.62,86.67,87.99
88.08,88.83,87.17,89.47,90.17,88.74
86.25,86.92,87.83,85.64,88.17,86.96
87.42,88.33,87.67,87.31,86.67,87.48
85.42,89.08,87.67,89.82,84.0,87.2
86.58,87.5,88.5,89.16,86.17,87.58
88.08,90.0,85.67,86.73,88.33,87.76
88.42,85.33,85.83,85.8,90.33,87.14
88.17,89.75,87.67,83.31,84.0,86.58
87.33,88.0,88.67,89.22,88.33,88.31
87.08,88.25,87.17,89.04,87.17,87.74
87.75,88.58,87.17,88.58,86.83,87.78
86.25,86.5,88.33,88.53,88.0,87.52
89.92,85.58,88.67,87.62,87.5,87.86
86.5,88.42,87.67,87.98,87.17,87.55
89.0,85.33,87.0,89.22,90.17,88.14
90.33,86.58,85.5,86.62,87.5,87.31
86.75,86.33,89.83,85.67,86.67,87.05
85.17,87.08,87.33,86.69,87.83,86.82
89.42,87.83,86.5,86.2,86.5,87.29
87.83,87.5,85.0,86.42,83.67,86.08
87.17,89.25,85.0,88.09,83.0,86.5
87.42,88.25,84.33,86.4,86.17,86.51
87.75,87.42,84.17,86.29,87.5,86.62
87.42,87.92,88.33,88.49,87.33,87.9
85.0,89.25,88.83,87.93,83.83,86.97
87.17,88.0,85.5,87.82,89.67,87.63
86.17,85.5,86.83,87.56,88.17,86.84
87.5,86.92,90.33,87.53,86.17,87.69
87.83,87.75,89.83,88.4,89.33,88.63
88.83,86.67,85.17,87.84,89.83,87.67
90.08,87.08,87.67,90.09,83.67,87.72
86.08,89.33,87.5,87.29,87.5,87.54
87.0,87.83,85.83,86.38,86.17,86.64
86.75,88.17,83.5,86.89,88.83,86.83
85.0,90.08,86.83,87.76,87.17,87.37
87.92,87.58,87.67,88.27,86.83,87.65
85.17,88.33,87.83,86.78,85.5,86.72
86.33,88.58,87.67,88.71,87.67,87.79
87.67,87.42,89.0,88.16,88.83,88.21
88.58,87.0,87.17,87.02,83.83,86.72
85.33,89.17,88.33,84.93,86.5,86.85
86.08,87.0,84.5,87.62,88.5,86.74
86.42,87.42,88.17,88.53,85.67,87.24
86.83,84.92,88.33,87.44,88.83,87.27
88.0,87.5,87.0,86.78,89.33,87.72
87.25,88.42,88.17,87.96,89.67,88.29
87.0,87.92,87.5,85.53,87.67,87.12
88.42,86.67,85.83,89.93,86.17,87.4
89.67,88.08,90.0,87.36,86.0,88.22
86.83,87.17,89.33,84.89,87.0,87.04
89.5,86.42,86.83,87.07,87.33,87.43
87.58,88.67,87.0,86.18,89.33,87.75
84.67,86.83,86.33,87.98,89.0,86.96
84.75,85.25,83.33,85.78,91.5,86.12
85.42,88.58,84.33,85.8,87.17,86.26
88.5,85.5,83.83,86.42,84.17,85.68
87.25,87.75,88.67,85.33,89.17,87.63
89.17,88.83,88.33,87.13,84.0,87.49
88.0,86.75,89.83,87.84,84.67,87.42
88.67,88.0,88.5,89.82,84.83,87.96
89.75,86.5,90.0,88.09,87.17,88.3
88.75,88.08,83.83,85.2,86.17,86.41
86.58,87.0,87.33,91.31,87.0,87.85
87.17,87.5,88.83,89.31,87.67,88.1
87.08,89.25,88.0,87.42,89.17,88.18
86.42,86.08,86.67,86.87,85.83,86.37
86.33,87.75,91.0,87.24,92.5,88.97
88.92,86.83,87.5,84.69,87.17,87.02
88.25,86.33,86.0,85.11,87.17,86.57
88.5,87.67,88.33,87.51,85.5,87.5
87.5,87.5,90.67,87.87,88.67,88.44
87.75,85.67,85.83,86.98,85.67,86.38
86.08,87.83,86.5,87.13,88.0,87.11
85.67,87.17,86.33,90.24,89.83,87.85
89.17,88.5,85.5,90.2,84.33,87.54
85.92,85.92,87.67,88.53,86.5,86.91
86.33,88.25,88.33,88.76,87.17,87.77
89.5,87.42,85.5,85.84,86.33,86.92
87.58,88.83,87.5,85.84,83.67,86.69
87.83,89.08,87.0,86.36,89.67,87.99
87.17,88.67,89.5,88.36,88.5,88.44
87.67,89.0,84.5,85.31,81.83,85.66
86.75,89.92,87.67,85.42,89.5,87.85
87.58,88.0,88.67,87.0,85.33,87.32
86.0,90.25,88.17,89.58,85.17,87.83
89.58,85.08,87.17,85.84,89.33,87.4
87.0,85.58,88.33,86.4,86.17,86.7
87.92,88.08,89.5,90.07,88.0,88.71
85.0,87.75,88.83,89.2,86.33,87.42
88.58,90.67,87.5,87.62,86.0,88.07
87.42,88.83,85.33,87.56,87.0,87.23
87.83,88.5,84.67,88.09,90.5,87.92
86.75,87.92,86.67,88.47,89.33,87.83
86.0,87.75,87.67,87.38,85.5,86.86
86.42,88.25,89.83,88.27,90.17,88.59
88.33,87.17,88.67,86.53,87.0,87.54
90.75,87.67,85.67,86.22,87.33,87.53
85.92,88.83,91.33,87.62,86.33,88.01
86.17,85.5,90.0,85.8,84.83,86.46
85.58,89.67,88.0,89.09,85.83,87.63
85.0,86.08,87.33,85.89,90.33,86.93
85.33,88.58,89.0,89.29,88.17,88.07
87.42,90.17,88.17,87.64,89.83,88.65
85.5,86.42,87.5,89.24,89.17,87.57
88.75,86.08,85.0,87.04,87.5,86.88
87.83,85.75,90.0,85.16,88.83,87.51
88.17,87.58,89.0,87.67,84.0,87.28
88.58,87.42,86.83,89.0,90.17,88.4
89.08,88.25,86.33,88.91,87.17,87.95
88.92,88.58,90.67,88.0,89.5,89.13
88.58,87.75,90.0,87.2,85.17,87.74
88.42,87.33,87.5,87.53,88.33,87.82
86.33,86.67,86.5,87.73,86.17,86.68
87.33,88.33,85.83,86.8,88.33,87.33
86.75,86.25,86.67,88.04,86.83,86.91
86.17,87.33,86.83,88.76,87.17,87.25
88.17,86.5,86.83,86.51,84.0,86.4
85.58,88.33,91.83,89.6,84.5,87.97
89.58,86.0,84.5,88.4,89.83,87.66
84.83,87.5,87.33,85.87,83.17,85.74
86.75,85.08,87.67,88.58,89.33,87.48
88.92,87.75,87.67,90.47,87.83,88.53
86.5,87.58,85.33,87.6,85.17,86.44
87.08,85.83,85.0,86.07,87.67,86.33
90.42,86.67,87.33,86.44,83.33,86.84
88.67,90.17,91.67,86.27,86.17,88.59
84.08,86.25,86.83,90.53,87.67,87.07
87.42,85.17,86.0,88.82,87.17,86.91
87.67,87.92,85.67,87.0,89.17,87.48
89.17,87.17,84.17,86.36,83.33,86.04
88.08,86.58,83.5,85.24,90.0,86.68
87.25,85.33,87.0,85.91,83.5,85.8
89.0,88.25,86.17,85.62,90.83,87.97
88.08,85.92,89.5,88.36,91.17,88.6
88.0,88.17,87.33,86.84,85.67,87.2
86.5,89.5,90.33,87.8,88.0,88.43
87.83,88.92,86.67,87.24,84.33,87.0
88.25,87.42,89.0,88.6,86.17,87.89
89.25,88.0,90.0,84.96,87.17,87.87
86.5,88.5,90.33,88.42,89.5,88.65
87.08,90.17,87.33,87.16,88.67,88.08
85.5,84.83,87.83,85.73,89.17,86.61
88.75,86.17,87.5,87.07,84.33,86.76
88.17,86.67,84.17,85.96,86.67,86.32
87.25,89.67,87.0,87.24,87.67,87.77
87.75,87.08,85.5,90.0,87.17,87.5
84.67,88.42,86.5,89.18,86.5,87.05
88.17,85.75,90.33,85.87,90.0,88.02
88.33,87.92,87.83,88.0,84.0,87.22
88.5,88.92,88.17,87.58,88.0,88.23
88.5,88.0,84.83,89.64,85.0,87.2
85.25,86.08,85.33,88.24,86.33,86.25
85.58,88.58,88.0,87.93,89.17,87.85
85.33,89.33,85.5,88.84,87.17,87.24
84.67,89.5,87.5,88.29,88.83,87.76
87.25,84.42,87.17,89.4,88.0,87.25
86.0,87.17,88.17,87.18,85.67,86.84
89.75,88.33,83.5,88.42,89.17,87.83
87.58,87.42,88.33,89.07,88.17,88.11
85.33,87.83,87.83,87.84,90.33,87.84
87.75,87.42,87.5,84.02,89.17,87.17
