RST10000,RCD10000,RSL10000,RSU10000,ROR10000,RDA10000,RTR10000,RPR10000,RMR10000,RCM10000,RSRC_001
54.32,55.37,64.68,56.0,61.0,61.11,65.11,67.79,60.95,58.68,60.5
60.95,59.21,56.74,60.74,55.11,57.74,57.89,61.42,54.47,53.68,57.79
59.53,64.79,67.47,61.32,57.37,66.53,67.58,60.32,69.05,64.53,63.85
62.79,58.79,56.58,62.63,64.58,59.37,57.37,58.05,60.21,58.58,59.89
56.47,64.16,57.58,54.68,62.16,59.58,58.79,58.63,53.95,61.63,58.76
57.74,59.32,59.11,58.21,56.89,62.26,62.63,64.16,63.74,65.84,60.99
67.05,66.32,59.05,61.26,59.37,58.95,58.16,65.11,64.26,56.47,61.6
56.0,58.74,51.05,58.79,61.37,68.32,60.26,49.89,57.47,47.89,56.98
65.47,61.37,62.74,57.53,52.26,59.89,53.95,57.53,61.63,56.53,58.89
61.95,61.89,57.05,60.68,53.05,64.95,54.68,59.26,62.26,63.95,59.97
62.63,56.0,61.42,63.53,59.74,58.11,67.58,58.0,61.58,64.63,61.32
58.26,67.53,59.42,69.37,63.74,53.89,59.63,69.16,57.21,57.47,61.57
62.58,55.89,62.16,58.47,57.68,62.42,57.26,62.47,59.84,52.68,59.15
60.84,61.53,63.58,55.26,61.05,56.79,70.16,56.37,64.32,57.11,60.7
58.47,59.42,68.58,60.79,58.32,61.47,58.11,60.05,62.0,57.42,60.46
61.79,55.47,56.42,58.68,67.16,59.63,70.74,55.63,56.95,60.89,60.34
61.79,58.47,62.74,60.37,61.47,58.32,57.84,59.37,54.95,57.26,59.26
56.0,60.47,65.32,54.47,52.53,53.53,71.63,57.05,56.95,60.53,58.85
61.79,64.89,56.16,61.95,61.68,57.74,60.32,67.42,61.37,65.53,61.88
63.32,61.84,60.74,59.16,60.16,70.84,56.58,54.11,63.26,59.11,60.91
58.63,65.68,60.89,61.21,62.58,58.89,59.74,60.95,54.58,67.37,61.05
64.58,68.26,61.11,56.79,63.63,61.74,58.47,64.32,64.0,60.95,62.38
58.89,63.16,63.0,56.53,61.53,56.89,56.79,58.53,57.32,65.63,59.83
57.89,57.47,55.63,64.37,59.21,59.68,60.16,61.68,62.37,64.79,60.33
55.95,66.05,71.47,61.11,65.95,59.26,52.26,56.32,54.21,58.26,60.08
57.0,56.26,56.37,63.26,62.74,61.58,57.89,56.42,61.84,66.58,59.99
60.63,57.47,61.42,69.53,62.79,62.47,57.68,62.11,68.68,59.53,62.23
63.21,61.74,62.79,62.95,56.95,63.21,65.0,54.95,55.0,63.63,60.94
58.58,57.05,60.0,58.84,53.16,57.21,65.63,61.63,57.37,64.68,59.42
54.84,54.21,64.74,57.89,65.58,61.79,59.53,63.68,61.74,63.58,60.76
59.21,64.0,63.11,65.05,58.26,57.58,66.53,56.21,60.05,58.21,60.82
61.05,57.53,56.32,63.89,53.74,56.84,56.26,57.32,58.74,62.16,58.38
70.63,56.47,55.0,54.95,53.95,66.79,61.11,61.58,53.53,62.63,59.66
60.16,57.53,54.53,53.84,61.63,64.37,62.42,60.32,67.68,67.63,61.01
69.89,58.53,62.37,63.42,54.63,50.68,57.0,58.32,66.47,57.21,59.85
57.47,54.89,54.47,53.95,54.11,63.63,63.95,61.05,58.53,63.68,58.57
52.11,54.68,56.89,67.0,56.26,57.58,64.16,60.11,54.47,64.74,58.8
59.53,64.74,64.84,69.05,55.32,59.21,58.89,60.16,52.79,64.53,60.91
59.95,60.0,54.26,55.21,59.32,64.74,62.95,64.47,66.11,65.42,61.24
59.53,57.68,54.0,60.11,57.53,66.74,55.11,64.74,51.79,59.95,58.72
68.11,64.21,62.11,61.63,56.58,64.68,65.63,65.74,56.53,62.74,62.79
59.89,51.79,60.95,60.32,57.74,64.16,56.58,60.21,64.95,63.68,60.03
61.53,62.05,58.58,69.11,56.63,61.84,61.47,56.47,67.16,59.47,61.43
52.63,53.68,56.58,60.11,56.89,64.16,66.63,63.95,63.89,62.21,60.07
54.32,55.89,60.95,61.58,54.21,57.26,64.05,62.68,56.16,63.26,59.04
53.79,58.26,56.95,61.79,60.53,61.79,59.58,71.63,55.32,60.47,60.01
53.42,59.42,64.11,62.58,59.63,57.05,57.05,59.95,61.89,51.68,58.68
58.68,62.68,61.79,61.89,52.32,64.79,62.47,57.95,58.26,53.84,59.47
65.84,67.42,58.63,61.84,61.16,57.89,54.68,65.21,62.37,64.47,61.95
61.0,63.11,63.53,55.74,59.16,59.26,59.53,64.0,57.42,56.89,59.96
57.32,61.26,59.47,54.68,52.68,63.79,66.79,64.53,54.11,57.0,59.16
57.32,58.16,56.47,56.47,58.53,55.58,58.21,60.89,63.74,65.84,59.12
66.53,53.21,59.37,58.16,58.53,60.05,63.26,62.21,56.89,65.79,60.4
61.05,55.32,64.42,58.53,66.47,59.95,56.63,53.21,53.58,55.0,58.42
62.32,64.42,56.84,63.05,54.74,59.16,57.53,66.53,60.53,61.58,60.67
64.95,51.26,58.42,63.32,58.95,64.95,65.68,57.53,60.53,60.74,60.63
57.11,58.05,63.74,62.37,57.26,54.68,61.79,56.79,61.16,53.68,58.66
67.0,55.53,57.42,61.16,60.21,61.95,61.95,68.05,60.63,54.47,60.84
60.05,60.16,66.68,58.95,59.95,60.68,58.26,66.21,61.79,63.26,61.6
54.74,65.68,61.32,64.11,60.42,62.68,59.53,61.95,57.05,60.0,60.75
61.05,63.74,52.53,61.16,53.37,64.11,55.21,62.11,57.0,55.11,58.54
64.79,55.63,61.26,57.84,58.58,55.89,58.11,58.0,60.95,60.11,59.12
60.47,59.79,53.11,55.47,56.68,63.68,60.74,63.37,60.42,57.84,59.16
60.89,61.05,57.84,55.42,61.84,58.11,61.32,56.42,62.11,62.32,59.73
51.58,62.74,55.32,57.26,59.63,62.0,59.11,54.21,66.68,64.74,59.33
59.68,55.84,65.21,56.0,61.11,55.68,53.79,56.53,54.79,67.37,58.6
57.47,68.32,54.58,59.0,61.58,61.0,60.37,56.05,49.26,53.05,58.07
59.95,61.95,50.21,56.74,65.21,64.68,56.05,58.37,68.95,61.26,60.34
60.58,60.95,53.26,56.95,61.84,62.74,63.37,59.47,61.89,60.11,60.12
58.74,61.05,63.26,57.79,54.63,62.42,55.05,63.53,58.63,60.89,59.6
57.63,63.11,59.42,60.26,65.47,57.84,59.47,55.42,62.32,56.79,59.77
60.53,65.32,61.42,61.37,63.79,58.95,59.68,61.11,63.89,57.11,61.32
59.42,66.26,62.32,58.21,60.53,57.47,53.68,53.47,63.0,52.74,58.71
54.79,64.84,62.63,61.95,56.32,59.53,63.0,62.42,62.16,59.63,60.73
58.21,61.16,58.32,56.63,59.58,61.74,66.16,59.63,61.95,55.47,59.88
67.37,59.63,60.21,62.68,58.21,61.26,62.11,59.37,63.63,61.11,61.56
58.21,55.32,57.79,60.37,58.42,53.37,61.16,60.11,59.84,56.37,58.09
63.21,64.84,53.53,65.47,58.21,60.68,60.74,64.89,59.79,64.63,61.6
64.05,58.84,54.79,56.32,60.53,58.42,51.21,65.47,58.16,56.42,58.42
67.53,61.21,63.95,58.58,56.11,62.42,62.05,60.42,60.32,57.16,60.97
65.79,64.37,64.21,58.74,55.63,63.79,63.63,55.89,59.42,68.05,61.95
63.26,52.11,64.11,65.21,58.84,58.11,62.84,55.32,56.26,59.53,59.56
59.58,52.68,57.0,62.32,61.11,64.79,57.16,61.32,60.11,54.95,59.1
65.68,56.16,51.74,63.47,59.42,59.58,58.68,64.74,59.42,61.68,60.06
57.53,62.11,47.21,65.63,53.16,63.84,49.21,62.32,62.37,55.74,57.91
60.79,61.89,53.16,63.11,55.74,60.16,53.0,56.11,54.74,67.63,58.63
59.05,64.84,67.42,60.53,67.47,60.74,62.79,59.84,59.05,64.53,62.63
60.05,54.58,61.05,54.11,58.68,55.26,58.16,68.63,59.79,62.47,59.28
56.63,65.42,58.37,64.63,59.95,56.11,57.63,60.0,54.53,59.0,59.23
56.53,60.37,63.11,55.0,58.79,59.05,59.79,68.26,55.42,57.16,59.35
59.74,66.11,62.05,60.74,59.16,56.68,62.32,57.89,50.68,61.37,59.67
60.84,53.26,61.47,57.53,59.21,60.95,62.47,59.11,63.84,58.95,59.76
62.11,62.11,50.68,55.42,63.79,61.68,68.05,62.37,57.37,60.47,60.41
56.11,62.16,62.84,64.05,63.79,58.0,64.47,62.11,55.68,61.16,61.04
61.68,60.21,59.37,60.58,61.89,55.42,51.74,61.68,54.95,68.47,59.6
65.21,64.84,63.89,58.37,59.63,54.32,54.95,61.79,61.16,60.84,60.5
55.21,58.0,66.0,63.63,54.53,65.16,62.16,61.89,58.42,57.32,60.23
60.21,64.37,66.47,53.47,58.47,59.32,60.05,58.11,67.79,65.47,61.37
61.11,59.0,61.47,54.89,64.11,57.58,61.0,57.37,60.84,60.16,59.75
55.95,64.79,52.47,56.84,63.0,62.63,56.26,58.74,59.89,58.42,58.9
60.84,68.05,50.79,61.68,63.11,56.89,56.32,59.11,53.0,57.79,58.76
68.26,60.32,59.0,65.0,65.11,63.79,54.79,60.84,60.0,64.95,62.21
53.53,62.95,58.16,62.37,56.21,59.26,56.89,55.05,61.63,57.37,58.34
63.05,64.37,63.74,56.21,61.32,50.58,58.42,58.53,62.79,58.26,59.73
58.68,61.16,60.68,59.16,72.53,60.79,63.26,63.37,57.95,61.63,61.92
59.05,65.0,60.42,61.32,52.58,61.53,54.32,63.11,60.32,58.37,59.6
60.26,63.26,63.32,59.37,60.11,58.53,59.89,56.63,65.53,51.58,59.85
60.42,61.37,61.42,59.84,63.16,55.74,54.68,60.74,62.79,58.05,59.82
65.89,57.26,59.63,60.63,59.84,57.68,60.79,66.37,59.37,51.58,59.91
55.05,62.84,65.05,62.95,60.53,68.0,57.05,62.42,59.42,54.58,60.79
62.63,54.37,59.32,59.32,56.63,57.05,55.63,65.74,66.42,68.74,60.58
62.58,59.63,61.21,63.84,61.0,58.63,59.74,54.05,64.11,60.37,60.52
54.21,52.95,61.47,56.89,61.84,61.95,62.53,61.37,70.32,63.21,60.67
55.79,57.95,66.42,69.63,55.21,62.16,60.47,50.95,60.95,55.79,59.53
62.63,61.53,61.16,59.47,55.37,56.95,62.84,56.21,65.58,61.26,60.3
61.42,58.74,58.63,63.63,61.84,57.42,53.05,64.11,63.11,61.11,60.31
65.05,58.42,56.89,63.89,59.05,61.21,60.89,63.89,62.95,56.89,60.92
64.11,64.68,57.95,62.16,59.79,63.42,65.11,62.84,62.26,64.05,62.64
63.95,62.47,58.16,50.05,54.11,60.63,60.79,62.63,64.58,61.16,59.85
66.63,61.0,61.32,63.84,65.42,62.16,59.21,58.74,59.47,66.42,62.42
64.89,67.89,54.26,60.47,62.16,62.26,56.0,58.37,61.74,59.53,60.76
58.37,58.16,56.16,62.47,64.63,53.63,63.74,65.37,62.21,59.84,60.46
64.11,58.11,55.95,54.89,56.89,57.42,65.68,58.63,67.16,56.68,59.55
65.42,67.63,57.58,62.89,60.26,63.16,56.84,53.95,62.47,58.47,60.87
54.79,64.84,56.89,59.68,55.26,53.42,56.16,68.05,62.53,62.74,59.44
56.95,60.05,61.32,59.05,61.32,57.21,68.32,56.53,54.0,63.0,59.77
66.68,59.37,58.05,59.53,67.47,53.63,65.47,60.79,62.53,62.53,61.61
58.63,56.84,58.74,65.05,60.74,61.32,63.95,71.21,56.53,64.89,61.79
58.32,65.47,60.42,62.84,58.05,61.05,58.0,62.53,57.79,59.63,60.41
56.37,62.37,61.79,65.95,62.58,60.47,55.47,59.84,55.95,60.42,60.12
57.37,57.63,58.74,64.68,59.21,54.58,61.89,54.32,62.26,63.95,59.46
60.95,66.79,61.37,60.37,57.74,52.74,64.58,50.42,59.26,59.68,59.39
65.89,56.68,63.11,61.63,65.0,59.84,55.32,54.26,61.42,62.89,60.61
47.05,61.84,65.0,51.89,50.63,63.53,63.79,54.32,55.11,61.84,57.5
63.0,61.16,53.84,50.68,56.32,68.21,64.37,52.37,64.79,61.21,59.59
60.79,62.32,55.68,58.58,56.79,65.0,62.0,62.74,49.37,55.79,58.91
56.0,55.89,62.95,61.26,58.95,62.74,59.68,64.95,58.0,63.37,60.38
57.37,56.53,55.74,62.68,59.42,57.11,60.42,61.32,69.63,57.21,59.74
65.74,68.11,63.74,53.74,68.89,58.05,55.63,62.53,63.89,63.53,62.38
53.42,63.37,58.68,66.37,66.37,59.11,58.37,54.53,57.89,58.68,59.68
64.47,67.53,55.26,60.74,56.84,60.37,60.79,63.05,60.74,56.0,60.58
60.58,55.26,65.58,61.32,53.32,58.11,63.11,61.63,60.84,69.89,60.96
66.42,54.58,54.79,57.47,64.05,64.32,58.0,64.89,62.68,60.95,60.82
65.32,50.21,51.68,55.53,63.37,50.53,65.53,56.89,66.16,57.05,58.23
58.16,63.58,56.95,64.68,60.74,60.74,51.0,62.05,58.84,62.58,59.93
56.53,57.32,61.74,62.05,58.05,64.0,55.58,58.32,60.63,59.68,59.39
56.84,60.42,62.74,63.63,67.37,62.05,60.37,64.42,57.32,59.84,61.5
54.63,63.89,62.58,56.53,56.89,58.16,63.26,53.37,63.47,60.05,59.28
56.95,61.11,54.42,61.05,61.84,60.0,60.16,58.84,57.42,53.95,58.57
59.58,60.05,71.32,59.47,56.32,53.53,60.89,54.68,70.32,52.74,59.89
64.53,58.63,57.0,55.84,58.26,56.74,55.47,59.74,70.53,66.42,60.32
60.84,60.58,58.58,65.37,63.89,59.37,57.53,61.05,56.68,59.58,60.35
58.11,52.0,59.74,62.74,57.47,67.0,63.32,66.53,59.32,60.21,60.64
52.89,56.68,59.37,54.16,60.47,64.37,64.74,60.58,56.95,62.47,59.27
60.79,60.32,56.32,59.0,57.79,64.32,50.58,64.79,59.05,72.74,60.57
56.79,59.37,60.63,52.63,63.68,55.0,63.05,61.53,56.63,62.63,59.19
60.95,60.16,60.05,64.58,65.47,56.95,62.05,65.58,55.16,58.63,60.96
60.47,57.84,57.37,60.21,52.68,51.68,61.26,53.68,53.74,63.74,57.27
60.95,56.63,58.89,65.84,66.58,58.89,61.05,60.47,54.0,58.58,60.19
58.58,65.89,64.89,60.84,58.63,61.79,65.37,63.95,64.26,55.16,61.94
52.0,58.89,54.95,58.89,54.84,57.95,65.21,57.21,62.95,60.53,58.34
65.37,55.84,61.95,57.16,62.53,60.21,57.68,61.26,66.26,63.74,61.2
56.68,62.37,60.47,54.89,56.58,63.95,62.42,57.84,58.89,64.58,59.87
54.58,60.42,61.84,63.05,60.79,67.26,58.89,59.11,63.79,60.89,61.06
62.47,62.79,54.26,63.95,65.32,62.95,63.05,60.95,57.16,64.68,61.76
57.42,58.32,57.84,61.74,49.89,62.42,61.0,59.37,57.84,55.42,58.13
57.0,54.53,61.26,65.05,54.84,56.53,52.05,61.74,61.42,59.68,58.41
62.32,56.95,62.63,63.47,56.74,61.47,62.37,62.0,61.16,57.63,60.67
57.79,60.68,58.63,64.79,56.11,57.79,59.05,62.84,62.63,67.16,60.75
56.53,54.47,70.42,59.47,58.58,58.32,57.05,60.47,51.58,62.37,58.93
58.42,58.53,56.79,63.0,63.26,60.32,64.16,57.37,65.89,55.16,60.29
62.47,68.11,55.89,64.21,61.42,61.63,60.58,52.32,52.42,66.58,60.56
63.26,55.63,57.53,60.37,61.53,61.58,53.47,54.42,59.74,60.05,58.76
58.53,61.79,58.84,68.68,63.42,60.58,56.05,58.53,59.21,63.21,60.88
67.53,54.63,55.95,62.11,51.95,61.47,58.63,64.37,54.63,62.74,59.4
60.0,60.58,56.32,54.95,64.89,65.37,67.11,59.47,59.21,64.89,61.28
60.37,58.16,63.32,58.89,54.95,69.05,64.0,58.84,61.0,63.84,61.24
64.11,61.42,56.0,60.68,64.89,55.79,58.21,62.32,61.11,63.11,60.76
60.74,53.53,64.26,60.26,66.26,67.95,66.84,56.74,59.53,60.89,61.7
54.79,60.42,51.05,60.79,61.47,57.79,65.16,65.11,58.21,58.84,59.36
60.11,62.16,64.95,62.84,60.32,59.84,64.89,60.37,65.47,52.47,61.34
63.63,67.42,65.05,58.68,63.84,72.37,60.0,60.26,57.74,65.32,63.43
61.58,53.63,58.42,63.84,65.89,59.68,57.79,61.32,60.0,58.53,60.07
63.95,52.42,62.05,59.11,55.95,55.11,49.0,62.32,66.89,58.95,58.57
59.89,64.0,66.0,61.26,52.84,60.95,58.63,63.42,64.16,64.47,61.56
58.11,57.16,57.05,56.89,70.84,63.05,57.05,70.47,60.21,60.84,61.17
68.84,59.63,51.11,65.05,63.68,61.37,50.05,59.0,64.05,63.74,60.65
61.68,63.63,52.32,58.26,58.16,54.89,59.42,65.47,54.95,63.05,59.18
64.89,64.37,54.58,53.16,54.63,51.37,60.21,61.47,56.53,67.26,58.85
51.53,59.58,60.26,59.47,63.26,55.68,67.63,59.47,60.79,57.32,59.5
55.42,57.0,50.16,63.21,54.89,53.47,60.63,61.84,58.68,58.42,57.37
61.21,60.32,60.16,55.05,53.42,58.89,60.47,60.16,62.16,65.63,59.75
57.84,51.79,54.74,61.42,63.21,55.42,58.47,58.21,60.37,53.42,57.49
57.84,58.79,54.58,68.53,57.95,63.47,56.37,55.63,62.47,61.58,59.72
60.79,60.47,57.58,64.26,60.68,58.37,61.63,62.26,67.0,63.53,61.66
61.58,54.63,64.58,53.68,60.63,61.95,60.42,60.58,61.16,52.0,59.12
61.32,59.26,61.11,61.89,62.42,63.21,63.05,59.74,56.16,57.79,60.59
57.32,65.16,57.79,57.84,61.47,58.47,71.84,67.16,65.11,60.47,62.26
55.16,58.16,55.47,64.05,64.68,52.95,58.37,57.63,58.84,55.47,58.08
54.42,55.05,58.53,65.95,64.16,59.79,61.47,62.32,58.63,53.47,59.38
63.53,56.16,57.74,65.32,65.05,58.32,62.68,63.63,54.32,63.32,61.01
59.42,53.74,59.79,63.89,64.68,62.32,49.05,56.0,59.47,61.68,59.01
67.26,59.47,54.32,57.26,60.0,57.95,54.53,58.58,61.68,57.37,58.84
62.89,52.95,63.47,54.16,60.79,61.58,53.05,64.63,58.0,62.47,59.4
63.53,58.63,52.37,55.47,64.0,54.26,53.58,55.84,52.63,54.42,56.47
62.53,58.11,61.11,58.68,62.37,59.74,58.16,53.47,58.47,52.95,58.56
68.37,54.32,63.68,61.0,56.37,63.32,62.53,63.47,55.74,59.21,60.8
58.79,68.47,63.0,58.79,59.32,59.32,66.37,65.11,61.26,55.37,61.58
60.74,64.58,55.05,51.47,61.53,55.95,59.11,66.95,54.32,55.95,58.56
61.16,61.42,56.79,60.42,60.53,56.42,65.68,63.74,59.68,54.74,60.06
59.0,61.47,55.89,55.0,54.16,57.58,61.11,66.47,60.05,60.21,59.09
62.68,60.84,60.16,63.42,56.84,62.63,50.05,66.53,61.37,61.68,60.62
60.68,54.68,57.0,56.21,64.32,62.32,60.58,53.21,58.58,55.05,58.26
54.68,63.89,56.53,58.95,66.16,63.58,59.05,58.84,65.74,52.58,60.0
56.53,57.63,64.89,57.16,58.79,61.42,60.42,58.84,54.89,56.11,58.67
62.63,53.47,68.0,63.16,60.58,56.58,65.16,53.37,56.26,61.53,60.07
58.95,53.79,60.32,52.37,64.16,56.79,49.84,57.16,63.68,60.37,57.74
59.11,62.32,64.11,58.11,55.74,56.26,60.42,59.68,54.11,54.68,58.45
63.42,64.42,60.79,61.47,49.79,62.79,59.58,58.74,62.42,59.84,60.33
57.89,62.32,68.68,53.79,55.89,66.16,56.63,62.68,57.95,60.53,60.25
58.84,62.05,63.26,58.37,56.0,54.63,56.47,55.47,63.42,56.53,58.51
58.05,59.21,66.47,57.21,59.47,59.84,59.79,56.47,62.47,59.32,59.83
56.95,62.95,62.0,58.11,60.89,59.79,61.37,66.37,66.95,64.05,61.94
66.0,57.16,56.84,63.53,63.05,58.74,57.42,56.32,61.63,59.68,60.04
60.16,53.74,57.58,59.58,57.42,58.58,63.47,63.21,63.58,56.21,59.35
65.74,71.0,65.84,62.16,61.42,55.79,54.47,53.05,55.95,56.79,60.22
55.16,61.84,61.0,61.84,61.53,55.53,57.37,53.84,59.58,57.26,58.49
62.79,63.37,67.21,63.89,65.26,62.79,54.74,57.95,67.05,57.74,62.28
54.0,57.26,59.79,57.0,66.79,56.95,58.95,58.58,59.05,69.47,59.78
61.58,69.42,68.16,59.11,58.11,59.16,63.68,59.47,65.79,59.11,62.36
70.79,62.84,56.95,57.53,65.16,62.63,54.42,62.58,51.53,60.47,60.49
59.0,61.58,54.37,54.79,63.47,60.16,67.26,66.32,59.47,57.68,60.41
63.74,58.89,57.53,69.05,58.26,61.11,55.89,64.53,57.89,65.58,61.25
54.37,57.79,59.79,61.05,57.32,54.37,65.68,58.84,65.89,55.53,59.06
65.95,57.47,62.42,61.63,57.37,65.53,49.37,70.11,54.11,56.79,60.07
60.53,61.11,65.0,57.58,63.84,57.95,57.42,54.95,61.79,55.95,59.61
58.42,60.16,58.95,57.05,62.89,60.79,57.05,68.42,67.58,58.84,61.02
53.74,52.89,56.05,60.26,61.79,60.58,58.63,63.37,53.37,59.21,57.99
57.63,55.79,53.47,65.0,62.58,60.74,56.0,62.84,64.05,61.95,60.01
62.26,64.0,63.16,63.89,52.0,66.11,61.53,61.37,57.26,55.53,60.71
61.53,55.53,62.79,59.84,69.63,62.84,56.37,66.95,59.37,55.32,61.02
61.84,62.0,56.79,56.53,62.42,63.21,62.58,57.16,54.63,54.74,59.19
47.95,57.58,55.95,54.37,56.79,64.11,57.53,58.53,61.53,57.79,57.21
63.32,57.53,53.26,60.32,63.58,57.89,52.47,61.05,62.16,60.47,59.21
64.89,62.16,60.68,64.21,65.58,66.16,61.63,64.0,61.26,58.79,62.94
58.84,56.47,62.16,57.26,54.84,56.68,60.05,58.58,59.21,58.42,58.25
59.63,61.63,60.53,52.63,54.68,55.95,53.63,59.47,57.05,57.74,57.29
55.89,65.05,62.63,60.21,59.32,69.05,52.79,64.42,64.21,56.68,61.03
55.32,60.58,62.11,55.79,63.68,56.74,66.47,55.32,60.11,59.47,59.56
61.11,59.68,57.74,58.42,58.0,65.79,60.42,59.95,56.89,61.37,59.94
61.63,57.16,56.0,58.63,65.74,64.84,58.63,61.16,53.53,57.0,59.43
56.11,63.11,60.42,64.37,62.42,55.21,55.0,58.84,53.58,60.32,58.94
64.42,52.89,61.58,63.95,56.89,64.32,61.79,60.47,64.89,56.26,60.75
57.0,61.26,56.05,56.58,60.0,62.79,58.32,52.58,66.89,60.95,59.24
65.63,57.42,60.63,55.47,58.21,61.68,63.11,56.11,62.79,59.42,60.05
56.05,58.84,63.42,53.05,64.21,60.89,62.63,56.74,53.68,59.26,58.88
63.0,60.53,64.68,57.89,61.0,61.42,65.21,58.0,58.84,68.53,61.91
64.42,61.21,55.95,59.05,66.53,62.47,60.79,65.63,64.74,53.21,61.4
63.79,62.05,63.11,56.84,60.95,59.26,55.37,61.79,59.11,57.58,59.98
64.58,56.0,60.0,57.89,58.63,58.37,62.47,60.0,60.11,59.16,59.72
55.58,57.63,59.37,64.05,64.16,55.26,58.74,61.53,60.26,54.95,59.15
60.42,58.68,58.68,57.68,57.37,63.0,57.42,60.79,57.79,62.0,59.38
56.68,58.95,56.26,57.0,57.0,62.53,62.89,58.84,60.79,62.37,59.33
52.05,53.05,60.74,63.68,61.0,53.32,66.37,60.95,59.79,50.74,58.17
61.32,65.63,61.58,57.79,66.26,56.53,66.37,65.11,57.42,65.32,62.33
61.47,54.84,64.32,60.47,59.53,64.26,65.26,52.32,57.32,68.68,60.85
55.74,56.74,62.21,59.68,62.42,58.84,69.16,55.42,63.63,64.79,60.86
62.53,54.37,59.47,57.47,62.05,62.79,67.21,54.32,63.37,62.21,60.58
57.32,59.21,62.84,60.58,58.58,63.11,65.26,58.89,55.63,53.21,59.46
57.68,64.42,58.0,56.0,62.42,52.0,63.0,67.47,57.68,61.21,59.99
55.0,65.47,60.42,62.26,58.68,56.89,58.89,52.0,66.42,64.89,60.09
59.79,58.47,67.53,60.47,60.26,60.95,55.68,64.16,61.21,54.89,60.34
57.47,58.21,58.74,58.21,65.74,60.95,60.63,66.11,61.0,58.32,60.54
61.79,64.63,56.0,63.79,62.53,57.68,58.37,59.16,58.84,58.58,60.14
65.05,55.84,60.53,55.11,61.63,64.37,60.47,58.68,63.63,60.37,60.57
54.11,63.0,63.63,61.84,68.68,58.74,59.37,59.58,56.74,58.89,60.46
63.58,65.68,64.58,59.63,56.58,57.95,58.84,58.37,53.74,60.37,59.93
64.37,62.0,60.37,55.89,62.32,60.32,53.26,58.84,57.47,59.37,59.42
59.11,58.84,60.11,60.37,59.42,62.16,66.11,65.05,54.32,56.32,60.18
55.42,61.16,60.37,63.68,64.11,59.32,64.89,63.11,57.32,57.84,60.72
54.47,58.47,62.0,56.79,62.0,58.95,61.16,67.32,57.47,57.37,59.6
57.0,66.11,64.37,65.26,56.21,58.79,67.63,52.79,62.84,57.53,60.85
66.74,60.58,60.05,54.32,65.95,63.89,57.05,60.79,62.05,60.84,61.23
60.0,65.89,55.16,56.0,66.16,60.21,59.11,61.32,60.84,62.95,60.76
62.42,67.95,55.79,63.32,60.63,51.53,58.79,56.11,56.68,63.0,59.62
65.37,58.68,54.47,66.05,59.37,60.95,61.58,63.63,63.89,63.79,61.78
63.58,56.32,53.42,64.89,66.42,62.05,58.74,58.84,56.32,60.95,60.15
60.11,65.37,57.32,51.89,52.26,60.0,66.74,57.68,61.89,59.47,59.27
68.68,61.26,59.32,55.11,55.16,61.84,63.16,59.37,61.79,65.63,61.13
59.84,61.58,55.79,66.05,52.05,60.26,60.37,63.16,59.16,64.53,60.28
59.26,61.58,51.95,57.0,61.79,64.16,60.05,61.74,60.68,62.16,60.04
55.11,64.21,58.16,58.0,52.37,57.58,54.21,57.0,56.58,66.84,58.01
59.47,69.95,54.63,58.58,57.37,58.68,63.68,52.32,62.16,69.63,60.65
60.32,59.89,58.84,67.37,62.74,55.79,59.79,51.05,61.89,52.26,58.99
56.47,54.79,61.37,61.26,53.95,57.0,59.58,56.05,60.95,57.74,57.92
60.37,56.79,54.58,58.53,58.47,58.16,56.11,56.89,59.68,60.58,58.02
57.58,67.42,61.68,60.11,53.95,61.84,56.58,56.26,61.63,59.42,59.65
54.84,63.0,54.11,64.16,54.32,59.47,63.21,57.32,61.0,70.74,60.22
54.84,58.95,53.53,62.68,55.37,53.58,52.95,56.53,62.95,55.21,56.66
64.95,61.11,58.11,65.63,57.58,65.63,58.16,56.74,59.53,55.68,60.31
65.47,64.68,64.53,61.84,59.47,62.11,64.58,61.16,58.74,63.16,62.57
60.84,60.42,60.32,60.32,61.95,61.42,50.74,63.95,63.0,56.74,59.97
53.21,56.05,51.42,56.0,65.84,59.21,60.63,58.63,55.0,51.26,56.73
63.0,60.79,54.47,61.89,61.47,59.58,53.84,56.95,57.26,60.11,58.94
56.11,52.21,65.84,57.74,55.79,59.58,62.0,57.53,62.32,61.16,59.03
60.68,58.58,56.95,62.47,64.37,66.32,60.58,53.37,66.11,58.79,60.82
63.68,57.89,60.53,67.79,64.95,61.42,60.16,63.21,62.05,61.95,62.36
59.21,59.16,59.68,60.26,56.74,67.68,61.95,63.79,66.47,62.05,61.7
64.26,61.37,61.95,55.53,65.47,56.89,63.53,61.89,57.47,60.84,60.92
61.0,58.89,60.11,62.05,59.05,54.74,59.53,57.05,58.53,64.32,59.53
60.89,66.16,63.68,64.0,60.11,62.05,62.53,58.47,60.53,61.68,62.01
71.0,55.84,60.68,66.21,59.32,65.32,57.05,63.47,60.05,62.11,62.11
54.84,53.74,63.16,65.47,58.95,52.79,56.53,59.95,55.05,49.89,57.04
71.47,68.37,57.79,58.16,61.26,53.79,60.05,61.0,56.74,64.89,61.35
61.37,55.37,59.68,64.84,59.16,61.42,62.32,62.21,57.42,59.21,60.3
59.32,56.79,60.0,53.68,57.37,61.05,51.84,60.95,63.58,61.79,58.64
