WPO10000,PPP10000,TQA10000,OCD10000,SPC10000,CTP10000,PCF10000,CTL10000,POD10000,ANL10000,PSU10000,INV10000,TST10000,COR10000,PCC10000,CAP10000,PUR10000,PBM10000,ANM10000,PROD_001
53.95,57.28,65.12,57.53,56.13,53.4,56.23,64.78,60.62,59.52,59.1,58.77,59.35,55.62,62.42,56.28,62,50.15,55,58.07
59.45,52.61,49.04,54.47,65.7,58.43,56.77,56.4,51.04,58.02,58.1,51.73,47.27,56.52,57.46,59.7,61.42,56.65,52.55,55.97
52.82,64.14,60.84,61.7,51.23,64.43,55.43,60.51,53.08,59.75,53.35,51.8,60.52,54.72,53.09,53.62,57.6,66.25,56.5,57.44
48.34,49.08,52.59,51.17,57.63,49.2,57.27,60.32,58.14,62,63.62,58.97,58.05,51.5,48.92,53.72,61,56.58,56.12,55.49
57.89,68.61,65.44,51.17,57.57,52.1,55.8,57.22,53.43,55.72,57.22,48.3,48.52,56.12,57.87,57.22,65.28,64.62,64.4,57.61
52.06,40.75,65.47,54.37,54.97,57.4,55.7,61.4,60.33,50.5,57.45,56.53,59.77,55.65,56.98,54.25,66.95,53.35,57.4,56.38
51.05,75.44,51.33,56.07,51.3,60.7,49.5,53.38,55.12,50.65,55.88,64.2,55.88,54.5,54.86,60.98,67.1,53.72,59.48,56.9
51.79,63,52.63,51,62.57,58.53,56.9,50.99,55.76,49.05,59.28,60.53,51.52,54.42,61.32,64.68,54.52,56.95,56.2,56.4
48.79,65.5,63.3,57,57.93,60.23,61.7,58.95,56.96,55.38,59.38,50.57,58.72,58.02,57.58,61.5,60.18,59.22,55.42,58.23
68.2,59.14,57.16,54.8,63.17,66.07,54.4,61.38,61.02,56.92,58.1,58.43,56.68,56.28,56.9,53.15,60.88,62.65,59.52,59.2
53.65,42.11,53.21,57.07,50.9,56.37,53.97,57.75,61.34,55.72,57.4,62.43,53.39,60.72,52.69,52.82,49.38,57.98,55.3,54.96
58.91,57.36,55.21,57.93,63.73,60.07,56.67,57.9,57.36,58.1,55.6,55.07,59.43,56.12,55.08,56.48,57.85,57.95,61.75,57.82
55.06,65.75,59.73,57.57,56.4,58.37,51.5,56.03,51.84,56.25,57.45,61.97,56.38,56.38,54.46,59.92,53.42,61.75,56.68,57.21
54.72,52.42,55.58,53.9,58.97,55.03,51.87,61.64,57.31,59.15,46.98,56.13,57.34,53.58,55.11,56.28,58,60.32,64.6,56.26
54.65,47.17,58.62,60.23,58.4,61.67,54.17,55.79,60.34,58.22,57.05,53.93,61.23,54.82,52.48,45.65,54.02,54.5,56.4,55.76
60.14,65.86,60.75,61.9,56.33,51.67,61.2,56.58,56.38,55.72,57.95,61.87,59.12,53.98,57.32,52.02,49.62,54.78,51.38,57.08
52.55,57.25,53.73,58.37,62.33,56.1,56.03,52.57,54.17,53.08,51.42,54.4,55.09,49.35,60.25,53.78,56.52,51.45,61.38,55.25
52.06,67.69,65.06,53.77,56.57,55.27,54.3,49.7,57.68,60.05,56.2,50.77,50.16,61.22,55.37,56.28,55.42,54.6,53.2,56.07
61.04,67.08,58.48,56.27,54.87,62.3,57.53,67.54,56.76,54.02,55.92,50.33,56.71,59.55,54.05,61.5,57.3,51.35,54.8,57.76
58.64,61.08,53.92,52.37,53.2,64.7,52.03,57.59,51.45,50.05,56.7,57.77,58.51,65.65,53.83,59.58,55.95,58.22,69.3,57.4
49.25,55.31,59.63,57,59.7,57.9,53.47,54.2,52.61,55.72,54.58,58.67,58.27,55.62,62.18,61.45,59,58.92,59.62,57.01
53.73,62.22,63.02,58.33,55.27,53.33,56.33,57.32,55.58,55.15,59.32,54.97,56.53,60.98,53.18,53.72,55.92,58.1,57.18,56.85
61.18,53.17,62.51,55.33,54.23,56.03,53.5,51.05,62.17,59.32,54.12,49.37,49.68,58.7,57.77,64.2,57.05,59.82,56.55,56.62
54.5,44.64,62.98,58.47,57.37,49,55.4,59.38,57.42,56.52,59.55,51.47,50.48,55.78,56.7,59.4,53.68,58.7,56.48,55.68
62.65,52.67,58,60.1,51.43,57.33,50.13,54.28,57.26,63.4,57.18,51.23,65.7,58.65,52.62,57.6,56.52,53.78,56.52,56.69
62.68,54.86,56.78,57.03,55.77,55.57,55.13,57.89,50.76,54.42,56.28,58.43,56.05,54.78,58.84,55.65,54.35,55.22,58.98,56.29
51.23,47.53,52.19,59.57,59.73,57.13,51.2,56.81,55.31,52.8,58.45,49.4,60.74,52.95,57.61,51.3,59.4,63.08,59.1,55.55
60.03,60.64,59.46,56.73,60.2,61.77,57.53,61.13,53.64,62.15,58.32,52.27,58.74,53.18,55.33,59.32,54.3,57.1,51.25,57.53
60.86,67.36,57.92,52.1,57.8,47.9,55.63,56.89,55.25,58.05,57.82,58.33,53.18,54.4,58.94,57.45,47.88,53.18,57.32,56.22
57.48,55.47,56.37,59.4,46.57,58.3,53.17,63.82,57.65,58.08,53.05,62.2,61.81,50.45,48.01,55.68,51.08,52.12,53.75,55.5
46.27,58.08,62.63,58.3,51.6,56.9,55.37,51.16,58.43,63.95,59.72,55,51.99,58.68,57.07,51.42,60.28,54.15,48.78,55.78
53.93,62.17,55.12,52.93,51.77,58.77,61.63,54.55,52.95,54.6,54.3,55.03,61.08,55.05,55.94,57.78,58.75,54.58,59.1,56.32
58.05,58.19,53.52,52.53,65.43,61.83,62.77,55.72,62.68,49.68,51.1,63.03,62.9,48.55,54.54,61.25,48.28,57.05,66.6,57.56
61.55,62.25,48.38,64.77,58.3,52.3,52.87,57.45,63.63,55.45,55.85,56.3,58.52,57.18,51.25,57.55,58.55,54.8,57.25,57.06
51.04,52.75,58.19,57.33,55.47,51.43,57.87,53.88,61.25,60.08,53.48,54.17,50.39,55.5,60.68,51.55,54.32,62.2,56.85,55.71
58.13,46.83,58.7,61.73,54.57,57.77,60.2,56.37,59.71,52.4,57.7,57.47,60.61,59.58,60.02,60.35,54.18,51.68,60.85,57.31
69.45,59.36,58.51,49.17,57.13,59.23,53.87,60.93,60.08,55.92,56.6,58.47,55.35,57.95,60.67,54.58,52.7,57.52,53.25,57.41
57.05,56.14,56.91,57.37,53.93,56.07,54.37,53.6,61.02,52.05,59.1,54.7,54.46,59.1,53.4,53.98,56.25,57.58,51.8,55.73
52.09,61.75,54.13,58.4,59.77,55.47,54.87,62.62,62.03,49.62,58.18,57.23,60.76,47.38,56.68,56.98,59.28,55.7,53.78,56.67
59.23,54.36,53.29,60.1,57.8,60.2,52.27,50.42,55.73,49.48,60.02,54.33,58.66,62.35,56.06,53.22,48.68,57.88,57.52,55.87
53.95,45.86,57.09,57.37,55.9,56.3,55.1,51.97,57.55,62.88,55.1,62.83,52.47,52.68,54.64,65.12,54.25,58.55,60.95,56.35
60.68,49.39,53.31,51.93,57.37,51.53,57.83,55.8,62.42,56.9,47.85,57.5,59.84,46.62,50.98,50.2,53.85,62.02,56.98,54.89
60.15,65.14,52.37,50.7,58.03,57.93,56.67,53.08,52.48,48.1,59.72,56.33,48.33,55.2,49.23,57.18,53.7,61.35,48.52,54.96
58.2,52.44,56.35,53.13,56.27,53.1,55.4,58.62,52.5,50.95,47.5,56.07,50.68,53.5,52.77,55.78,54.48,57.68,63.45,54.68
53.38,57.08,60.09,54.77,64.33,55.27,58.83,56.25,59.84,56.52,52.05,61.13,54.78,61.32,53.53,57.25,56.3,48.2,57.1,56.74
56.1,54.03,57.43,51.7,56.6,51.33,55.4,61.78,60.77,66.28,61.8,53.13,58.37,55.48,61.92,54.28,57.78,55.35,53.3,56.99
61.45,62.08,56.12,48.97,62.03,61.2,52.4,57.65,57.81,52.58,57.2,67.93,49.72,58.38,64.35,55.82,57.3,53.95,55.65,57.51
56.72,56.97,51.03,60.03,58.17,43.87,56.7,54.44,52.31,60.35,48.55,55.53,51.42,52.42,58.28,47.8,56.1,55.58,57.25,54.4
64.09,55.53,49.58,54.23,54.53,64.77,52.67,57.92,55.55,60.02,59.12,51.33,56.41,54.42,57.91,56.65,51.15,53.45,48.55,55.68
66.24,54.36,54.09,58.07,55,63.77,57,58.62,59.32,51.78,56.48,60.67,54.87,57.45,57.22,51.2,55.32,53.25,49.78,56.55
56.41,50.64,57.87,49.53,64,56.13,64.1,54.76,49.47,53.35,56.25,63.37,55.15,61.38,55.41,59.82,56.2,57.22,54.9,56.63
59.94,55.61,56.06,48.03,51.7,51.4,57.53,58.57,55.46,53.3,52.28,57.87,55.25,57.72,58.42,54.92,59.78,54.72,56.22,55.52
59.69,58.5,55.02,62.07,57.87,47.9,63.43,59.28,58.72,59.22,60.22,59.6,53.59,57.95,68.11,58.7,55.52,58.85,57.38,58.51
59.28,53.75,60.71,55.83,60,51.2,52.33,58.8,56.21,53.8,60.18,55.4,56.37,56.75,54.5,52.8,48.2,53.65,54.22,55.47
53.91,51.81,59.22,67.3,57.47,56.5,56.03,57.98,62.61,55.88,55.72,55.2,48.58,51.65,60.56,52.5,58.38,57.48,57.48,56.64
58.19,70.47,62.94,61.2,50.4,62.3,50.13,55.4,54.82,52.35,60.85,51.77,59.5,57.98,59.99,58.38,59.95,57.2,54.4,57.8
43.75,53.86,58.74,60.9,51.17,55.13,53.23,60.55,55.5,50.28,60.25,61.47,53.03,54.22,56.91,62,56.55,58.38,56.2,55.9
62.09,55.22,57.45,55.07,58.23,58.7,44.97,49.28,54.34,53.32,58.58,57.37,58.16,52.28,52.68,49.32,58.35,56.6,50.1,54.85
54.07,51.22,56.22,52.13,53.23,54.67,58.83,57.56,56.47,57.7,56.8,56.27,52.82,56.88,59.08,50.45,65.47,50,57.78,55.67
55.9,60.94,61.82,60.07,63.77,59.27,56.47,50.95,54.59,58,61.4,56.4,62.24,60.75,56.34,54.7,58.68,58.7,56.5,58.29
58.45,65.72,58.06,59.97,56,61.03,60.9,53.72,51.25,49.98,57.42,64.4,50.66,58.25,56.47,58.65,55.35,56.85,62.3,57.65
61.86,42.75,61.78,57.87,48,58.53,56.13,58.06,60.89,55.4,56.45,51.43,53.63,48.3,51.62,49.72,47.9,57.3,57.42,54.48
50.27,64.14,62.64,57.9,55.93,49.67,58.53,51.58,52.58,57.35,57.18,51.8,61.93,60.88,43.49,53.68,53.25,59.18,55.35,55.65
59.69,54.5,64.58,54.97,60.73,58.2,51,59.14,53.28,50.6,61.72,54.23,51.42,52.9,47.24,58.4,61.3,53.68,54.3,55.89
44.38,57.92,55.19,55.03,60.4,62.73,55.97,51.31,56.52,56.7,56.88,60.37,55.46,50.72,51.14,44.62,56.35,55.42,57.78,54.99
61.76,66.97,47.68,62.4,55.27,59.67,57.53,52.44,58.8,56.85,54.78,56.7,56.91,53.7,60.34,58.62,56.55,54.92,57.08,57.31
57.44,68.56,58.02,52.3,53.53,54.4,55.93,53.6,51.51,57.48,55.5,59.77,59.32,54.28,56.67,54.95,56.42,59.18,50.9,56.3
56.93,64.03,60.81,54.07,61.57,63.83,55.73,55.74,49.67,58.8,54.32,48.97,54.93,53.95,55.19,57.52,54.95,61.62,62.8,57.13
52.45,55.39,55.79,61.9,53.83,61.17,58.77,56.84,58.61,59.55,50.48,58,55.76,52.38,59.87,56.18,53.68,56.52,57.9,56.58
57.3,58.25,53.98,49.97,62.23,55.77,56.53,52.07,49.52,55.58,51.1,61.53,58.97,56.55,56.06,49.02,57.75,58.32,52.65,55.43
50.65,59.25,61.08,57.27,60.67,51.13,58.73,55.52,53.44,52.18,58.5,63.13,52.99,55.05,56.18,54.4,55.55,55.22,59.4,56.33
50.62,58.58,54.02,61.33,63.9,62.73,59.13,66.51,58.63,58.92,54.4,57.1,58.03,62.28,54.39,56.72,59.58,59.5,54.82,58.49
56.71,58.89,46.73,52,62.33,55.6,63.83,59.05,58.83,55.08,56.1,57.63,49.75,59.25,53.55,60.12,57.08,47.95,57.6,56.22
54.54,59.56,63,47.83,61.8,48.9,60.33,65.24,50.78,58.95,58.15,56.43,58.26,59.45,64.34,57.15,61.48,56.88,62.82,58.2
56.58,58.25,55.9,51.77,57.4,61.27,58.13,54.76,43.85,52.2,60.28,55.5,58.26,65.32,55.44,54.05,53.3,62.98,57.5,56.46
59.35,60.94,58.15,57.17,64.07,62.03,58.97,51.1,58.45,51.58,61.3,58.4,55.31,58.35,56.95,51.7,59.55,54.75,58.1,57.7
56.1,62.42,56.19,58,56.4,51.63,60.97,53.2,48.68,56.1,58.6,57.73,48.42,52.92,57.25,55.42,55.35,55.25,54.52,55.54
55.85,50.53,48.82,65.9,51.8,62.93,56.57,54.36,58.96,63.72,52.78,55.2,51.05,54.48,64.49,59.88,59.2,58.78,51.25,56.66
59.72,51.86,56.42,53.5,55.43,60.8,51.83,58.06,60.3,54.4,53.1,54.43,57.9,57.85,54.02,57,56.85,55.8,54.32,55.98
54.74,49.56,54.58,58.23,57.7,59.8,50.13,55.65,53.39,59.55,54.58,65.47,54.31,58.15,66.9,60.28,59.18,60.98,55.28,57.29
57.69,66.39,62.27,56.9,57.97,55.87,60.17,52.08,67.63,57.18,54.58,66.63,54.74,61.28,57.32,52.62,58.18,56.88,53.6,58.42
51.04,50.5,52.36,55.67,52.87,53.03,51.53,59.97,54.32,56.6,59.02,55.73,55.29,60.85,58.72,53.92,58.95,51.95,50.72,54.9
56.8,58.89,55.12,51.13,63.37,56.2,53.7,56.78,60.41,59.38,57.08,60.93,65.42,54.02,59.17,56.62,57.3,58.9,62.35,58.08
56.78,69.08,62.18,59.93,49.23,57.3,62.37,59.88,56.81,52.22,56.72,60.07,53.82,58.18,57.52,60.92,52.42,59.98,54.65,57.9
52.57,65.31,52.74,59.33,54.6,57.5,66.87,67.02,60.63,55.95,61.7,58.7,55.71,50.92,58.35,61.18,51.45,54.7,59.55,58.15
59.09,41.81,59.34,52.57,54.1,47.13,57.7,51.88,50.88,59.15,58.58,51.53,60.32,58.48,52.92,60.35,54.62,61.05,56.82,55.17
59.95,56.89,59.99,55.6,53.7,59.67,63.4,56.43,58.64,53.25,56.3,53.87,61.6,56.92,54.69,64.35,62.02,51.92,52.45,57.46
53.42,57.58,53.99,58.87,62.2,53.2,50.57,54.1,60.82,51.9,59.05,52.2,62.98,53.22,53.93,51.1,61.1,63.05,64.72,56.74
68.07,65.06,53.89,63.8,49.7,59.5,56.5,56.94,54.18,57.42,47.12,52.47,49.78,58.85,53.49,57.15,54.28,52,52.32,55.92
56.07,68.5,58.92,55.67,51.27,55.13,59.1,57.48,58.51,56.8,57.32,56.7,54.55,55.48,58.4,57.3,56.3,60.6,51.75,57.15
63.81,63.69,61.12,53.2,52.9,54.27,64.17,60.95,59.44,52.5,57.08,63.47,50.18,47.65,57.8,57.42,53.15,59.05,58.32,57.38
53.18,65.47,56.54,53.1,56.6,58.83,58.43,59.28,62.4,51.95,58.72,61.87,62.09,53.82,58.6,57.22,49.95,59.28,55.02,57.49
47.81,54.83,55.93,54.23,62.83,54.37,60.77,56.32,65.41,49.08,60.35,60.03,64.72,58.58,61.99,55.32,51.68,54.12,53.8,56.96
60.35,51.53,57.02,54.63,55.83,62.57,61.53,55.48,58.68,60.12,51.9,55.67,51.62,50.2,52.6,59.22,51,60.1,52.8,55.94
57.76,53.28,58.97,50.23,53.23,55.3,53.73,58.32,57.36,55.72,55.55,53.77,55.96,52.32,52.88,61.85,56.42,61.78,54.72,55.75
56.09,47.89,53.74,62.2,49.77,53.03,55.57,47.76,67.03,58.35,55.7,52.8,53.43,61.08,60.57,50.75,47.22,51.65,58.1,54.88
59.88,48.56,54.14,53.47,55.2,59.83,54.6,59.79,55.87,60.45,59.68,54.5,55.56,55.28,60.46,57.4,54.12,53.8,51.18,55.99
60.81,52.92,51.65,55.17,56.8,54.47,52.93,55.57,59.26,57.52,52.25,62.03,53.12,57.68,53.39,55.68,63.05,55.85,55.08,56.06
55.34,51.39,55.86,57.27,48.93,60.6,63.53,53.04,55.03,54.72,60.55,56.17,59.71,59.75,60.67,53.48,68.03,55.9,48.8,56.78
47.19,68.67,58.84,52.13,59.97,62.37,60.03,61.19,48.12,50.05,63.38,52.1,51.47,53.25,58.42,51.35,63.85,53.25,52.32,56.21
59.57,62.75,58.12,54.23,53.8,59.53,59.73,60.02,52.21,51.52,61.9,57.03,51.55,59.9,58,53.6,60.65,56.6,61.22,57.47
52.81,58.69,57.42,53.13,59.33,52.47,55.23,48.26,49.05,56.92,57.52,60.77,59.16,57.58,54.18,62.05,57.02,61.18,59.85,56.45
62.35,56.89,59.59,55.57,53.57,61.27,53.7,47.59,53,56.62,58.25,54.77,50.34,61.05,53.2,55.95,56.2,53.22,53.75,55.63
57.71,55.94,55.18,60.73,55.1,48,53.1,49.84,60.57,53.48,60.92,60.03,61.8,57.42,61.93,63.85,52.9,54.5,62.35,57.12
53.73,57.86,57.82,59.8,55.73,57.87,58.57,50.68,66.27,58.6,54.6,59.6,67.38,61.1,46.43,57.2,49.78,59.72,56.08,57.31
60.31,62.36,55.41,58.83,51.93,54.87,53.47,60.31,56.93,55.52,51.6,57.73,60.58,56.08,59.15,54.78,50.45,62.52,57.38,56.85
50.52,52.19,60.84,53.37,54.87,57.87,62.93,54.59,58.27,54.9,56.05,55.33,55.29,50.48,56.19,59.65,58.28,53.55,60.15,56.07
54.94,65.47,54.8,58.17,51.3,56.7,61.13,49.34,64.48,56.58,55.82,58.53,58.41,60.12,65.08,58.18,46.45,59.1,56.7,57.44
56.2,50.64,56.74,51.77,48.93,56.57,56.9,56.39,58.84,50.98,57.5,54.7,56.76,54.02,64.81,61.32,59.95,55.5,60.32,56.26
63.73,50.19,50.14,52.47,59.6,53.03,65.53,59.18,60.88,57.6,48.15,61.03,54.84,56.42,56.81,53.7,58.82,59.32,52.95,56.55
57.24,53.28,56.44,51.67,49.3,52.33,53.7,50.29,58.5,54.28,55.92,55.37,60.69,57.02,60.91,56.58,51.55,52.5,63.4,55.31
56.02,56.11,53.18,54.03,55.23,55.3,49.73,50.26,62.02,56.55,64.05,51.4,61.7,56.42,64.08,49.3,54.88,56.85,61.22,56.23
52.89,47.58,49.68,52.57,60.93,58.63,62.23,54.74,57.34,57.55,55.48,46.57,53.08,57.08,51.99,51.02,55.58,50.85,51.95,54.09
53.44,58.28,55.21,57.93,56.2,53.4,61.33,61.38,52.83,51.55,56.82,55.47,57.09,56.22,59.13,62.15,57.72,53,58.58,56.72
65.51,66.61,55.29,58.73,59.13,46.83,61.23,56.47,64.48,54.7,51.35,50.43,47.85,57.28,59.9,51.3,57.22,64.55,46.6,56.6
52.01,38.58,58.5,55.4,63.17,53,57.17,55.45,55.18,49.7,59.62,50.23,62.33,62.88,56.41,58.45,61.32,52.48,58.62,55.82
60.56,66.14,55.45,56.17,57.8,67.27,58.47,48.55,52.53,53.62,56.4,57.83,58.78,56.28,58.4,55.65,56.25,58.6,51.78,57.19
56.27,60.47,51.57,56.53,57.67,56.77,54.67,55.54,55.96,53.82,58,56.53,53.24,60.38,61,58.3,57.65,51.62,55.22,56.38
65.31,58.64,58.35,58.93,60.4,57.33,60.23,48.91,57.82,49,56.38,56.9,62.2,50.42,53.8,54.35,56.52,63.85,65.75,57.64
68.33,57.39,55.87,55.63,60.43,56.43,57.17,58.8,55.97,52.35,64.42,55.07,54.78,53.1,57.99,50.8,60.6,52.65,56.58,57.07
57.49,62.86,55.55,49.33,66.6,56.67,55.43,57.71,54.81,53.45,59.92,56.3,55.89,58.68,56.59,56.68,57.12,57.72,54.08,56.99
66.16,56.08,54.91,54.57,56.47,50.3,57.63,58.14,53.11,54.25,59,61.47,62.42,58.92,54.19,59.52,59.25,56.22,57.82,57.39
59.27,57.92,55.57,47.17,54.13,53.1,60.6,54.12,58.81,68.6,61.72,65.27,53.97,52.75,49.55,58.32,58.9,58.68,54.6,57
58.59,60.14,64.16,56.03,59,49.77,59.93,55.53,48.19,63.8,53.6,54.53,59.52,57.58,53.46,59.05,55.9,60.1,56.4,57.12
64.35,68.42,59.56,61.8,60.83,57.83,54.5,53.34,65.31,53.4,50.65,46.43,61.69,50.55,55.24,53.98,55.35,50.9,57.82,56.95
54.31,65.22,52.68,52.8,58.73,59.1,49.27,62.46,60.24,54.65,60.88,60.37,54.58,56.15,52.75,55.02,56.6,53.55,55.18,56.55
52.39,50.11,58.38,58.53,52.03,61.77,59.53,56.02,57.07,54,57.25,55.53,54.98,54.3,59.37,56.92,58.6,56.75,57.95,56.39
54.5,53.81,56.8,53.97,51.27,49.57,47.4,56.57,55.4,60.42,53.48,60.6,60.22,53.08,60,59.7,58.75,56,50.78,55.38
56.11,53.36,51.56,59.6,62.13,58.73,58.8,57.27,51.44,59.1,55.78,59,49.92,47.88,58.38,54.65,59.6,59.45,54.08,56.15
55.9,63.08,55.66,49.97,62.3,52.23,56.73,52.6,55.99,57.65,59.3,59.07,55.44,52.88,56.53,57.92,53,53.15,55.28,56.04
58.57,68.03,65.07,53.07,53.53,51.4,59.67,52.94,55.92,55.22,59.45,67.83,60.86,51.98,54.68,58.62,57.35,52.65,53.4,57.38
50.23,67.61,58.66,59.47,49.23,61.13,55.33,55.87,49.35,52.65,52.62,51.8,57.52,63.52,58.04,53.08,57.9,60.48,43.95,55.71
50.85,61.03,59.26,57.73,61.27,57,60.57,57.75,54.8,60.05,58.65,51.13,59.81,56.02,66.18,61.22,53.2,63.1,55.18,58.15
59.61,56.78,58.92,52.8,56.03,65.9,59.57,52.61,55.97,56.68,48.75,52.03,56.83,61.3,61.54,58.9,59.42,62,59.9,57.66
52.45,63.39,56.62,49.57,52.87,53.87,54.97,59.75,51.48,59.82,50,57.23,55.91,51.4,50.29,59.48,59.72,57.32,54.42,55.29
65.05,70.97,58.8,44.4,53.33,54.13,57.63,59.28,58.73,49.82,57.42,51.37,60.98,53.2,55.12,57.6,59.72,58.55,63.82,57.37
58.31,66.72,53.67,60.33,52.7,52.23,65.3,61.32,57.23,55.35,56.52,61.6,59.08,61.55,53.33,58.58,56,56.05,60.05,58.21
49.99,52.78,59.35,51.33,65.57,62.6,59.27,55.56,61.11,67.6,52.82,57.33,60.26,51.22,56,53.88,54.75,54.8,48.3,56.55
53.63,68.36,63.61,64.3,62.23,53.83,50.07,55.78,54.85,66.12,57.95,54.47,55.73,54.32,62.7,50.02,61,59.4,64.25,58.56
56.76,69.83,57.08,63,66.3,66.1,62.3,60.22,55.8,53.25,61.05,53.07,49.42,54.75,48.31,57.18,62.25,54.5,55.78,58.26
52.46,60.25,59.24,53.3,61.03,57.93,49.37,60.75,54.16,58.65,58.82,52.6,58.44,62.42,57.13,54.9,61.58,54.12,57.98,57.11
62.95,62.33,52.34,56.6,52.53,56.03,61.6,59.4,59.89,53.88,53.35,58.53,58.68,57.95,49.48,59.6,57.8,58.6,53.78,57.12
56.39,57.31,53.08,56.53,60.9,53.1,61.73,47.22,62.83,58.12,60.32,60.2,52.09,58.65,50.27,53.65,52.45,55.6,54.32,56.04
52.8,46.5,49.7,48.43,60.07,55.43,47.1,62.58,55.82,67.05,60.42,52.23,51.62,54.98,59.16,59.62,65.5,59.68,60.65,56.28
58.16,68.06,51.99,57.07,53.03,56.17,56.43,59.45,55.54,62,50.55,49.33,58.51,55.7,56.73,57.72,51.28,56.05,59.4,56.48
50.98,51.08,51.1,54.37,63.37,61.2,53.73,52.81,61.92,51.7,57.15,60.13,45.02,58.8,53.81,56.6,61.85,57.05,59.9,55.93
57.98,67.5,60.69,58.4,61.83,60.63,57.4,56.01,64.23,54.25,56.42,64,55.56,58.52,58.48,53.52,58.85,58,57.52,58.94
59.48,64.11,55.44,60.6,53.33,50.07,61.5,57.31,60.16,54.38,53.95,51,61.86,53.52,58.21,57.65,58.05,52.08,49.75,56.44
61.77,60.36,59.97,63.63,57.9,55.7,60.7,51.52,53.08,60.95,58.85,55.53,56.31,58.52,55.49,58.25,60.38,51.8,61.25,58
58.18,57,55.56,62.33,50.17,49.13,54.63,56.48,61.24,54.28,70.25,62.43,57.28,59.82,66.37,54.42,54,62.52,58.4,58.13
51.47,48.33,56.63,57.87,56.7,54.97,57.23,60.12,53.76,62.22,61.18,60.17,60.53,54.78,52.85,52.05,50.48,55.68,52.45,55.76
60.38,51.33,59.81,55.23,55.57,58.53,53.07,63.91,51.45,59.5,56.75,51.33,56.99,61.88,57.18,59.05,58.32,56.4,55.15,56.94
59.34,56.64,60.12,58.27,53.13,57.53,61.43,49.04,55.46,58.5,56.55,51.53,57.2,55.98,51.12,54.32,54.18,64.45,48.72,55.97
55.94,53.64,57.99,54.97,47.57,54.33,55.8,59.12,55.78,58.32,62.85,56.9,57.68,59.58,53.39,57.38,53.1,55.42,60.45,56.33
58.49,49.72,53,55.33,58.13,59.37,57.37,56.92,52.79,62.62,58.05,53.53,54.8,60.88,61.5,55.8,59.72,58.78,61.88,57.3
52.37,68.22,54.98,58.33,55.3,60.33,58.93,56.01,62.14,58.02,58.22,51.13,63.17,59.7,55.87,54.42,61.35,60.52,62,58.48
61.34,58.56,55.09,59.03,55.83,61.87,61.77,51.68,60.86,55.7,54.68,47.4,61.01,57.42,56.66,62.42,59.15,60.32,55.9,57.72
54.97,67.25,62.58,55.8,60.77,51.83,55.7,50.21,53.51,55.58,52.95,48.67,53.32,64.6,52.52,57.45,52.72,53,54.42,55.68
52.63,51.5,58.03,52.07,65.77,66.5,49.27,56.1,55.35,52.05,57.08,51.7,61.6,53,55.94,50.3,58.18,58.88,58.38,56.02
60.17,51.5,52.1,56.53,57.47,57.47,58.2,53.22,56.04,57.52,54.92,61.2,64.01,48.22,57.86,64.28,54.9,58.18,57.22,56.9
59.92,63.19,58.49,62.6,55.33,62.67,56.63,57.86,46.18,54.5,51.95,48,61.92,51.52,52.66,57.8,62.38,57.72,58.58,56.84
54.01,53.97,60.02,53.33,53.9,52.37,49.53,65,59.99,57.4,56.52,58.77,54.96,60.98,51.45,51.32,49.58,58.8,59.92,55.89
48.31,61.53,57.12,54.03,52.97,67.87,53.7,56.37,57.95,55.72,56.15,53.87,53.18,58.18,53.05,52.45,54.18,63.32,59.6,56.29
56.45,58.86,54.63,61.77,51.8,60.4,52.6,53.8,57.55,51.4,50.75,56.93,56.6,52.8,55.02,47.3,53.62,60.28,54.1,55.09
59.36,62.42,54.48,57.27,60.93,53.23,60.13,56.93,53.82,55.28,64.25,61.37,56.39,57.32,54.45,54.38,53.6,55.22,52.75,57.03
56.62,48.11,54.02,56.73,52.4,56.3,59.1,51.63,58.36,55.62,56.95,56.67,54.77,54.88,58.2,57.8,57.58,57.2,57.35,55.8
60.72,51.92,58.48,56.5,53,46.1,57.37,59.72,56.25,49.1,50.22,57.3,62.32,59.65,58.92,55.3,52,49.32,54.85,55.21
57.69,49.19,57.73,56.87,54.17,52.87,56.1,54.74,63.59,57.35,61.3,57.23,53.07,56.92,64.4,56.95,60.45,58.98,57.55,57.22
50.7,61.5,62.93,61,47.2,56.6,58.97,56.55,55.66,55.52,53.1,51.83,55.05,50.52,49.72,57.42,54.9,47.65,58.55,55.02
62.77,55.64,55.81,55.2,63.33,59.9,58.03,55.36,60.03,52.58,53.25,63.07,56.54,53.18,56.42,50.82,53.88,56.05,49.95,56.41
58.29,51.83,53.77,60.03,59.67,58.3,58.87,53.48,53.44,57.95,58.95,55.1,52.5,60.48,55.72,48.8,55.82,50.9,55.22,55.74
57.22,64.97,49.44,53.93,54,57.07,55.07,61.63,56.78,51.15,54.05,59.37,58.28,53.28,58.32,56.35,59.2,51.85,60.48,56.44
50.36,61.42,55.27,50.17,46.9,55.07,52.63,59.46,52.78,59.45,57.48,62.43,49.63,63.28,58.22,54.55,58.15,60,58.85,56.11
62.23,51.28,54.87,50.53,54.83,54.17,60.4,54.58,58.12,55.28,54,55.37,51.9,61.28,66.17,63.22,59.05,61,54.32,56.98
60.19,57.53,54.84,53,63.43,57.33,47.97,56.72,56.57,56.62,53.38,46.8,56.22,52.05,55.77,54.42,53.62,55.78,56.25,55.18
