ESU10000,SSU10000,CSU10000,GNT10000,CGS10000,GRC10000,ERM10000,AUD10000,POL10000,REG10000,ETI10000,CGV10000,IGV10000,CPI10000,ESRC_001
82,90.17,91.17,86.5,84.17,87.39,80.67,85.17,88.67,84.83,86.17,81.33,85.83,80.83,85.35
81.72,88,88.67,93.5,83.5,81.33,88,88.67,86,83.5,86.5,81.67,89.17,84.5,86.05
81.56,86.33,87.5,87.25,90.5,82.22,86.17,87.5,87.33,91.83,83.17,87.83,84,88.5,86.55
87.22,84.33,90.33,84.5,81.83,84.44,82.17,87,85.33,82.5,86.17,87,85.5,86.67,85.36
80.11,86.5,82.5,90,88,85.11,81.5,87,83.33,86.17,90.5,84.67,92,83.83,85.8
89.67,90.67,87.17,85.5,89.83,84.78,85.67,86,86.17,83.5,88.5,86.5,80.67,88.17,86.63
84.33,89,83.5,83.75,86.83,87.06,84.17,82,88.83,89,83.83,88,84.33,88.67,85.95
80.67,85.5,91.83,85.5,85,83.17,85.17,85.67,90.83,90.33,81.83,89.17,87.5,86.67,86.35
86.44,89,89,86.5,81.83,83.39,84.5,84.33,86,83.17,86.33,86,86.83,81.33,85.33
86.83,89.17,82.67,89.5,83.5,89.06,87,83.5,87.67,87.67,85.33,90.5,90,86.33,87.05
85.22,86.17,78.83,86.25,94.33,85.78,85,86.5,83.33,83.83,88.83,83.33,86,86.33,85.7
89.67,88.5,84.17,79.25,87.67,86.89,82.33,89.67,88.5,85.17,82.5,83.17,88.33,87.17,85.93
89.22,89.83,86.67,84.5,87,85.89,87.17,87.83,86.33,88.17,86.5,83.83,88.33,86,86.95
83.83,85.5,87.67,83,82.17,83.33,85.83,89,85.33,87.67,85.83,91.67,88.67,86.83,86.17
89.28,80.67,88.17,92.5,86,87.78,88.33,81.5,88.17,86.33,85.17,83.67,84.33,88.33,86.44
83.72,84.17,89.67,87.5,90.83,82,85.67,83,93.5,90.5,87.83,86.33,85.17,84.67,86.75
86.67,89.33,83.17,82.75,87,87.28,86.67,87.33,84.5,91.5,85.33,90.83,86.17,87.5,86.86
82.83,83,88.17,88,88.67,85.5,85.67,89.67,84.67,87.17,85.33,91,87.5,83.33,86.46
88.11,84.67,86.83,79.5,81.17,91.22,87.83,86,83.33,84.83,84.33,89.67,86.17,93,86.19
84.89,88.5,89,90.25,87,83.5,88,83.83,88.5,86.83,89.67,84.5,89.33,89.33,87.37
85.39,88.5,91.83,86.5,81.83,84.78,86.67,86.67,86.83,88,84.83,86.5,88.83,90.17,86.95
87.44,89.5,88.67,86,88.67,83.67,83.17,88,91.17,92.17,84.5,84.83,89.33,88.5,87.54
88.22,85.17,80.83,82.5,87.67,89.17,86.33,90.83,80.67,85.67,90.67,87.67,87,85.17,86.25
84.11,83.5,83.67,88.75,85.33,85.78,91.5,84.5,89.33,84.83,85.83,82.67,91.33,89,86.44
82.44,84.5,90.33,84.25,89.17,81.61,92.67,88.83,86.83,84,88,83.67,92,86.67,86.78
87.89,88,88.33,85,86,87.72,86.5,85.5,85.5,86.5,81.83,90.17,85,84.83,86.34
84.56,88,82.83,86.75,86.33,90.94,93.83,83,84.33,88.67,85.17,92.17,88.5,87,87.29
88.17,88,86.83,83.25,86.67,84.44,88.5,83.17,88.67,92.33,91,84.83,88.17,87.17,87.23
86.67,87.17,85.5,84.5,90.33,88.28,92.83,86,90.67,85.33,90.67,85,93.17,85,87.94
85,88.5,86.33,87.75,90.83,90.5,87.5,84.17,87.17,87,87.5,89.33,92.5,83.5,87.68
80.56,84.67,86.67,81.25,87.5,87.22,87.67,85.33,89,85.5,79.83,90.5,88.83,87.67,85.87
82.22,89.5,91.17,79.75,85.17,88.89,81.83,80.83,86,81.33,84.67,84,87.67,83.67,84.76
86.61,83.83,88,83,89.5,87.44,86.33,90.17,88.83,90,83.67,91,77.67,89.83,86.85
85.33,87.17,89.83,87.25,87.33,88.28,85.33,88.83,87.33,91.17,84.5,88.83,89.83,83.5,87.47
88.78,86.17,88.83,83.5,84,89.5,86.5,88.17,89.83,89.67,88.17,85.33,83.5,85.67,86.97
87.78,86.33,86.17,86,87.17,87.22,83.83,84.67,88,90,87.5,83.17,82,80.33,85.73
84.67,89.5,86.5,86,85.33,83.22,86.33,89.83,84.33,88.5,87.67,88.5,83.33,87.5,86.52
88,89.83,81.33,91.25,86.5,88.06,87.83,83.5,86,84.33,85.83,86.83,88,91.83,87.08
85.11,84.33,88.33,93.25,82,91.33,84.83,82.83,89.33,87.33,86,85.17,82,87.17,86.36
89.22,83.83,85.33,88.5,85,86.06,86.5,86.17,83,88,87.5,86.83,86.17,87.17,86.38
89.83,86.83,90.83,87.25,89.67,83.78,86.5,87,88,86.5,87.33,91.83,79.5,86.67,87.25
87.5,87.17,77.83,78.75,87.5,84.33,84.83,91,90,89.33,86.67,89.17,87.33,87.17,86.33
86.67,85.5,85.17,87.25,89.17,91.67,86.67,88.5,88.33,88.67,84.17,90.17,86.83,82.67,87.24
83,88.17,85.33,89.5,87,85.83,86.67,83.83,88.5,77.83,86.33,87.67,87.83,91,86.32
88.39,86,85,93,88.67,85.33,86.5,87.83,88.5,93,84.83,90.33,83.83,82,87.37
82.61,89.17,92.67,79.25,83.33,84.17,86.5,83.67,85.83,85.33,85.5,84.67,85,87.83,85.39
84.06,85.83,86.67,86.5,84,87.83,87.17,90.33,91.5,89,82.83,87.5,86,85.33,86.75
82.44,85.5,81.17,89.25,86.5,86.28,82,85.17,93.83,86.17,83.17,85.67,79.67,81.33,84.87
85.44,88,84.67,89,86.67,85.28,86,87.5,91,82,83.5,84.83,86.33,82.67,85.92
85.72,84.83,81.17,91,81.5,93.33,86,87.67,86.33,88.17,88.17,86.33,87.17,87.83,86.8
84.67,90.17,86,79.75,83.83,85.5,88,94.17,89.67,88.5,88,85.17,82.33,85,86.48
88.5,89.83,83.67,89.25,80.5,87.22,79.17,86.67,86.17,84.83,82.33,86.33,87.5,84.5,85.46
90.89,85.17,93.17,82.5,84.5,85.83,86.33,86.67,89.33,82.5,83.17,82.67,82,84.17,85.63
89.61,82.5,86.83,82.5,87,87.72,89,84.83,89.17,83.17,87.83,83.5,88,83.67,86.1
88.78,81,81,85.25,89.67,88.67,90,89.17,89.17,84.17,86.17,90.33,88.17,86.17,86.98
89.72,90,86.5,85,84.33,85.11,81.33,86.33,86,91.5,92.33,90.17,88.5,86.33,87.37
86.22,87.5,86.5,80.75,85.67,86.17,82.83,86.17,93.33,89.83,84.33,84,88.5,90.5,86.59
85.56,87,80.33,87.25,86.17,88.61,87.33,86.17,84.5,79.17,87.17,81.5,90.67,84.17,85.4
85.83,85,89.5,94,92.67,83.61,85.17,89.17,88.83,88.5,85.33,86.17,87.5,89.67,87.92
85.11,91.33,81.5,87.25,84.83,88.83,89.83,89,87.5,84.5,88.5,85.33,86.33,89.67,87.11
87.72,87.83,86.67,87.5,90.33,88.83,86.33,84,86.17,89,85,89.17,85,88,87.25
84.89,87,91.67,83,84.67,85.89,81.67,86.83,89,83.67,84,89.5,90.17,88.5,86.46
85,86,81.67,91.75,86.5,81.78,84.5,84.33,87,81.5,83.67,85.5,86.33,88,85.25
88.11,88.67,83,86.25,85.33,84,86.5,87,86.17,83.83,96.17,83.83,86.33,88.83,86.72
86.11,81.17,85.5,87.5,84.5,81.33,88.17,89.67,84,88.83,82.83,89.83,82.17,84.33,85.42
89.44,87.5,84.33,87.25,83.67,83.28,87.83,85.33,89,93.5,86.33,83.17,87.17,85.5,86.66
84.67,86.67,84,89.25,88,84.83,87.33,83.33,82.83,89.83,90.17,81,86.33,89,86.23
86.94,88,90.67,84.75,90.33,86.83,87,88.17,83.83,83.67,85,86.67,90.67,83.5,86.86
81.67,86.33,85.17,84.75,85.5,87.83,87,88.83,87,91.33,87.83,83.5,87.67,85.33,86.41
90.22,85.67,81.67,86.5,84.5,83.22,86.5,84.33,86,83.83,86.5,85.33,89.17,84.5,85.57
87,89,86.5,88.75,86.17,84.78,86.67,82.17,87.67,84.67,82.17,88.33,83.33,84.5,85.84
82.33,85,82.83,83.75,90.5,86.28,83.83,90,81,83.33,81.83,84.83,84.5,85,84.64
87.22,83.83,85.33,92.75,87.83,83.61,88.5,85.83,87.17,87,88.33,85,82.33,85.17,86.42
88.83,89.83,88.17,90.25,86.5,87.33,92.67,86.33,88.67,83.33,85,85.33,82.67,88.83,87.41
88.61,83.5,91,80.5,86.33,88.61,80.67,84.67,85,87.5,82.33,85.67,83.5,87.83,85.41
87.44,86.83,91.33,82.5,91.67,85.83,86,87.67,86,90.83,89.5,87.5,79.33,81.67,86.72
83.33,85.33,87,83.75,87.83,88.83,87,84.17,82.83,84.33,80.83,84.33,84.5,81.17,84.66
87.56,89.83,85.33,87.25,87.33,83.56,88.5,89.83,91.33,81.17,87,84.83,88.17,87.5,87.09
91.78,89.17,87.83,87.75,87.5,89.5,87.83,78,88.17,83.67,89,88.5,88.33,89.5,87.61
79.67,84.67,87.67,87.75,83.17,84.17,85.67,88.83,86.5,84.83,83.83,84,81,88,84.98
84.28,85.5,86,84.25,83,84.28,84.67,88.5,88.33,88.5,88.17,83.83,86.5,86,85.84
88.94,88.67,83.33,86,85.17,86.06,82.33,87.5,87.67,89.83,83.67,95.33,85.5,90.67,87.19
84.44,91.5,90.5,83.5,88.17,85.17,84.5,88,85.67,84.5,89.83,85.83,84.83,81,86.25
85.11,89.83,86,85.5,86.33,88.67,82.33,90.17,88.67,83,89.33,87.17,81.67,86,86.41
85.06,87,90.17,91.25,88,89.11,88.83,85.5,86.5,83.67,89.5,80.5,86.83,91.33,87.38
86.72,87.5,78.83,84,86.83,85.56,81.17,86,84.17,88,89.67,89.83,82.33,85,85.4
85.11,87.17,85,81,83.83,86.39,89.33,81.17,86,88.17,90.5,86.83,89.17,90.33,86.43
83.28,84,90.17,84.25,85.5,91.44,88,89.5,89.5,92,88.5,84.33,86.83,84.5,87.27
85.72,89.17,84.5,87.25,86.67,85.44,80.67,84.33,91.5,86.83,84.5,92,84,87.5,86.43
83.67,81.33,88.67,86.75,86.33,87.56,83.67,87.67,87.83,85,87.67,85.33,87.33,88,86.2
86.28,82.83,86.17,88.75,85,87.11,81.17,88.67,88.83,85,83.83,86.5,88.67,81.83,85.76
85.61,90.33,85.83,84.25,85.17,89.78,90.67,84.83,81.17,82.67,86.67,88.5,85.33,86.17,86.21
90.17,86.83,86.17,90.75,88.83,85,86.17,84.67,90.5,86,84.5,87.83,86.67,87.5,87.26
83.22,89.5,84.33,90,87,85.56,87.5,88.83,89,84.33,79.33,86.5,87.83,87,86.42
83.94,89.17,87.33,87.25,84.5,86.06,84.67,82.33,86.67,85.5,87.83,86,80.83,87.5,85.68
88.11,92,87.67,88.5,85.17,89.33,82.83,88.17,85.33,82.67,79.67,85.17,89.83,84.5,86.35
90.11,84.83,86.83,88,88.17,83.11,92,88.5,84.33,89.17,87.33,89.33,88,85.5,87.52
84.72,82.5,89.5,87,89.17,85.83,90.83,84.33,83.33,84.67,88.67,82.5,91.33,83.17,86.25
89.67,86.67,87.33,86.75,85.5,87.33,85.5,88.83,86.67,81.17,87,90.33,81.5,85,86.38
86.83,91.17,84.17,89.75,89.83,87.44,86.33,88.83,86.17,89.33,86.17,91.17,82.83,89.83,87.85
89.5,87.17,92,84.5,85.17,86.33,83.67,85.17,85.33,88.5,83.33,89.67,92.17,83,86.82
82.89,83.67,86,83.5,84.67,84.39,87.5,88.83,82.67,85.17,84.67,88.5,87.5,85,85.35
90.89,87.17,89,88.75,85.67,91.28,87.33,87.67,84.33,84.17,86.5,86.33,87.67,88.17,87.49
84.28,86.83,89.17,86,93.83,90.22,86.83,84.83,88.83,85.33,89.5,87.83,90.5,85.5,87.82
87.17,86.67,86.67,87,85.33,89.89,88.33,79.83,85.5,84,91,89.5,85.33,86.33,86.61
90.72,91.67,91.67,91.5,89.67,86.11,90.17,86.83,81,80.67,82.33,88.83,84.5,83.5,87.08
84.83,86.33,85.5,88.5,84.33,87.94,85.83,87.5,89.83,85,84.67,84.67,92.83,89.17,86.92
85.17,90.5,87.5,81,87.67,85.61,84.83,82.83,90.33,85.67,80.5,85.33,88.33,82.83,85.58
85.61,85,87.5,85.75,89,87.72,85.67,87.17,89.67,82.33,82.5,93,91.17,86.83,87.07
91.67,87,88.83,84.25,86.33,85.56,90.83,82.17,86,84.17,84.67,81.33,88.67,91.17,86.62
83.56,90.17,88.33,86,85.83,88.5,89.17,89.33,90.33,91.33,82.5,89,88.33,91,88.1
80.83,91.83,85.33,83.5,86,84.17,91,84.33,89.83,88.5,89.5,85.83,90,85.33,86.86
88.78,87.33,90.33,85.75,93.33,91.28,85.17,90,81.83,88.83,83.83,91.17,86.5,84.33,87.75
85.39,88.33,84.83,83.25,88.67,83.67,88.83,84.67,89.17,88.17,83.67,86.83,83.67,88.17,86.24
82.83,87,91.33,90,92.33,83.17,91.5,84.17,89.83,82.17,90.5,85,86.17,83.83,87.13
84.78,85,90.33,84.25,84,89.22,85.17,81.5,88,91.5,82,88.67,83.83,88,86.16
86.06,82,85,85.25,87.5,89.28,87.17,84.33,86.33,89.67,87.83,85.33,86.5,87,86.38
87.11,88.17,82.33,82.75,82.17,86.72,85.67,79,85.33,87.33,87.17,86,87,87.67,85.32
85.94,85.5,88.17,85.25,81,91.56,86.83,89,86.33,86.83,88.67,82.33,84.5,83.17,86.08
87.56,85.33,88.5,85.75,82.67,84.61,88.83,90.5,87.5,87.67,81,84.83,84.17,82.5,85.82
90.33,84.5,87.33,79.5,87.83,83.39,85.33,86.83,86.5,83.83,88.17,91.5,89.67,87.5,86.59
86.83,87.67,84.67,86.75,85.33,86.33,84,90.83,84.33,84.5,87,86.5,83.5,86.67,86.07
88.11,87.5,88,83.25,85.33,85.28,87.17,87.67,84,82.17,88.33,83.67,89.17,88,86.26
87.89,89.83,84.33,84.75,80.83,90.39,85.83,81.5,90.67,88,81,87.83,82.5,84,85.67
84.44,89.5,88,89,89,87.17,81.67,86.5,88.83,92.33,86.17,90.33,86,91.5,87.89
84.22,85.17,88.67,90.5,88.33,86.67,83.67,87.17,86.83,87.83,91.17,90.5,83.17,88,87.28
86.94,86.5,88,84.5,83.17,84.33,85.83,87.33,90.33,92.83,84.83,86.67,86.5,87.17,86.78
86.22,83,84.33,85,85.67,88.83,85,89.5,92.33,87.67,88.17,82.83,86.83,83.67,86.36
89.39,87.67,90.67,90.25,88,86.5,84.17,86.17,83.5,86.67,85.33,86.33,82.83,86,86.68
81.56,88.83,91.17,86,90.33,87.56,88.5,82.83,82.67,83,88.33,86.33,86.33,86.83,86.45
90.94,87.83,87,84.75,85.5,86.67,83.33,89.83,87.5,88.17,91.67,79,80.67,82,86.06
85.94,90.5,93,84.25,93,90.06,82.83,86.83,91.5,88.17,84.83,84.5,86.5,85.33,87.66
86,85.83,88.83,84,84,84.94,87.17,87.33,84.67,84.5,84.17,86.17,84.5,86.67,85.63
86.28,85.17,88.17,80.5,90.5,89.5,84.5,92,79.67,83,87.5,88.5,87,83.17,86.1
87.06,88,80.5,85.75,82,88.94,84.5,88.33,87.33,89.17,89.5,83.33,85.33,81.67,85.82
85,85,85.67,90.25,88.33,90.44,85.83,89.33,87.67,84.5,85.5,91.83,84.83,89.83,87.43
85.39,84.67,85.5,81.25,84.5,88.78,85.33,87.17,86,84,82.83,86.67,79.67,86.17,84.85
86.67,87,84.67,90.5,90.17,87.5,88.17,90.33,87.83,84.83,84,86.5,89.17,88,87.52
85.94,88.17,87.83,88,87.5,88.56,83.33,88.17,89.83,86.5,86,85.67,91,89.5,87.57
83.94,86.33,86.17,93,86.5,85,88.33,85.83,90,88.5,86,83.67,88.17,85,86.89
87.33,85.83,84.5,84,85.83,89.72,81.33,88,89.67,82.83,86.33,83.67,85.17,86.67,85.78
88.28,83.33,88,83,87.83,88.94,89.17,89,81.5,85.5,82.83,86.17,85.83,87.83,86.23
85.28,89.33,90.33,90.25,85.83,83.78,87.83,80,87.83,78,89.17,90.5,84.67,87.67,86.46
87.11,85.33,84.83,92,86.5,86.33,85.83,83.33,86.67,88.5,85.17,86.5,88.17,86.5,86.63
84.89,91.33,86,87.75,87.83,91.67,90.17,85.83,86.17,84.67,90.5,89.83,89.33,88,88.14
91.39,85.83,85.83,88.5,89,85.5,89,89.67,86.83,85.33,87.67,85.67,85.5,86.67,87.31
85.89,88.5,89.67,85.75,82.5,87.22,81.33,87.83,84.5,88,86.33,87.83,91,89.33,86.84
86.33,84.33,82.83,95.25,81.33,90.28,88.17,86.83,87.83,82.83,86.17,91.5,88.5,93,87.51
88.44,90.33,85.33,85,88,83.11,87.83,90.67,85.67,88.67,88.33,84,90.33,86.5,87.3
87.11,90.33,83.33,93,82.67,89.39,84.5,85.5,85.67,84.83,87.67,80.17,87.67,86.33,86.3
89.28,79.33,89.33,88,90.5,86.11,85.5,80.67,88,83.33,84.67,85.67,87.33,86.33,86
88.72,83.33,84.83,89.5,85,85.28,83.5,85,85.33,90.67,87.67,91.17,83.33,85,86.31
90.33,89,89.83,88.5,88,84.89,83.67,87.5,87.33,94.5,87.83,84.33,86.5,87.67,87.85
86.22,83.5,86.33,87.5,81.33,84.06,86.17,86.5,86.5,85.67,86.17,86.17,86.17,86,85.59
87.67,85,83.83,90.25,87,88,86.17,83.17,86.83,85.67,90,85,87.83,85.17,86.54
86,83.67,88.5,92.75,90.67,83.94,87,89.33,86.83,86.67,83.67,91.67,87.17,86,87.42
89.89,85,87,86,85.17,87.33,84.33,86.17,87.83,89.83,83.33,90.67,89.17,87.83,87.11
88.06,86.83,91.67,81.25,87,86.56,86,88.33,88.67,92.33,85.67,84.5,87.5,88,87.31
90.78,84.17,89.17,87,84.33,89.89,87.17,87.83,90,87.67,87.5,87.83,87.83,81.83,87.36
88,84.5,85.67,85.75,88.17,86.56,89.5,85,86.83,91.5,80.67,85.17,88.33,86.67,86.59
89.28,84.83,87,83.5,83.5,83.72,85.5,84.17,90.17,95,87.17,82.83,90.17,88,86.77
87.11,91.33,86,80.25,88.83,87.61,85,90.67,81.5,82,86.67,92.17,91.17,89.17,87.11
89.33,84.5,83.5,85.5,90.33,90.72,86.83,84.17,84.83,86.5,85.33,88.17,89.5,83.17,86.6
85.5,85.33,84.5,83.25,85.33,88.22,82.17,87.17,87,86.67,84.67,85.17,86,83.67,85.33
82.11,89.67,85,88,88,93.33,86,86.33,91.83,89.33,83.5,87.67,83.17,88,87.28
84,85.5,86,85.75,84.33,88.44,91.17,83.83,83.33,85.83,88.17,82.83,86.67,88.67,86.04
90,90,85.83,91.5,82.5,84.39,89.33,88.33,85,85.5,86.5,89.5,86.67,85.5,87.18
89.89,87.33,89,87,89.33,84.28,86.83,85,89.5,86.83,87.5,81.17,81.83,87,86.61
86.28,88.33,81.33,88.75,89.83,84.44,87,84,84.17,88.5,85,88.67,90.83,85.33,86.61
84.06,87,88.67,86.5,86.5,86.44,88.67,86.67,82.83,88.33,87.67,86.83,83,86.83,86.43
86.61,83.83,83.83,93.75,81.33,88.44,84.33,83.67,85.5,93.33,86,87.83,90.67,88.5,86.97
90.17,87.83,82,83.75,86.17,82.11,88.67,84.83,89.33,85.17,86.83,84.5,80.33,88,85.69
86.56,87.17,91.83,87.75,84.33,87.56,86.33,85.83,85,87.17,86,87.83,86.33,87.17,86.92
85.61,88.67,84,88.25,84.17,88.61,83.5,87.17,86,89.17,79.5,84.83,86.17,83.17,85.63
86.11,82.67,88.83,85.25,89.33,85.78,90.83,87.83,90,87.5,84.5,87.83,89.17,84,87.12
86.94,87.83,84.5,86.75,87.83,88.56,87.5,81.83,87.83,85.5,86.17,84.67,85.67,86,86.26
86.06,86.83,91,84.25,87.5,84.22,81.33,88.83,85.67,85.67,83.83,88.67,86.67,87.83,86.31
88.44,87,91.17,88.25,85.67,91.61,82.67,85.33,91.83,85.67,84.33,89.17,84.67,87.17,87.36
83.83,86.17,83.33,83,90.5,87.78,83.67,87.5,89,83.83,87.33,91.5,88.67,88.5,86.76
85.33,82.17,84.83,91.25,85.17,84.22,83,79.17,88.5,88.17,89.17,85.67,86.5,87.33,85.75
88.67,85,85.5,93.5,86.5,85,91.67,91.33,86.67,87.83,86.5,80.33,85.5,87,87.21
86.28,85.67,93.33,86.75,87.67,83.67,83.17,83.17,86.33,85.5,84.83,85,89.83,84.83,86.14
87.56,85.17,83.83,78.5,83.5,85.83,84.17,80.33,84,88.33,88.83,84.33,86.83,88.5,84.98
86.89,86.33,84.5,79.5,84,90.56,88.83,90,86.5,88.17,85.5,90.33,85.5,85.83,86.6
85.28,80.83,85.33,83.5,88.33,81.44,83.17,87.33,87.33,87.83,89.67,84.33,89.33,88.67,85.88
87.17,92,85.33,86,88.5,86.28,81.17,87.5,88.83,83.5,83.5,86.33,90.17,81.83,86.29
87.89,84.67,85.17,86.25,87.17,85.61,81.17,85,89.17,86.33,85.17,89.67,82.83,83.83,85.71
84.78,85.33,88.17,87.5,83.83,84.72,87,85.67,88.67,89.67,91.5,88.5,84,88.5,86.99
85.06,85.67,81.33,87,90.17,90.44,85.17,85.33,87.33,88.33,86.83,90,86.67,85.83,86.8
84.83,86.83,88,87,86.17,88.56,84.67,85.5,84.33,86.33,81.5,87,83.33,83.67,85.55
81.22,85,84.83,86.75,88.5,92.78,84.33,89.33,83.33,85.5,87.5,86.5,80.5,87.67,85.98
81.28,83,89.5,90,86.5,85.72,85.83,86,85,90,87.83,85.33,86.83,83.33,86.15
85.11,83.17,87,82.5,84.33,84.67,87,85,87.5,91,79.5,82,87.33,81,84.79
85.39,84,89.5,87.25,85.5,81,90.5,81.17,90.17,92,85.67,84.5,90.67,91.67,87.07
90.39,90.67,87,89.5,87.83,89.89,84.17,92.5,89.67,80.67,86.17,91,91.5,88.33,88.52
85.83,83.17,84.67,91.25,87.5,85.78,87.83,86.83,85.17,93.17,86.33,88.67,92.67,82.33,87.23
85.67,84.83,83.83,84.25,89,89.11,85.17,83,88.83,80.83,91,85.33,82.67,83.67,85.51
86.56,86,79.83,82.75,90.17,86.72,88.5,85.5,80.83,87.5,88.5,90.83,86.33,86.33,86.17
83.39,86.17,91.83,89.75,88.67,83.61,85.33,83.17,86.33,86.33,88,90.67,82.33,92.5,87.01
90.22,91.5,86,84,85.83,84.72,86.5,87,89,84.67,83.5,85.5,91,87.5,86.92
84.67,92.17,88.67,84.75,86.17,86.83,83.17,83,88.5,87.5,86.67,86,83.67,85,86.2
87.11,85,82.33,84.25,89.17,89.83,85.83,89.5,90.5,86.5,92.17,87.67,85.83,88.17,87.42
85.06,83,86,81.75,88.83,80.67,82.83,86.33,86.33,86.5,90.5,87,84.33,87.17,85.45
85.33,86.33,85.17,87.75,91.67,89.28,87.5,91.5,84.83,81.33,85.83,85.83,86.17,82,86.47
85.33,87.17,86.33,89.5,88.83,86.22,83.67,85.17,88,82,89.17,91.17,87,89.83,87.1
84.44,86.67,90,87,88.33,83.5,86.33,90.67,87.5,86.83,86.17,85.67,82.33,87.33,86.63
84.83,88.33,84.5,92,80.33,86.11,82.67,80.17,84.5,87.67,82.83,84.33,83.67,85.5,84.82
83.83,86.33,87.5,90,86.33,83.56,86.5,83,88.83,84.33,86.83,90.17,86.17,85,86.31
84,83.67,88.67,85.75,86.5,88.61,85,88,89.5,84.33,91.83,85.5,85.67,85.83,86.63
87.28,85.17,84.17,89.75,83.67,88.89,85.83,85.83,85.33,87.83,92.33,84.33,84.17,86.17,86.48
85.28,89.5,83.33,83.25,86.67,83.44,82.67,89.67,86.5,89.17,87.83,87.83,89.83,84.33,86.38
89.22,84.83,83,86.5,87.17,86.94,82.67,88.67,87.33,90.5,84.83,83,84.83,84.17,85.98
88.56,88.33,90.5,93.5,85.5,89.89,87,88,85.83,83.17,82.33,87,83.17,84.83,86.97
88.11,83.67,85.83,86.25,85.5,87.06,85.67,83,88,84.33,88.67,87.83,89.17,86,86.36
86,85.67,84.67,90.25,78.67,84.5,87,86.67,87.17,89.17,90,82.33,81.17,85.67,85.64
86,82.17,85.17,86.5,88.5,85.78,86.33,87.5,85,83.33,90.83,88.83,88,89.17,86.65
86.28,83,88.5,85.75,87,82.89,86.5,87,85.67,79.83,87.83,88,86.17,87.5,85.85
83.39,87.67,88.83,82.75,84.67,88.72,86,87,86.67,87.5,88.17,90.5,85.83,88.67,86.88
82.67,87.17,86,93.25,91.17,85.56,85.5,86.67,88,82,86.5,89.17,84.67,90,87.02
83.06,87.17,86.83,83.75,87,82.28,82,87.5,90.5,87.67,85.5,84.67,89.33,86.5,85.98
87.06,81.67,86.33,89.5,81.67,92.33,85.5,86.5,91,86.17,85.83,88,85.33,80.5,86.24
84.94,88.67,91.5,85.75,88.17,84.89,90.17,82.33,89.33,90,90.83,81.83,89,90.17,87.68
88.78,84,86.67,82.25,89.17,82.39,84.67,79.5,90.33,92,88,87.33,90.67,88.67,86.74
82.78,85.17,89.33,79.25,84.33,87.78,84.5,92.17,87.83,88.17,82.83,85,84,87.83,85.78
90.94,88.33,88.67,83.5,91.33,82.72,85.33,87,88.33,85.33,86,85.67,83.5,84.33,86.5
82.89,86,87.83,83,93.17,81.44,84,86.33,81.83,82.83,91,87.33,84.83,88.5,85.79
84.11,88.67,84.5,83,81.83,85.33,88.33,86.17,89.67,84,88.17,84.33,86.67,85.17,85.71
83.89,83.33,89.5,85.75,87.5,90.89,87.33,86.17,85.33,84.83,87.5,95.83,90,85.17,87.36
88.72,86.33,88.17,84.75,86,87.33,83.5,87.83,89.67,82.5,85,81.67,88.83,86,86.16
89.28,93.5,84.33,83.75,85.33,84.83,89,88.17,88,86.5,87.33,83.67,85.67,87.67,86.93
87.83,84.17,87.5,89.75,79.67,85.17,91.83,86.83,89.67,89.83,81.5,81.5,84.83,87.33,86.24
86.39,84.67,87.5,85.5,90,84.72,89,90,84.83,90.33,85.5,82.67,84.5,92,86.97
89.28,84.83,84.33,87,88.67,83.83,86.67,86.5,89.17,83.33,85.5,89.83,83.5,85.17,86.26
83.61,86,85.5,88.25,89.67,90.11,89.17,87.83,86.67,88.17,85.67,88,82.17,84.67,86.82
86.17,89.33,87.67,84.5,88.5,87.72,86.17,87.17,86.67,87,88.83,85.83,81,89,86.83
87.44,84.83,88.33,84,88,84.11,84.5,83,85.67,85,84.17,90,84.83,83.5,85.53
85.22,84,86,91.75,89.33,82.83,81.83,87.5,89,85.83,86.33,82,90,83.67,86.09
89.28,88.5,90.83,82.5,91.17,90,91,85.33,88.17,85,79.5,88,89.5,84.83,87.4
87.17,86.67,87,85,92.17,86.83,86.83,83.33,84.67,91.33,86.67,85.17,89.67,86.17,87.05
81.44,86,94.67,86.75,86.17,86.56,86.83,84.5,89.83,86.33,85.17,82.67,83.5,83,85.96
85.61,90.33,88.5,90.5,84,89.17,84.83,86.17,88.83,85.67,84.5,87.83,90.67,90.5,87.65
87,86.83,90.17,90.75,86.67,89.28,84.83,83,84.67,85.33,90.5,80.33,88.33,92.17,87.13
84.83,84.83,85.5,88.75,86.17,88.33,81.5,88.67,91.5,88.5,87.17,85.33,82.83,86.33,86.45
85.39,86.17,85.67,86,87.17,86.39,87.33,89,91.83,87.5,83.83,86,83.67,90.83,86.91
88.06,87.33,83.83,89.5,89.33,87.33,85.5,88,84,86.5,81,86.5,88.17,86.33,86.53
81.72,91.17,86.5,89.25,87.17,87,92,84.17,81.5,81.83,83.17,81.17,83.67,86.17,85.46
86.39,87,84.83,90.75,91,81.67,88.5,86.67,84.17,88.67,82.33,86.83,86.5,87.33,86.62
87.61,90.83,88,85.25,85,87.61,83.5,78.83,87.83,88.83,84.83,88.67,88.17,89.33,86.74
89.5,83.5,83.5,86.75,89.33,88.78,89.33,90.5,88.33,85.5,86.67,86,81.17,83.17,86.57
86.17,84.67,82.33,82.75,86.17,86.83,84.83,86,89.67,87.17,88.5,88.33,89.33,89.67,86.6
