CSR10000,CEM10000,ORH10000,CRM10000,ITM10000,CIM10000,CPM10000,QSL10000,BIM10000,BPR10000,BIH10000,BEV10000,CHG10000,CBC10000,RTN10000,CII10000,CCM10000,CSP10000,CFS10000,CUST_001
72.53,52.86,61.8,59.74,53.89,52.11,54.16,43.05,57.32,62.74,67.53,58.16,65.16,60.21,55.53,44.74,67.47,70.95,65.74,59.25
59.53,52.14,59.93,66.21,59.42,70.74,55.63,62.74,57.84,47.16,59.84,58.16,52.79,66.74,51.84,53.42,62.26,60.89,55.37,58.56
63.4,62.5,68.53,56.05,69,61.32,54.05,59.74,54.84,68.74,65.89,66.79,57.68,61.58,55.11,55.53,59.53,62.63,59.79,61.19
68.67,57.21,65.87,69.63,61.58,65.16,67.26,58.37,51.58,61.79,59.68,59.89,53.74,60.37,63.74,56.21,50,63.63,63.68,60.95
57.73,61.86,62.2,64.79,54.79,56.32,56.05,70.68,57.32,58.21,52.68,58.37,58.63,61.47,55.68,54,60.37,63.37,53,58.82
55.87,56.14,58.4,56.79,57.47,60.16,56.05,67.74,55.63,65.37,68.16,61.89,67.63,59.68,65.21,51.58,49.89,59,63.89,59.82
50.47,58.21,61.2,64.95,60.37,59.42,60.74,69.16,54.47,64.21,63.05,55.58,61,65.74,57.79,61.16,53.16,56.16,54.79,59.56
51.93,56.64,48.67,62.58,60.37,57.32,63.32,70.84,69.63,53,62.89,60.58,59.79,63.68,48.79,59.68,63.11,57.16,62,59.58
64.27,56.21,49.67,57.53,56.74,63,65.37,55.37,59.79,66.53,61.84,62.26,60.05,59.84,58.63,65.58,64.26,52.21,56.05,59.75
68.27,47.79,65.47,57,63.89,63.89,59.68,66.37,63.68,63.26,64.53,57.63,57.37,64.32,50.63,59.84,56.74,63.11,62.37,60.83
66.33,66,50.53,58.37,66.11,59.47,57.42,58.42,52.68,58.11,67.68,64,59.05,56.79,56,49.79,74.16,64.47,65.95,60.6
51.73,63.71,57.93,57.74,56.68,57.89,52.68,52.79,63.21,58.84,57.68,67,56.37,63.37,62.21,58.21,59.05,59.68,58.32,58.69
60.07,62.14,56,54.74,58,55.37,63,60.84,65.42,60.05,61.21,65.16,46.68,58.26,64.79,61,63.47,50.32,62.74,59.43
72.47,61.43,52.93,50.16,62.05,59.42,65.47,52.53,61.32,63.63,57.89,60.37,46.74,61.05,64.21,64.63,62.26,55.79,71.32,60.3
51.93,55.21,55.07,57.11,55.21,59.63,53.05,57.42,52.63,54.11,62.74,52.58,64.68,60.32,56.58,56.47,56.53,69.84,57.05,57.27
53.93,55.57,62.33,57.21,58.53,49.74,52.95,53.21,59.95,59.95,63.58,54.89,57.58,58.32,62.58,66.58,58.74,67.05,62.74,58.71
61.87,76.57,66.47,62.58,58.74,57.21,49.84,61.16,60.37,58.79,56.16,69.42,52.84,69.47,70.47,57.74,66.16,62.42,63.74,62.21
58.67,60.79,57.2,53.37,59.42,61.26,49.84,61.63,48.95,59.58,66.05,71.63,64.11,53.05,59.47,60.32,60.74,52.53,56.89,58.71
52.07,54.14,55.67,60.63,61.37,56.11,64.84,63.53,60.42,59.42,55.95,44.47,63.05,71.05,62.74,50.05,60.11,63.05,55.74,58.65
59.53,59.14,56.73,60.26,67.58,52.95,60.74,62.74,58.26,50.42,55.26,58.26,61.84,62.53,57.53,61.68,62.21,54.79,61.84,59.17
58.67,59.5,48.6,64.74,56.79,60.63,55.47,65.11,57.16,65.26,61,54.05,61,67.74,55.37,54.16,65.16,61.58,55.63,59.35
64.07,64.29,62.8,50.63,63.47,64.79,59.21,63.16,61.42,55.63,59.42,61.79,60.16,60.74,61.74,56.79,60.11,53.74,53.32,59.86
52.4,66.93,68.67,57.74,60.26,64.68,53.89,59.16,65.84,59.42,51.37,54.21,60.37,61.95,58.11,68.74,63.11,58.42,56.05,60.07
58.27,63.36,53.4,65.84,55.53,59.47,60.32,56.37,56.37,63.95,61.74,56.79,61.79,61.89,57.68,47.42,46.53,59.68,69.84,58.75
63,54.93,61.93,59.32,62.95,60.42,59.16,53.68,60.84,66.79,57.32,64.05,64,72.68,48.53,57.37,65.47,70.68,63.05,61.38
59.4,47.93,54.87,59.26,67.37,56.05,69.32,51.53,62.32,60.84,73.74,55.89,59.42,53.84,64.58,65.16,67.53,64.84,59.11,60.68
56.2,60.64,57.87,59.32,60,66.42,50.63,58.47,55.63,61.47,53.84,53.95,58.32,58.84,62.47,59.89,54.26,61.37,55.16,58.15
53.47,65.93,64.2,64.84,59.21,66.89,55.63,65.79,65.05,58.53,65.26,53.68,66.11,52.74,57.53,62.47,62.05,59.89,67.26,61.4
67.27,61.79,60.27,54.53,62.63,61.42,64.74,62.47,55.26,64.37,56.32,62.42,54.95,51,55.58,73.89,52.26,56.16,62.63,60
53.87,56,61.93,55.32,57.68,60.53,56.47,66.11,57.32,58.32,59.11,62.63,58.63,55.84,54.84,59.32,51.05,58.53,60.47,58.1
62.2,60.07,60.53,64.26,55.37,54.47,64.37,52,56.58,55.89,66.95,52.37,52.47,68.26,54.68,65.53,60.63,50,53.53,58.43
68.07,55.71,56.07,67.89,54.89,53.21,69.53,54.16,63.53,65.26,67.42,55.63,64.11,62.95,59.53,56.58,50.42,67.42,56.47,60.47
69.47,55.07,54.53,66.89,53.63,63.05,63.68,54.32,73,67.63,48.58,53.74,65.11,53.58,72.05,55.26,57.21,68.37,50.84,60.32
60.93,53.07,61.07,54.16,56.58,53.84,59.95,58.95,61.68,74.11,63,62.21,58.05,64.16,59,57.95,57.32,65.37,52.47,59.68
61.53,54.36,58.47,55.89,68.21,61.21,68.05,49.63,52.58,56.32,54.47,61.58,59.84,55.74,60.26,75.21,57.05,58.05,56.32,59.2
54.73,52.21,57.2,50.37,53.68,61.11,54.58,60.79,62.47,68.26,57.95,64.63,53.37,58.89,57.42,69.42,55.89,57.74,56.84,58.29
49.13,56.79,52.13,65.32,58.95,60.21,75.37,50.42,58.37,72.21,66.53,57.74,65.05,64.95,56.79,59.53,52.21,58.79,63.89,60.23
60.6,65.29,60,61.32,67.42,61.68,54.74,66.42,56.53,53.68,65.95,57.16,61.37,59.11,56.21,65.84,55.95,68.47,63.47,61.12
67.27,55.79,60.8,62.37,59.21,64.89,58.63,59.26,51.84,66.53,63.95,69.26,57.05,63.53,54.26,61.21,66.26,69,57,61.48
63.27,63.14,56.27,54.95,55.11,56.63,53.21,63.16,58.11,55.26,64.42,60.26,56.11,69.42,54.53,52.16,59.26,52.63,57.89,58.2
58,74.14,59.07,60.21,68.68,57.53,62.37,48,57.16,64.32,55.11,60.42,56.11,54.79,65.79,67.37,55.26,60,59.05,60.18
61.33,57.43,66.47,58.21,68.74,65.89,56.37,52.53,55.63,60.21,60.05,61,65.58,50.11,65.68,58.74,57.11,65.16,59.32,60.29
60.47,53.57,63.87,54.16,63.37,65.89,64.32,63.26,64.16,66.26,65.74,59.95,51.11,57.21,58.79,55.63,64.05,55.89,69.68,60.91
59.8,57.71,61.13,56.68,64.47,57.47,65,56.63,61.53,59.95,62.84,60.42,55.42,59.11,60.89,59.79,49.58,58.11,65.32,59.57
63.4,51.36,61.2,66.21,59.74,57.16,63.47,69.16,54.53,65.79,52.05,60.47,49.89,67.79,69.26,70.37,48.68,64.37,62.53,60.92
55.73,58.14,57.27,59.89,61.26,59.32,55.26,56.32,60.16,53.16,55.42,65,55.26,68.32,65,65.95,56.26,57.89,62.63,59.38
69.47,70.21,61.73,67.11,56.84,67.58,65.68,62.16,53.74,62.53,55.47,65.16,64.05,67.11,52.05,47.63,59.16,65.63,59.11,61.71
62.2,65,72.13,47.05,61.68,61.11,66.26,64.63,56.74,74,58.63,59.89,68.47,51.16,60,60.58,61.37,56.95,66.21,61.79
63.53,64.14,59.53,74.58,54.26,53.32,54.84,63.05,65.47,58.63,64.32,63.11,48.16,55.53,56.63,57.26,54.74,73.16,57.32,60.08
67.13,54.57,64.6,51.26,65.84,63.68,58.63,69.47,64.58,58.79,60.74,60.89,61.47,59.26,62.79,58.16,67.21,57.16,57.58,61.25
53.73,56.21,60.07,53.58,53.47,58.58,74.53,60.58,56.47,60.11,51,66.58,52.63,62.84,55.95,53.74,62.47,58.84,64.89,58.75
55.73,51.79,49.93,63.89,65.16,60.16,61.74,61.05,48.63,57.05,53.53,60.95,64,62.84,59.95,54.32,71.53,67.84,61.37,59.55
51,58.57,60.67,62.84,58.21,57.53,59.68,63.89,52.05,67.58,62.21,70.21,51.11,63.16,58.84,57.11,60.58,55.95,63.79,59.74
59.8,76.07,59.6,58.05,57.11,57.89,63.42,60.47,63.05,62.53,61.21,57.89,57.05,55.11,48.42,55.74,53.16,71.05,63.53,60.06
57.53,54.43,55,61.68,62.42,69.89,72.89,66.95,58.53,55.58,67.21,53.58,53.21,67.26,55.32,56.11,60.05,60.79,60.89,60.49
60.47,70.93,55.07,56.68,53.42,61.58,61.95,54.89,52,63.26,66.63,56.89,50.68,50.89,59.79,51.42,59.16,53.95,64.63,58.12
60.33,54.5,59.8,57.58,47.53,60.16,60.53,60.47,56.11,55.89,54.84,56.42,47.37,53.26,65.63,60.68,59.79,61.84,57.05,57.36
53.27,61.79,56.6,63.95,61.79,59.89,52.58,58.63,57,64.53,68.95,65.21,56.58,56.11,62.32,51.21,57.53,60.84,65.11,59.68
60.8,53.5,43.33,64.68,60.37,60.84,55.79,64.42,61.05,52.68,59.05,63.26,58.53,65,53.58,58.16,61.68,60.11,55.79,58.56
63.73,47.5,66.93,63.58,65.16,56.11,58,43.84,52.42,67.21,55.05,69.84,65.42,49.26,65.47,63.11,56,60,55.37,59.16
53.73,45.43,61.93,52.68,63.05,61.53,63.21,68.42,62.42,65.26,71.74,62.26,57.05,56.79,54.21,65.16,58.11,54.53,63.68,60.06
65.53,56.5,71,63.21,64.84,52.79,50.58,59.37,55.47,45.05,65.84,54.84,54.26,55.05,67.63,59.21,63.74,56.84,57.58,58.91
56.33,47.07,65.53,77.16,62.37,59.58,60.32,58.63,64.32,62.58,58.53,58.37,67.63,60.47,71.95,60.68,59.37,66.32,48.63,61.36
58.47,58.5,58.73,71.26,61.21,57.42,59.95,67.58,57.26,55.89,60.53,58.95,62.53,68.58,55.84,64.53,66.05,58.32,59.42,61.11
64.53,51.79,54.33,57.53,57.63,52.11,59.26,60.16,64.63,58.89,61.53,61,54.32,57.32,62.47,66.37,60.42,62.37,56.21,59.1
50,73.14,56.47,54.68,56.16,54.11,61.79,59.84,48.74,57.95,59.21,57.89,55.89,59.63,53,51.26,65.26,57.47,60,57.5
52.47,59.14,67.73,49.84,66.84,64.37,51.37,59,69.58,63,50,51.74,60.21,51.53,58.05,66.95,58.74,62.89,68.11,59.56
59.47,61.71,59.33,53.05,57.58,54.89,57.42,57.05,61,61.53,61.11,58.79,55,55,60.05,51.58,64.68,55.79,57.32,58.02
58.8,65.21,63.6,55.05,55.26,59.11,59.26,53.89,55.89,65.11,53.68,52,66.21,60.63,57.32,64.26,64.05,58.16,55.53,59.11
57.13,52.07,62.73,55.58,59.53,60.16,68.74,62.26,51.84,55.53,56.68,60.26,65.47,53.26,54.89,49.74,57.68,58.26,56.37,57.8
60.73,62.57,66.73,56.47,56,60.16,66.47,63.89,57.21,55.26,56.74,66.74,60.79,62.37,54.11,56.37,63,48.89,54.32,59.41
59.07,69.57,54.47,55.53,59.05,61.05,59.89,53.47,54.26,50.79,60.68,56.21,51.21,65.21,58.42,62.26,62.26,60.11,65.68,58.91
59.47,57.07,64.73,66.47,50.16,57.63,59.63,62.79,69.58,60.84,56.21,53.26,65,58.32,64.79,64.47,62.79,56.47,55.79,60.29
67.73,49,54.53,58.74,65.89,60.37,63.21,65.84,56.05,62.47,56.74,57.74,63.32,55.58,59.89,59.37,59.47,64.11,68,60.42
46.8,64.07,65.93,54.11,54.58,58.53,67.68,57.42,63.63,58.68,66.16,62.42,57.32,49.68,59,66.74,51.05,68.16,67.63,59.98
69.07,61.43,58.93,70.58,48.68,55.42,63.95,56.63,51.84,60.16,64.53,55.58,66.11,61.26,53.74,55.21,56.37,57.26,47.32,58.63
64.33,60.86,62.67,59.53,60.79,59.16,53.63,51.37,60.11,62.26,53.74,62.84,60.26,71.05,63.63,62.63,66.95,47.26,62.47,60.29
66.47,81.5,59.53,52.63,59.37,60.95,57.58,58.79,51.21,56,56.95,57.84,51.68,56.58,60.84,60.26,61.63,57.53,53.53,58.99
64.27,65.93,51.73,58.95,60.16,57.63,55.84,52,61.21,64.42,58.84,55.53,56.11,58.95,58.58,61.84,64.84,69.79,64.11,60.04
60.2,54.14,62.47,57.26,58.42,60.84,63.16,59.21,58.79,61.16,63.42,64.89,64.16,60.42,61.11,57.47,65,58,68.47,60.98
53.6,52.93,72,52.63,55.47,53.58,66.42,67.16,57.58,56.32,56.47,55.16,66.84,65.63,63.89,52.53,64.42,56.47,66.53,59.77
54,59.36,65.93,50.37,49.47,62.47,61.84,53.68,55.53,60.21,61.84,67,57.11,57.21,50.68,67.84,47.42,64.58,63.58,58.43
65.27,57.57,65.4,50.95,62.37,57.16,47.84,58.95,60.63,64.89,60.26,59.84,56.47,64.11,61.95,53.26,61.37,60.42,56.16,59.2
49.13,57.79,68.07,54.32,54,60.74,67.05,55.32,58.95,68.63,49.11,53.16,56.37,63.05,68.89,63.11,65.53,51.58,64.21,59.42
57.13,55.14,60.6,62.95,67.21,65.53,64.05,65,54.37,59.58,59.05,59.63,54,58.47,56.47,62.53,48.37,61.16,59.63,59.52
70.2,58.07,48.73,60,55.89,58.74,53.74,69.74,64.74,62.68,58.42,69.26,50.11,47.58,60.37,59.84,63.47,61.79,61.16,59.71
67.07,64.57,55.6,61.42,63.68,55.68,59.11,57.74,63.11,52.42,59.89,60.42,60.58,55.32,65.79,64.47,64.26,59.47,55.84,60.34
57.6,56.21,62.87,57.16,58.53,64.05,52.68,59.68,47.11,54.84,51.05,55.53,54.47,53.84,55.53,62.11,56.68,64.58,51.79,56.65
59.67,53.07,67.4,51.21,57.63,67.58,59.53,64.47,61.42,53.16,58.58,66.05,51.21,62.63,66.63,57.74,67.95,54.74,69.32,60.53
64.4,69.29,55.2,57.16,61.26,52.74,48,62.68,57.79,67.21,56.21,63.68,58.89,55.68,62.37,55.58,58.58,53.05,70.32,59.48
63.33,50,63.67,59.84,43.37,53.16,62.26,63.26,59.26,51.47,60.74,58.74,55.16,62.63,69.42,57.05,61.63,63.26,56.47,58.67
57.93,55.5,51.67,46.47,66.37,61.21,61.11,62.21,56.95,64.32,55.68,69.74,55.53,54.68,59.26,58.16,46.89,62.53,52.16,57.81
48.93,54.21,58.33,69.47,64.05,60.37,57.58,66,61.11,57.63,73.74,52.53,59.47,66.95,61.95,61.84,61.84,53.42,62.11,60.61
44,65.93,66.8,58.47,59.05,60.32,60.89,57.68,60.32,60.53,56.74,56.74,62.89,50.68,49.63,60.05,57.89,66.68,60.21,58.71
56.07,56,52,57.68,64.58,58.68,57.84,66.89,53.47,57.21,45.16,57.53,64.63,60.42,54.11,71,60.37,63.16,56.42,58.59
72.73,66.36,56.4,54.63,57.74,63,53.32,45.74,62,63.95,55.63,59,67.84,56,58.74,50.74,76.89,50.79,56.53,59.37
58,50.43,56.27,73.21,62.37,67.26,62.63,54.53,61.68,55.42,65.32,49.05,59.16,58.05,67.68,64.32,56.37,69.16,52.53,60.18
53.27,58.5,54.07,53.84,57,63.42,57.26,57.68,56.74,67.21,61.84,62.26,52.63,57.89,55.89,65.79,66.11,63.84,57.21,59.08
56,56.79,58.73,55.47,56.84,52.53,51.95,62.32,65.16,61.47,55.74,49,64.47,55.05,58.26,64.68,61.26,64.47,66.84,58.79
60.47,57.43,61.67,58.16,53.37,57.74,61.58,61.32,62.26,57.74,57.58,62.63,60.89,51.58,53.74,62.05,72.16,54.47,54.37,59.01
51.8,49.86,48.47,60.79,57,60.16,57.32,62.53,53.84,58.47,50.42,55.26,72.11,66.89,55.47,55.05,63.37,61.47,59.26,57.87
48.67,66.93,67.73,65.16,63.47,55.42,69.05,59.42,62.58,55.53,60.05,54.68,57.79,61.79,51.84,60.26,54.68,63.05,55.26,59.65
65.13,59.64,56.07,59.42,60.37,49.89,48.53,54.95,57.37,62.95,64.37,58.21,67.58,55.68,53.53,55.42,62.95,56.53,56.47,58.16
58.67,60.36,53.67,62,58.68,54.11,57.63,68.05,63.11,62.21,63.58,53.26,65.42,53.26,66.79,58.11,59.58,67.84,55.26,60.08
49.33,51.43,62.6,52.84,54.68,63.95,60.32,67.05,70.47,57.79,53.68,68.79,67.84,64.11,53.16,67.74,55.16,54.74,58.11,59.67
65.87,55.14,52.67,54.58,65.37,62.95,59.05,57.68,54,65.47,52.63,58.84,74,67.11,54.37,52.42,59.32,50.84,55.21,58.82
61.73,57.79,61,56.84,54,62.58,53.16,58.95,65.47,59.84,55.47,54.37,57.95,59.74,56.26,54.89,52.79,68.84,67.79,58.92
49.4,57.14,66.4,63.11,61.37,60.68,67.11,50.37,52,66.16,59.16,49.26,61.68,57.53,51.21,49.79,59.68,58.53,63,58.08
67.67,59.79,48.53,50.58,53.74,63.68,57.63,65.74,55.89,53.26,63.32,57.74,54.11,69.95,56.89,48.26,64.68,61.21,54.74,58.28
57.73,60.64,53.47,63.16,49.89,66.05,64.42,58.95,69.05,64.21,54.58,66.42,49.84,71.42,67,52.37,64.21,62.32,72.58,61.49
70.53,55.93,63,55.32,64.11,56.95,61.11,47.58,58.21,57.58,55.53,64.16,55.63,54.68,62.37,59.63,59.47,57.68,60.68,58.96
58.33,47.36,62.27,65.11,67.16,56.11,61.47,57.11,48.26,61.37,57,57.84,67.11,54.05,60.53,66.58,60.11,55.63,56.68,58.95
59.13,63,52.87,58.95,65.47,60.21,52.84,57.74,62,52.21,65.58,58.16,60.42,58.26,44,59.32,63.95,54.63,55.05,58.09
54.67,49,59,52.84,52.95,63.11,61.11,57.42,64.26,57.42,59.32,62.21,52.32,58.68,57.37,71.26,57.89,64.47,56.26,58.5
60.4,50.93,53.8,59.53,58.79,57,59.74,59.74,49.42,60.47,45,54.74,62.26,69.26,53,66,61.89,59.63,58.63,57.91
62.4,57,50.07,58.53,52.84,57.89,59.68,45.53,53,71.05,60.42,55.79,61.63,55.42,56.26,59.37,57.79,50.26,61.21,57.17
62.53,48.07,58.2,59.79,59.68,52.84,48.53,62.79,64.47,61,57.53,62.68,53,57.26,55.05,60.79,52.32,54.84,70.74,58.01
58.8,63.29,60,63.16,52.84,56.58,61.53,55.68,60.42,59.63,61.16,50.95,64,59.79,68.47,59.37,65.79,69.74,62.16,60.7
50.73,68.5,61.27,65.42,55.53,58.21,64.79,64.26,63.26,45.79,64.84,62.11,63.32,54.89,68.32,56.53,55.74,65.05,62.21,60.57
54.6,60.5,66,54.21,59.21,59.21,57.26,59.37,61.32,69.21,64.84,61.74,58.26,52.53,65.16,57.74,67.42,54.68,56.32,59.98
55.47,55.07,51.67,69.05,63.16,60.05,65.42,67.63,58.37,65.32,63.32,55.79,62,57.37,61.68,60.21,68.16,57.05,50,60.36
52.8,58.86,71.67,58.89,52.58,67.74,57.26,57.63,51.53,73.89,56.42,61.05,64.74,68.53,58.26,69.11,67.32,57.37,51.16,60.88
57.8,66.29,56.93,58.79,56.47,62.21,52.42,57.68,57.32,60.95,58.11,60.89,49.05,60.63,62.79,60.16,52.95,47.47,62.95,57.99
59.93,72.36,61.47,54.53,61.63,58.95,55.32,62.47,66.16,56.68,63.32,55.32,57.21,65.42,69.32,64.26,60.32,61.47,52.21,60.97
59.73,61,67.47,52.42,65.37,50.32,58.37,64.63,62.11,57.26,61.68,61,52.95,64.21,59.84,53.95,58.11,58.16,60.84,59.44
55.13,55.36,59,58.47,60.74,50.32,58.84,51.95,56.74,59.21,58.63,67.21,64.79,64.11,61.47,56.47,62.89,66.74,56.79,59.2
62.67,54.93,57.8,66.42,64.95,64.32,58.11,55,58.42,50.42,66.32,58.47,65.63,59.89,56.47,59.63,58.63,60.32,59.32,59.88
66.33,66.64,74.93,57.95,57.21,58.53,76.37,50.16,58.79,60.47,58.74,64.37,58.05,57.89,58.84,53.26,58.42,68.95,64.32,61.59
63.67,49.07,70.33,52.32,58.84,68.53,60,60.05,60,57.37,48.79,53.05,55.21,64.84,61.79,60.84,55.79,51.58,60.79,58.57
65.53,68.5,59.93,63.32,71.68,57.11,56.74,54,52.05,60.95,54.58,61.21,47.47,56.79,58,55.58,58.11,57.05,66.89,59.24
53.93,61.29,49.27,66,53.89,57.42,70.68,54.05,51,65.21,57.05,66.16,58.11,71.58,63.89,54.47,53.42,64.79,59.05,59.54
51.87,59.71,73.2,53.79,62.79,54.74,61.84,57.37,56.47,57.79,59.84,56.16,65.89,67.95,63.89,69.53,61.16,65.16,52.26,60.6
60.33,57.14,52.4,65,54.11,55.53,57.32,67.58,57.11,62.68,54.05,57.68,61.16,64.26,57.37,56.79,51.68,52.53,63.68,58.34
53.13,57.36,58.67,60.42,73.16,61.79,60.84,64.26,54.68,69,54.05,62.74,51.74,57.84,62,64.79,54.47,60.68,58.68,60.02
55.87,58.43,71.87,60,62.63,60.05,61.95,55.84,60.11,59.74,70.58,47.32,65.05,61.26,51.68,64.89,60.05,72.42,59.53,61.01
60.93,56.5,53.2,58.58,62.16,66.26,55.11,62.63,69.11,54.32,64.84,57.11,50.26,65.37,57.37,52,60.89,52.68,68.84,59.38
53,58.79,69.67,60.32,64.89,62.05,56.47,56.11,62.21,68.11,61.68,55.74,59.84,69.58,61.37,58.37,63.63,54.79,65.37,61.16
51.93,63.64,63.53,59.47,53.42,65.47,57.37,67.11,62.95,52.79,72,54.47,57.79,59.42,67.89,56.37,57.21,50.11,63.16,59.8
56.07,61.71,53,49.68,59.16,51.53,58.21,56.68,54.47,61.95,66.42,60.21,53.84,62.95,57.16,65.79,52.79,67.89,55.26,58.15
63.6,53.57,59.67,51.16,73,58.16,50.74,56.21,58.37,52.32,55.68,57.11,60.53,65.63,53.63,56.58,63.68,53.26,57.37,57.91
61,65.36,64.13,60.11,55.89,58.32,68.89,61.05,60.16,60.26,65.47,59.42,53.32,69.47,59.42,61.95,61.42,55.74,63.63,61.32
55.93,56.07,65.13,62.32,48.42,66.32,62.53,53.42,61.58,50.95,60.32,65.74,49.42,63.84,58.26,72.05,60.58,57.37,55.68,59.26
58.73,53.64,69,57.26,60.53,57.32,56.05,52.53,64.16,63.84,61.32,67.53,56.16,57.47,70,62.74,55.63,61.37,58,60.17
62.8,59.21,58.6,54.11,63.53,74,63.21,61.21,62.79,57.42,58.63,58.16,59.32,59.89,63.47,59.32,64.58,51.84,54.68,60.36
62.8,63.36,56.67,58.63,55.26,52.74,59.79,54.84,49.42,58.58,65.16,59.42,60.58,58.89,54.16,62.16,55.95,51.32,53.37,57.53
57.2,57.43,63.2,66.11,62.11,63.05,63.84,52.42,60.63,54.89,65.47,65.11,61.58,47.11,55.53,61.47,49.63,62.74,59.68,59.43
57.4,59,55.8,70.16,62.16,61.47,54.68,70.32,57.53,63.68,60.26,56.63,63.58,55.26,54.58,61.74,65.58,59.58,65.53,60.79
52.93,64.36,62.33,56.84,62,59.68,58.42,62.32,64.68,55.68,60.79,62.53,50.21,56.16,64.68,67.79,53.26,64.16,61.16,60
64.67,60.21,56.47,61.79,56,51.58,52.58,58.21,59.32,67.63,63.05,64.53,68.74,65.21,60.42,62.05,62.11,56.11,59.63,60.54
71.47,66.14,57.8,63.58,66.63,64.05,50.21,62.47,64.63,60.68,52.79,66.74,58.89,56.53,57.58,51.05,55.37,56.79,71.79,60.8
57.73,52.93,52.67,61.05,62.63,60.42,64.95,55.63,64.16,60.58,57.68,66.05,64,55.26,54.74,56.32,60.84,69.84,63.47,60.05
56.87,62.14,55.73,53.63,57.37,64.68,72.21,46.79,68.68,55.42,55,65.79,59.37,56.47,62.26,52.11,59.58,60.58,49.74,58.65
68.6,59.43,57.2,71.26,51,64.47,70.74,53.74,61.79,61.21,57.37,59.47,50.37,55.58,66.74,60.58,60.89,60.05,62.42,60.68
61.2,61.36,50.8,57.95,66.26,61.53,56.05,59.26,52.63,64.79,53.05,57.11,57.37,61.32,56.21,58.84,67,71.26,60.05,59.69
66.73,60,52.2,56.79,60.58,64.05,57.58,55.05,64.42,52.89,56.84,60.47,60.11,56.89,49.95,50.42,60.74,65.58,60.63,58.52
64.27,55.14,59.53,55.74,57.58,56.42,63.74,59.42,66.26,48.16,57.84,67.42,61.05,57.89,69.47,70.84,58.16,60.11,56.26,60.28
55.4,68,56.53,61.84,61.74,63.74,62.58,52.53,65.37,63.21,56.16,58.26,64.63,51.74,61.21,51.79,55.42,63,59.84,59.63
67.93,53.57,59.13,61,59.32,56.21,48.32,57.63,55.74,55.89,56.89,59.16,52.74,53.63,57.74,64.11,58.74,67.21,60.58,58.19
48.6,48.57,62,59.05,54.74,46.68,61.89,58.95,56.79,51.53,60.47,53.21,63.74,53.16,56.05,55.53,67.53,52.95,54.42,56.1
61.07,61.5,56.67,59.89,63.37,67.68,54.47,61.53,66.26,57.21,70.79,54.89,60.16,59.16,59.42,53.37,57.58,51.84,64.32,60.06
52.93,61,54.87,57.16,52.11,62.84,55.53,67.68,57.84,53.11,60.47,63.05,54.26,53.26,67.16,56.47,58.63,68.68,50.74,58.31
69.6,62,63.6,55.95,59.32,60.84,54,63.42,56.63,48.63,63.42,49.84,50.68,67.32,59.84,57.95,67.11,65.79,61.58,59.87
59.33,49.43,58.4,61.74,63.11,60.74,59.74,64.84,55.89,59.11,48.95,68,53.95,49.89,52.42,61.89,67.53,53.16,56,58.11
67.67,64.57,61.4,54.84,63.53,60.84,55.74,62.47,61.37,59.47,62.58,62.37,53.16,63.21,59.79,59.74,65.32,61.42,70.47,61.58
60.13,55.43,61.27,68.05,53.95,56.16,71.84,57.05,56.63,58.58,54.53,52.42,61.74,65.26,57.68,61.79,46.53,65.84,54.84,58.93
56.2,61.43,51.53,56.21,64.16,60.11,59.11,73.89,62.32,62.47,59.95,65.21,54.37,59.47,47.68,61.11,62.95,54.11,54,59.28
68.13,48.21,64.87,63.16,53.47,59.26,45.37,65.95,68.21,58.21,59.16,64,49.11,59.95,53.16,63.16,58.79,55.37,59.37,58.78
70.33,74.36,52.4,57.11,64.21,56.79,68.74,57.79,67.37,60.53,61.37,68.68,62.47,55.63,59.68,52.63,60,66.16,58.42,61.82
64.53,60.43,59.6,53.53,60.79,56.47,54.32,58.11,47.26,59.47,60.47,59.47,59.47,64.84,63.16,56.58,55.32,59.05,57.58,58.45
61.93,57.5,63.67,62.53,68.84,60.58,56.89,55.68,57.11,58.47,58.53,59.42,55.16,55.47,58.53,57.89,67.84,54.79,54,59.2
63.67,69.64,63.27,64.89,52.05,62.16,65.16,66.05,62.84,63.21,55.32,63.32,52.58,68.32,63.79,59.05,54.11,58.79,53.16,61.12
61.8,62.36,54.47,61.32,63.79,52.05,58.16,51.42,68.95,61.05,61.68,54.84,47.26,64.74,62.42,52.11,60.05,64.42,60.37,59.12
66.27,57.93,53.6,53.26,56.21,64.68,57.53,63.95,55.68,59.47,52.26,69.26,58.74,64.68,58.89,61.47,60.11,56.37,61.84,59.59
68.4,58,52.67,60.21,57.89,59.58,65.47,53.47,63.16,54.26,61.58,60.26,62.26,54.95,64.89,61.21,60.37,54.58,62.16,59.76
66.27,59,57.13,66.16,56.32,69.11,53.68,57.74,64.26,58.89,64.26,56.42,60.74,53.95,52.47,61.05,69.89,58.63,57.16,60.17
61.13,50.14,67.2,54.89,57.58,50.53,56.42,61.11,56.16,46.58,53.68,63.21,56.16,64.42,65.47,70.05,57.53,72.68,57,59.05
62.13,63.86,59.8,68.16,59.63,66.05,71.26,51.21,68.21,52.53,57.42,64.68,52.84,65.95,60.42,46.37,55.58,58.95,55.63,60.04
