LIN10000,API10000,BRP10000,FUL10000,ASI10000,APM10000,AII10000,INTG_001
59.25,68.33,68.6,67.6,62.0,50.0,62.86,62.66
60.0,59.24,67.4,76.7,72.5,70.9,62.76,67.07
67.62,67.67,60.9,63.4,68.1,68.8,65.57,66.01
61.62,69.67,56.5,59.5,64.7,68.4,61.81,63.17
59.0,65.67,63.2,64.4,64.6,62.6,58.67,62.59
73.25,62.48,69.1,60.2,52.8,75.6,64.86,65.47
71.88,58.71,59.2,68.8,63.7,63.6,70.67,65.22
73.38,59.62,58.5,71.8,68.3,63.3,61.14,65.15
47.88,65.0,56.5,60.0,69.4,71.2,68.48,62.64
55.75,58.24,65.9,75.4,66.1,59.9,67.52,64.12
68.62,61.0,75.0,61.9,58.2,60.5,59.81,63.58
71.5,75.14,59.5,62.9,60.0,58.8,61.19,64.15
66.12,49.95,48.2,56.1,66.3,69.0,63.81,59.93
60.12,63.43,69.4,62.1,72.6,57.6,63.95,64.17
72.75,61.1,58.8,59.5,58.9,73.2,68.1,64.62
65.5,66.81,59.2,63.9,57.7,61.3,62.67,62.44
47.88,64.95,61.0,58.4,72.8,65.5,69.81,62.91
55.88,71.57,60.9,58.5,57.8,60.2,56.43,60.18
67.12,63.1,54.3,66.6,65.3,53.9,66.43,62.39
60.5,57.43,55.3,68.4,69.8,71.0,58.1,62.93
65.88,62.33,67.8,67.4,52.9,55.3,63.9,62.22
59.12,57.81,67.7,72.6,63.3,62.0,62.48,63.57
66.88,72.9,68.2,70.4,67.8,66.9,63.67,68.11
56.25,59.29,76.1,68.2,63.6,63.4,64.81,64.52
66.5,68.38,58.2,59.3,62.9,62.5,63.33,63.02
71.88,62.71,69.4,59.2,73.1,63.5,68.48,66.9
65.0,70.1,64.7,50.8,60.0,59.1,65.19,62.13
63.25,64.19,66.4,72.1,67.9,65.9,66.57,66.62
69.62,75.05,60.4,57.2,63.9,70.9,61.05,65.45
65.5,67.76,57.0,66.1,51.7,62.9,61.19,61.74
51.88,67.14,64.7,68.4,75.9,64.0,58.81,64.4
65.75,67.1,66.2,53.1,69.2,75.5,65.38,66.03
71.38,68.48,65.0,73.4,59.9,55.2,64.1,65.35
57.38,62.48,67.9,71.1,61.2,64.6,62.9,63.94
57.12,70.05,58.1,60.4,61.3,73.4,65.9,63.75
67.62,57.86,63.3,68.9,58.9,63.5,61.62,63.1
65.12,65.76,63.1,60.2,52.4,55.1,70.19,61.7
70.38,57.0,72.8,52.3,68.7,67.6,69.24,65.43
60.38,64.05,64.4,55.7,67.8,67.6,66.05,63.71
70.5,62.38,63.9,63.4,59.9,70.2,62.62,64.7
59.75,62.71,81.1,66.3,61.3,79.1,63.14,67.63
64.88,56.52,71.0,55.6,59.4,56.3,61.14,60.69
65.12,64.57,72.4,75.1,55.4,74.0,59.71,66.62
65.0,64.24,64.7,60.8,63.0,63.1,55.95,62.4
59.12,65.62,75.7,66.6,55.3,61.3,59.67,63.33
62.62,69.95,55.1,69.0,57.6,53.5,64.43,61.74
50.12,66.05,54.2,58.8,66.6,70.9,59.14,60.83
54.0,65.57,71.2,68.3,61.3,73.4,65.14,65.56
62.12,58.14,68.5,64.6,63.2,68.7,63.38,64.09
73.25,61.0,59.7,59.3,68.5,58.4,65.48,63.66
61.88,54.05,74.2,67.9,69.9,72.0,68.52,66.92
58.62,60.62,66.5,65.3,52.5,62.4,51.19,59.59
68.75,63.67,62.4,56.7,72.6,55.1,67.95,63.88
82.0,65.38,64.7,66.6,49.5,68.7,66.05,66.13
68.0,60.95,56.3,68.9,67.6,82.6,61.67,66.57
67.38,66.81,61.9,65.6,62.7,52.3,65.86,63.22
75.88,73.71,56.8,59.1,62.9,52.8,72.76,64.85
68.62,64.1,65.8,61.1,69.2,74.5,70.1,67.63
60.38,66.62,61.0,58.9,62.7,65.0,63.95,62.65
62.62,58.52,74.5,55.5,55.8,56.8,62.19,60.85
62.12,59.71,65.2,65.9,61.8,68.7,61.14,63.51
68.0,62.52,65.2,68.3,72.1,62.4,70.1,66.95
73.75,49.1,67.1,61.3,66.6,63.4,63.86,63.59
70.5,63.38,73.0,63.6,64.4,70.4,61.19,66.64
56.75,65.95,63.0,74.0,67.1,67.9,70.48,66.45
51.38,62.71,67.9,69.9,62.9,64.9,60.67,62.91
69.38,58.33,72.6,65.0,58.8,57.2,63.95,63.61
55.62,67.05,74.1,62.6,65.3,68.1,65.71,65.5
68.88,64.52,64.1,69.2,53.8,61.8,61.14,63.35
71.88,69.9,60.5,68.1,62.0,59.9,71.9,66.31
61.38,65.29,61.2,63.4,68.0,61.2,67.29,63.96
54.0,68.29,67.7,69.6,64.8,70.6,61.52,65.22
59.5,59.38,63.0,59.6,66.3,67.9,63.05,62.68
66.75,60.38,66.5,63.3,58.7,64.6,64.71,63.56
47.0,68.38,72.0,63.5,64.0,61.2,68.19,63.47
53.5,65.33,67.2,58.7,75.0,57.3,62.0,62.72
55.5,63.24,58.9,72.0,60.2,66.0,59.9,62.25
49.12,67.38,65.4,62.3,63.5,64.5,61.95,62.02
67.38,69.71,61.5,69.3,59.2,58.2,65.9,64.46
71.12,60.62,68.9,72.5,64.5,61.7,65.33,66.38
59.5,71.29,70.6,71.6,55.1,59.5,62.0,64.23
56.62,57.62,62.4,67.9,61.5,64.4,61.0,61.63
56.5,55.95,69.6,60.3,70.0,73.7,59.14,63.6
68.12,67.1,61.3,68.1,71.0,55.1,64.29,65.0
67.25,60.33,56.8,74.7,63.7,63.5,61.33,63.95
53.88,60.33,57.7,68.2,66.1,60.2,67.1,61.93
51.62,65.52,78.1,72.0,59.0,72.4,69.14,66.83
79.88,55.95,65.7,61.8,69.7,68.1,68.62,67.11
70.38,67.14,70.3,66.0,63.6,71.0,65.86,67.75
62.88,67.9,65.1,71.6,55.3,68.3,71.14,66.03
70.25,60.05,67.0,61.4,58.9,67.0,63.71,64.04
63.62,61.48,57.9,50.9,64.3,72.7,63.29,62.03
65.88,62.9,68.5,55.0,67.8,71.8,61.9,64.83
66.75,63.38,67.0,70.3,67.1,63.5,66.67,66.39
63.0,57.1,69.2,63.3,76.7,72.3,70.43,67.43
68.88,65.95,66.5,67.9,58.6,62.0,66.05,65.12
55.38,68.95,67.4,82.0,54.2,53.2,63.14,63.47
62.5,71.48,75.1,59.4,74.3,65.6,66.67,67.86
67.25,61.52,62.2,52.6,63.7,61.0,61.76,61.43
61.75,58.57,63.4,70.4,58.2,56.6,67.57,62.36
61.25,60.14,69.8,64.8,65.1,77.8,64.48,66.2
58.12,71.19,59.7,61.2,64.7,65.7,56.14,62.39
67.62,62.24,61.9,64.1,56.8,65.6,63.19,63.06
65.0,63.19,62.8,70.8,57.7,66.3,60.38,63.74
68.62,64.95,68.1,61.4,61.8,70.4,58.24,64.79
58.0,63.57,79.0,60.5,62.5,55.0,65.19,63.39
81.5,56.33,69.2,66.3,65.2,60.4,63.67,66.09
61.12,62.05,60.7,57.8,75.4,70.9,60.0,64.0
73.25,66.14,70.0,66.4,63.5,61.1,60.43,65.83
59.62,62.76,72.8,67.0,66.3,68.4,65.0,65.98
71.88,59.81,68.2,65.4,69.7,61.6,60.0,65.23
64.38,63.38,56.7,60.6,68.1,62.6,57.76,61.93
62.88,67.0,63.8,55.2,66.0,58.4,66.33,62.8
55.88,66.43,49.9,74.3,64.9,66.6,61.81,62.83
64.88,62.1,75.6,59.4,78.8,61.0,65.05,66.69
57.5,63.81,57.6,57.9,51.9,62.7,62.0,59.06
57.38,58.14,60.7,55.2,60.8,69.8,63.86,60.84
56.25,66.24,69.3,65.0,77.0,62.4,67.62,66.26
75.5,71.62,64.1,64.4,65.2,58.5,66.81,66.59
50.62,69.57,73.9,63.7,70.0,57.6,64.81,64.32
70.38,64.43,61.9,60.8,65.5,59.1,54.81,62.42
56.62,63.57,69.6,71.5,62.9,60.4,67.57,64.6
55.38,62.71,67.6,66.1,62.0,64.4,62.57,62.97
67.25,64.29,72.0,70.4,47.9,57.0,69.24,64.01
71.88,55.76,69.9,55.5,69.1,58.7,61.38,63.17
59.0,64.76,52.8,65.9,68.8,65.2,59.52,62.28
66.0,67.95,75.8,68.1,60.5,62.6,56.24,65.31
64.75,63.62,61.3,55.7,75.5,60.6,70.33,64.54
64.62,67.29,66.3,65.6,70.1,67.4,59.1,65.77
58.38,63.14,77.2,54.2,63.4,71.8,60.29,64.06
63.88,61.33,67.1,67.2,53.6,58.9,65.48,62.5
57.12,69.0,64.8,69.7,61.8,63.6,61.9,63.99
75.62,59.76,53.1,66.2,63.7,62.5,63.05,63.42
51.12,59.33,72.1,56.5,73.9,57.4,70.33,62.96
74.25,69.48,71.4,61.4,61.2,63.8,65.29,66.69
76.5,73.52,65.2,58.9,62.4,63.8,54.9,65.03
61.75,66.71,56.7,72.0,54.5,55.7,58.95,60.9
50.62,61.29,61.8,71.4,64.8,57.9,66.95,62.11
71.12,65.52,78.9,62.2,55.5,67.5,63.95,66.39
55.88,63.05,67.0,78.1,53.6,58.6,62.67,62.7
55.25,60.9,66.9,62.4,63.7,62.5,60.76,61.77
65.62,60.67,56.2,55.4,68.7,62.9,63.0,61.78
61.0,63.38,58.0,59.8,56.6,68.1,63.24,61.45
59.12,61.05,67.9,55.0,64.2,52.6,63.81,60.53
68.62,59.95,64.7,57.1,59.7,65.9,70.19,63.74
67.0,65.62,62.2,65.2,58.7,67.2,58.76,63.53
78.5,64.38,58.1,69.6,67.9,67.2,68.86,67.79
67.62,62.86,64.2,57.7,68.4,65.9,63.86,64.36
65.88,69.67,71.3,63.0,64.6,67.0,63.24,66.38
63.25,63.71,60.1,59.4,63.1,60.0,63.29,61.84
74.12,61.48,60.8,66.6,72.4,66.4,65.29,66.73
69.0,57.76,59.1,58.3,69.1,53.9,62.71,61.41
54.62,67.33,52.9,74.3,69.0,62.4,58.9,62.78
69.38,56.38,62.1,62.8,74.6,79.2,67.48,67.42
62.75,61.05,68.5,56.4,46.0,53.8,64.29,58.97
70.62,61.81,68.3,64.5,57.9,58.6,58.14,62.84
61.5,59.62,62.1,71.5,69.2,64.8,66.05,64.97
64.5,63.38,57.5,69.3,63.2,63.0,62.86,63.39
72.62,67.62,58.8,66.1,63.3,58.9,59.57,63.85
57.88,59.43,63.2,66.4,57.5,67.4,65.38,62.45
57.25,64.67,68.7,73.8,60.5,71.7,68.62,66.46
73.12,69.29,73.3,60.2,66.7,68.9,70.24,68.82
64.25,61.9,61.2,64.3,65.8,68.0,59.52,63.57
66.5,60.52,70.2,66.1,61.7,59.6,64.38,64.14
62.0,73.05,55.6,73.0,51.6,51.2,63.05,61.36
63.88,62.0,44.4,65.1,59.1,66.7,65.95,61.02
61.62,59.76,66.0,61.2,77.3,61.7,67.48,65.01
85.25,67.24,72.7,67.9,71.9,63.9,58.71,69.66
67.5,62.1,61.5,72.8,63.4,70.1,70.43,66.83
54.12,64.67,74.4,77.2,67.4,64.9,63.33,66.57
60.88,62.0,61.2,75.4,65.5,66.5,68.29,65.68
50.38,64.29,54.9,59.6,64.8,69.8,64.1,61.12
60.0,65.38,66.4,56.1,49.7,60.8,65.62,60.57
64.0,60.43,70.7,60.6,71.7,58.3,63.33,64.15
65.12,60.43,61.9,61.8,64.1,59.5,69.81,63.24
64.75,63.0,52.9,70.1,61.4,62.6,70.95,63.67
74.88,61.1,71.5,66.4,66.9,54.8,63.81,65.63
66.62,68.24,58.3,73.3,57.1,61.1,63.0,63.95
64.12,61.57,53.1,66.3,72.7,65.5,72.29,65.08
66.38,64.0,67.5,58.4,59.2,68.0,65.67,64.16
69.12,64.9,76.5,62.4,62.8,64.2,64.48,66.34
67.62,62.1,68.2,75.6,63.3,55.7,70.95,66.21
74.25,64.0,66.1,59.2,59.7,60.4,63.43,63.87
69.5,68.86,65.0,70.8,61.8,62.6,62.62,65.88
72.5,60.0,63.0,62.4,57.6,59.4,58.95,61.98
65.5,57.67,58.8,65.4,64.5,61.6,61.62,62.16
59.5,68.0,61.8,59.1,62.0,70.2,64.76,63.62
70.25,67.81,64.4,70.9,70.3,62.1,56.52,66.04
82.38,64.43,67.3,69.1,64.3,77.6,69.1,70.6
59.5,62.71,65.5,65.5,59.8,64.1,71.05,64.02
59.75,60.86,55.6,59.5,66.7,57.7,66.86,60.99
66.88,61.19,55.7,64.0,56.3,58.9,57.52,60.07
60.62,65.52,54.8,63.9,62.6,73.9,62.62,63.42
74.12,66.76,69.0,64.5,63.9,55.7,62.0,65.14
67.38,56.38,70.0,65.6,67.5,62.5,66.05,65.06
57.62,70.81,64.1,67.2,77.7,54.1,61.86,64.77
64.25,65.38,63.0,72.6,78.4,54.8,66.48,66.42
69.62,64.14,68.1,61.3,76.4,73.9,64.81,68.33
71.25,63.81,64.4,62.4,66.7,55.8,75.71,65.72
71.0,65.95,67.9,61.6,71.4,73.7,67.48,68.43
70.88,51.52,65.6,63.0,58.6,64.4,67.14,63.02
69.0,62.86,67.8,62.5,63.0,67.3,66.0,65.49
58.88,67.43,74.3,71.9,46.7,54.8,71.62,63.66
66.88,61.9,55.0,58.4,59.7,72.8,60.1,62.11
68.12,72.9,66.5,52.3,61.9,55.0,60.9,62.52
68.0,67.52,60.4,71.2,59.4,59.5,57.57,63.37
69.75,58.1,76.4,58.4,62.8,65.1,68.14,65.53
70.62,60.1,65.3,73.8,55.6,62.4,67.24,65.01
67.62,61.81,71.7,59.8,62.6,68.0,58.05,64.23
74.12,61.9,74.5,67.8,57.1,56.7,65.76,65.41
67.5,72.86,69.6,75.5,54.0,62.0,66.0,66.78
73.12,59.38,62.1,62.5,61.9,61.6,68.24,64.12
67.25,58.71,59.0,64.6,66.5,79.4,65.76,65.89
76.75,63.67,71.7,69.8,50.8,52.6,69.1,64.92
63.75,65.29,67.7,55.4,54.3,63.3,70.19,62.85
70.5,66.1,51.6,54.5,51.2,66.8,68.9,61.37
63.38,66.19,66.2,63.7,64.0,68.1,66.33,65.41
75.75,68.62,61.4,58.7,68.9,63.4,60.38,65.31
78.12,62.43,68.1,62.9,55.4,63.1,64.14,64.89
40.12,61.52,67.2,64.0,62.2,66.1,60.81,60.28
55.88,69.24,58.7,52.8,71.9,75.2,75.29,65.57
72.12,69.95,61.1,71.5,64.5,63.8,58.86,65.98
69.62,64.81,59.6,67.7,64.1,57.3,67.57,64.39
59.12,63.24,64.7,52.2,56.0,64.8,60.29,60.05
68.25,63.71,55.6,54.0,61.4,63.3,58.29,60.65
44.38,61.14,62.8,64.3,63.6,65.8,54.38,59.49
57.62,63.71,64.5,63.1,57.8,67.0,65.14,62.7
68.38,58.43,58.6,66.1,72.4,74.0,66.76,66.38
69.88,61.38,59.8,53.0,69.6,54.2,62.67,61.5
58.75,60.05,48.5,56.7,65.2,83.8,72.76,63.68
53.75,63.67,65.6,59.2,53.8,68.0,67.05,61.58
59.5,69.05,64.3,60.6,74.8,66.4,69.1,66.25
66.88,60.57,54.6,53.7,62.7,63.0,56.33,59.68
60.5,63.52,60.6,66.4,69.5,62.5,64.38,63.91
59.88,66.48,64.6,65.9,72.2,68.5,64.19,65.96
55.5,57.05,72.7,63.1,68.1,69.4,54.52,62.91
63.12,68.05,58.8,81.8,74.7,63.2,68.1,68.25
58.62,58.33,71.1,69.2,66.2,55.2,64.1,63.25
50.25,62.0,59.3,61.3,54.8,64.7,67.95,60.04
58.5,63.95,64.3,60.1,61.2,74.1,73.14,65.04
60.12,61.38,67.6,76.5,71.8,66.0,65.24,66.95
64.88,73.0,62.5,63.7,66.4,58.0,62.29,64.39
58.5,63.43,61.2,61.2,62.5,67.4,63.48,62.53
69.62,58.19,63.9,61.3,57.4,54.1,60.05,60.65
63.75,60.57,75.2,55.4,66.1,57.8,61.9,62.96
66.75,65.52,75.2,62.4,56.6,69.1,63.52,65.59
67.5,63.95,70.8,68.4,65.8,68.5,64.57,67.07
66.75,65.43,65.0,66.6,59.1,64.2,64.19,64.47
73.25,59.71,69.3,74.7,64.0,61.1,69.76,67.4
65.75,68.0,69.4,57.9,68.2,64.4,61.76,65.06
65.62,62.71,57.2,66.7,55.3,67.2,58.86,61.94
62.88,63.1,65.3,64.8,63.5,69.2,63.76,64.65
76.5,68.71,64.0,63.7,63.7,59.9,59.67,65.17
68.25,60.67,63.7,63.5,70.8,73.8,55.14,65.12
62.12,65.29,68.3,65.4,60.6,66.1,70.43,65.46
57.25,61.38,71.4,60.3,70.8,59.5,62.43,63.29
67.88,60.14,69.3,79.9,66.0,58.5,68.86,67.23
66.88,68.1,68.0,62.7,65.8,64.8,61.62,65.41
68.75,53.67,71.6,63.4,59.3,59.4,71.29,63.91
59.75,67.29,65.4,56.7,71.9,58.7,70.24,64.28
60.12,59.05,71.5,58.7,67.0,66.6,63.1,63.72
76.25,56.19,69.3,67.2,63.5,64.8,60.29,65.36
79.75,59.67,56.5,64.7,69.4,73.4,57.05,65.78
65.38,68.71,60.4,57.1,64.1,48.0,61.29,60.71
61.5,74.62,61.5,70.6,62.7,53.3,62.71,63.85
72.12,64.57,61.0,57.9,53.6,62.8,57.62,61.37
76.75,64.71,58.9,69.4,67.8,65.7,62.14,66.49
64.88,66.24,64.4,63.7,67.8,56.3,59.1,63.2
68.25,57.38,59.2,61.7,63.5,65.8,63.43,62.75
65.88,54.52,62.6,61.6,67.5,67.1,65.1,63.47
67.38,67.14,65.7,64.4,59.5,65.8,60.33,64.32
76.62,67.38,53.8,67.6,66.1,54.3,59.57,63.63
67.5,60.38,66.2,62.1,67.9,61.4,67.95,64.78
65.0,63.67,67.4,60.1,77.0,58.2,58.81,64.31
76.25,60.14,69.3,74.6,70.3,61.7,70.67,68.99
63.5,67.05,67.9,62.5,64.3,68.0,58.43,64.53
72.5,64.48,65.8,59.9,61.5,53.3,62.33,62.83
71.88,68.76,52.3,62.8,72.6,59.9,70.52,65.54
60.75,62.57,71.6,67.3,63.0,73.3,66.81,66.48
55.38,69.9,66.9,56.3,66.4,65.1,70.67,64.38
60.75,72.57,68.9,60.3,67.7,58.2,68.67,65.3
57.25,64.24,56.4,62.5,62.8,65.9,58.1,61.03
74.12,67.33,61.2,66.6,59.1,66.6,63.52,65.5
56.5,65.62,73.3,64.7,58.6,57.2,62.1,62.57
77.12,66.71,63.3,59.1,81.8,68.3,54.33,67.24
60.75,64.95,61.0,68.5,74.7,61.4,64.62,65.13
63.25,64.1,64.8,70.9,64.6,54.3,65.76,63.96
73.5,73.95,61.0,54.7,72.3,66.6,61.38,66.2
79.5,68.86,70.4,57.2,67.8,68.4,59.62,67.4
59.0,62.57,66.6,72.8,68.8,58.6,62.29,64.38
60.5,64.95,67.6,70.0,64.7,61.1,60.0,64.12
64.12,64.24,58.1,64.5,79.3,64.7,65.57,65.79
62.12,62.57,56.9,58.8,63.9,67.6,71.86,63.39
52.88,62.71,58.9,66.0,62.7,59.8,69.62,61.8
58.5,63.19,64.4,59.0,70.9,68.6,67.33,64.56
67.0,63.0,64.5,61.1,75.6,61.0,61.86,64.87
58.5,72.52,62.9,60.0,71.1,57.5,68.29,64.4
64.5,62.62,55.3,73.1,63.9,65.7,71.48,65.23
72.88,60.86,61.4,64.0,64.8,57.5,66.19,63.95
67.12,68.19,63.7,58.6,58.9,68.5,65.1,64.3
73.12,60.9,57.6,57.0,66.8,67.5,60.24,63.31
60.5,63.95,62.3,67.5,73.0,59.8,62.29,64.19
65.12,64.14,56.4,64.3,69.4,72.7,69.0,65.87
56.0,62.62,68.2,57.0,76.6,59.4,68.76,64.08
54.12,68.24,60.6,54.2,75.5,52.8,58.43,60.56
58.62,63.14,58.1,55.3,58.9,70.9,56.67,60.23
64.38,70.43,67.0,67.8,63.2,61.5,59.81,64.87
51.12,58.95,53.7,58.2,55.7,53.6,67.43,56.96
55.38,64.95,56.7,63.5,62.6,64.1,60.9,61.16
55.75,59.71,69.2,62.7,72.0,57.0,65.48,63.12
62.0,62.76,60.3,73.9,56.9,56.0,69.81,63.1
65.25,64.0,82.7,72.1,61.9,65.3,64.1,67.91
74.88,67.19,67.0,57.2,68.9,74.6,63.81,67.65
56.5,74.76,61.3,64.8,62.6,64.0,62.0,63.71
61.0,65.95,62.8,61.6,74.8,82.2,56.95,66.47
61.5,62.24,55.9,62.0,68.0,55.8,63.24,61.24
70.88,60.67,57.4,61.9,62.8,60.1,72.14,63.7
75.25,70.19,69.9,63.6,58.3,65.0,64.29,66.65
46.5,54.62,62.7,68.1,72.1,68.2,61.1,61.9
64.12,58.43,70.8,54.6,59.4,68.3,74.71,64.34
65.88,69.14,64.5,63.5,61.6,64.9,60.81,64.33
51.25,66.95,60.2,65.0,65.0,65.5,65.1,62.71
67.5,62.71,79.9,73.4,73.0,47.5,59.29,66.19
64.62,61.71,50.8,60.8,70.0,63.0,62.33,61.9
60.88,66.95,59.1,71.1,57.8,59.2,60.57,62.23
77.0,61.48,66.4,76.3,63.3,76.4,60.71,68.8
64.88,57.43,69.2,52.4,67.3,68.3,64.05,63.36
59.0,57.81,75.0,60.8,62.3,54.0,61.86,61.54
59.62,67.81,65.4,55.3,60.9,65.7,61.1,62.26
71.25,66.52,57.6,65.2,60.7,61.3,64.57,63.88
81.25,63.1,70.3,62.9,60.0,63.0,62.0,66.08
67.75,63.38,65.3,64.5,62.3,54.7,64.86,63.26
50.75,58.43,66.0,62.6,53.6,62.5,63.67,59.65
57.75,64.29,63.3,61.1,72.9,69.4,64.19,64.7
58.38,67.52,56.9,69.8,64.4,61.1,68.52,63.8
65.0,63.81,71.8,72.1,67.2,59.7,66.1,66.53
80.5,61.1,61.3,65.5,60.3,68.8,66.71,66.32
63.25,71.1,66.8,70.2,61.3,67.9,64.81,66.48
57.12,65.24,69.9,69.3,64.1,63.7,65.24,64.94
62.62,64.38,64.2,71.6,53.5,55.4,67.76,62.78
70.38,60.14,57.7,74.0,61.4,66.1,64.0,64.82
70.5,55.71,71.2,54.1,64.3,75.0,70.19,65.86
49.62,63.38,53.8,62.1,66.2,65.6,60.05,60.11
62.5,60.38,70.7,64.0,55.5,53.0,61.95,61.15
67.38,62.76,63.6,67.2,78.1,57.5,62.05,65.51
62.88,65.67,73.6,69.9,69.1,63.5,69.71,67.77
69.88,57.81,60.2,67.0,57.7,69.1,63.48,63.59
65.75,60.33,66.7,62.0,61.2,60.2,57.14,61.9
72.25,61.43,73.9,65.0,69.2,67.9,61.1,67.25
58.88,69.14,71.2,53.8,60.7,65.4,64.19,63.33
56.62,63.81,70.9,69.2,67.7,67.0,60.24,65.07
59.88,62.52,69.0,75.3,70.5,57.9,65.43,65.79
62.75,64.14,69.5,65.6,52.9,56.9,67.0,62.68
58.5,62.0,67.1,75.1,62.5,50.0,60.52,62.25
68.0,58.9,80.0,66.9,59.3,61.5,70.19,66.4
60.62,63.81,71.7,70.5,70.4,49.6,65.43,64.58
60.75,62.52,68.0,59.9,66.7,64.8,63.14,63.69
67.75,61.1,63.3,65.4,54.1,62.3,68.48,63.2
47.88,63.0,52.5,62.8,69.4,66.7,63.24,60.79
67.38,67.67,66.3,70.2,51.3,68.7,57.1,64.09
70.25,53.76,60.9,65.1,61.2,65.8,57.43,62.06
57.88,58.57,67.4,62.9,67.2,57.2,67.95,62.73
60.25,61.86,59.3,62.5,63.4,56.4,67.0,61.53
67.5,60.86,64.7,62.6,56.8,75.8,56.76,63.57
60.38,64.81,68.7,68.2,72.2,71.7,65.81,67.4
71.75,63.62,62.0,66.4,71.7,68.7,67.52,67.38
68.25,68.67,58.2,61.8,60.9,61.9,59.95,62.81
62.0,58.71,62.9,67.5,58.6,50.9,59.57,60.03
55.62,61.0,71.2,56.1,58.2,54.3,57.76,59.17
52.12,58.67,57.8,66.4,68.5,76.7,70.14,64.33
69.75,65.33,60.8,61.8,63.2,68.5,63.57,64.71
54.0,65.33,63.1,65.1,60.3,62.1,62.1,61.72
71.75,64.9,71.6,58.6,69.8,61.2,63.14,65.86
61.12,58.86,61.6,60.9,58.8,63.7,66.0,61.57
67.88,61.1,79.0,59.3,77.5,68.6,66.57,68.56
61.0,66.14,71.0,62.6,69.0,69.2,64.38,66.19
63.5,67.14,65.7,69.0,58.3,75.3,62.24,65.88
62.0,63.33,62.9,58.2,58.2,60.8,60.24,60.81
63.75,70.43,65.4,63.9,66.8,64.1,70.95,66.48
54.12,62.9,46.1,65.3,71.1,73.7,69.95,63.31
70.5,61.71,56.8,67.5,67.9,58.1,65.81,64.05
65.38,62.9,71.6,55.1,62.0,60.8,58.1,62.27
62.5,67.1,76.3,53.6,61.3,76.4,63.38,65.8
73.88,60.52,71.1,64.6,62.0,52.4,57.67,63.17
66.25,59.33,66.5,64.6,60.7,55.4,56.86,61.38
69.38,68.1,64.7,64.5,58.7,61.7,67.62,64.96
53.88,60.29,68.5,75.3,61.3,77.5,68.24,66.43
70.88,62.57,61.3,59.2,65.2,64.3,55.43,62.7
71.12,59.33,58.1,54.4,65.4,69.4,56.19,61.99
63.75,53.0,68.8,57.9,71.2,65.3,69.9,64.26
59.0,62.95,52.3,60.1,65.5,68.4,67.76,62.29
72.12,62.43,51.0,68.5,77.5,59.2,65.43,65.17
66.25,63.95,64.8,59.4,64.1,81.6,63.29,66.2
61.38,56.76,60.2,57.1,71.5,66.6,55.33,61.27
67.5,66.24,70.3,58.1,65.7,51.4,68.1,63.9
72.25,62.43,66.9,69.5,65.2,67.7,66.48,67.21
52.38,70.1,47.9,64.5,53.5,66.9,66.48,60.25
72.12,69.05,59.1,49.7,46.6,59.3,54.81,58.67
78.0,71.52,71.6,77.8,66.7,58.6,62.81,69.58
70.62,59.14,72.6,64.9,53.6,65.1,57.1,63.29
52.88,70.43,66.9,65.6,62.1,70.5,66.62,65.0
64.38,64.43,53.8,62.6,66.9,58.7,64.48,62.18
69.25,64.81,64.5,73.2,65.7,66.8,63.24,66.79
69.5,62.86,55.6,67.8,51.9,64.3,70.48,63.2
66.12,67.95,64.5,57.2,60.7,61.0,61.52,62.71
66.38,63.48,65.9,66.5,65.4,70.0,68.9,66.65
72.12,62.67,67.7,55.7,51.0,61.4,64.62,62.17
58.25,60.14,50.7,63.1,62.3,66.3,68.9,61.39
67.25,67.0,66.1,60.1,71.4,76.1,62.9,67.26
65.88,67.57,64.0,72.5,67.3,65.2,67.19,67.09
65.38,69.14,62.4,70.9,74.2,54.8,61.0,65.4
62.12,69.76,55.3,77.3,69.4,62.3,63.29,65.64
68.88,70.81,72.7,56.2,76.7,71.2,63.24,68.53
69.38,59.33,62.8,56.9,59.7,67.6,67.76,63.35
65.38,60.14,73.0,63.4,73.5,62.9,61.71,65.72
56.88,65.62,61.9,67.9,65.8,65.6,66.67,64.34
58.62,61.57,65.0,73.0,68.3,55.3,59.43,63.03
75.12,63.43,51.2,62.3,59.9,51.9,64.86,61.24
68.0,63.9,60.5,66.6,63.4,64.8,63.52,64.39
51.12,62.81,61.7,64.1,73.8,66.2,59.14,62.7
69.62,71.86,64.0,68.5,67.7,56.1,64.86,66.09
54.5,63.52,54.9,71.9,61.6,63.9,62.33,61.81
61.25,59.24,62.0,78.4,68.2,60.2,64.33,64.8
63.25,59.9,64.5,67.0,70.1,60.8,72.43,65.43
58.25,75.71,58.7,73.5,70.2,69.7,66.19,67.46
65.5,63.29,61.9,81.0,60.5,63.8,65.95,65.99
63.75,65.71,64.7,59.1,75.6,65.7,73.1,66.81
69.75,65.62,65.5,79.0,64.8,64.0,70.95,68.52
54.88,68.38,66.1,61.9,62.2,71.4,64.05,64.13
73.88,63.86,63.2,68.0,63.9,73.1,64.86,67.26
62.75,60.19,72.5,62.0,64.2,60.4,71.86,64.84
73.25,67.95,66.9,57.4,61.6,55.3,57.52,62.85
56.0,63.86,55.3,68.8,56.3,65.9,65.0,61.59
66.25,63.76,60.0,59.0,83.5,69.1,57.48,65.58
67.75,61.95,66.0,80.4,63.7,60.7,62.1,66.09
67.75,61.24,67.9,69.3,68.2,72.2,67.95,67.79
