BGL10102,BGL10103,BGL10105,DAM10102,DAM10103,DAM10105,BTP10102,BTP10103,BAL10102,BAL10103,BAL10104,BCB10102,BCB10103,BLC10102,BLC10103
66,91,89,93,79,75,75,77,82,80,87,65,89,82,98
76,70,66,96,90,85,75,65,75,78,75,98,75,93,83
89,77,66,71,97,84,94,93,68,82,71,95,66,68,67
65,88,82,84,65,73,83,72,72,82,66,82,84,92,65
68,83,89,92,96,73,79,86,84,72,75,77,82,71,80
88,88,77,89,85,70,70,80,66,65,94,88,88,97,98
83,70,67,74,91,91,79,85,92,76,81,93,70,78,74
84,80,65,97,65,97,74,85,97,88,92,72,90,74,96
87,68,74,98,95,77,89,97,84,65,97,73,80,83,85
84,68,93,91,76,65,89,71,88,79,97,88,75,68,68
94,73,69,89,67,84,70,87,68,78,76,91,72,77,65
69,84,71,90,81,72,75,85,81,89,65,96,73,90,97
85,96,75,80,73,82,65,75,75,90,78,87,75,86,67
98,82,95,74,84,96,73,88,98,98,72,79,71,92,82
72,78,78,98,65,93,71,92,96,96,67,73,80,84,78
69,76,71,98,95,73,87,66,65,66,78,67,88,81,72
69,68,81,68,98,85,77,98,75,87,72,75,84,73,72
93,69,65,77,75,83,96,70,89,85,71,93,79,97,72
80,79,74,95,78,77,93,98,70,79,72,68,68,71,81
75,91,87,94,91,80,71,72,70,76,93,97,88,76,65
78,95,72,92,67,82,80,71,92,65,90,70,70,86,86
71,97,73,74,76,76,70,66,97,67,73,87,79,78,95
82,78,96,89,88,76,75,68,70,70,65,79,92,87,80
68,79,68,80,90,68,84,77,68,86,97,83,92,96,72
79,80,75,86,81,97,65,82,77,97,98,93,98,90,95
85,93,95,74,70,80,79,97,83,70,73,73,84,76,84
96,74,65,92,75,87,74,91,81,75,73,78,68,81,88
78,78,98,84,87,85,97,98,97,90,83,88,94,95,86
84,80,70,97,91,74,68,65,89,90,86,98,65,68,72
84,89,81,87,90,85,89,84,71,95,90,83,72,72,66
83,67,88,98,80,82,65,89,94,72,94,82,66,73,97
82,98,67,85,71,68,81,89,67,77,78,91,77,94,92
97,69,94,74,83,86,74,72,80,82,89,78,77,68,70
88,65,80,73,79,66,79,98,87,97,77,98,93,86,76
65,90,84,97,70,95,70,65,92,69,69,96,76,65,77
76,89,79,65,85,85,75,96,65,83,96,89,90,87,77
93,76,95,68,75,95,70,89,87,82,80,80,88,68,81
66,85,79,88,66,81,80,74,73,67,65,97,68,82,68
86,96,78,67,86,83,80,65,86,74,70,91,91,94,86
73,97,66,75,68,73,88,85,68,93,73,81,88,88,65
98,87,88,65,86,89,97,76,86,77,77,69,83,91,98
85,86,80,70,78,86,77,67,88,76,80,65,65,81,66
66,93,87,89,79,84,74,71,78,96,86,95,78,69,86
91,69,86,81,90,97,90,87,73,78,95,73,86,71,93
85,87,70,72,80,91,77,67,68,83,96,73,66,94,95
87,89,81,96,91,86,71,77,92,70,87,76,97,75,80
95,97,80,90,77,72,81,94,76,81,96,79,67,89,89
91,75,95,70,83,74,65,89,65,90,79,71,87,84,76
91,87,91,75,79,80,66,80,80,81,84,85,98,97,98
88,66,65,88,94,82,70,69,81,85,71,73,98,70,70
80,83,78,82,69,94,89,92,75,97,82,73,85,73,79
95,72,84,86,98,75,92,83,83,75,78,67,79,73,68
80,96,92,78,92,79,87,79,75,77,86,66,90,69,90
98,88,83,80,74,81,73,83,86,94,79,72,92,90,81
85,83,74,93,97,78,80,73,74,75,86,93,70,87,79
96,70,86,68,70,93,73,65,82,68,88,78,95,95,90
72,74,78,87,94,88,82,84,96,91,70,66,95,77,90
97,66,83,90,78,74,80,84,74,85,95,98,67,98,75
66,76,91,74,67,80,90,65,81,67,94,68,76,68,85
69,84,85,72,88,93,79,65,77,65,77,88,95,86,83
85,77,77,70,74,65,94,96,92,76,97,68,90,84,89
97,67,76,71,90,82,92,78,72,91,77,92,72,96,95
87,82,87,77,73,85,95,93,66,88,98,73,91,74,79
71,90,76,80,74,85,81,96,88,79,87,94,69,95,85
74,91,96,95,81,78,70,65,96,71,85,74,76,87,68
92,97,69,68,87,65,81,93,77,81,97,83,98,93,89
91,66,69,96,77,78,79,68,95,72,71,72,83,97,70
92,84,79,85,90,93,92,80,78,98,96,80,97,66,71
74,77,96,91,83,77,72,82,74,93,98,87,71,92,95
96,71,73,74,65,78,68,79,75,98,73,71,90,97,84
75,89,72,97,97,89,75,85,95,81,71,69,73,80,68
84,78,69,89,91,97,68,91,83,84,86,93,73,91,69
82,98,71,88,67,79,73,82,83,74,93,65,75,76,90
82,84,96,86,69,74,83,86,79,67,85,83,89,73,75
76,94,68,88,72,89,91,91,98,73,93,83,82,85,76
69,80,84,70,75,77,85,93,73,68,78,87,95,72,77
84,98,82,80,98,65,84,73,95,68,71,69,67,91,81
97,71,66,85,82,71,69,87,91,98,90,65,70,82,77
84,94,96,79,76,97,93,97,70,92,65,83,87,82,88
90,71,79,69,81,98,81,92,80,65,89,75,83,96,98
94,83,76,91,77,75,71,95,91,88,85,86,72,83,82
90,92,84,95,74,67,82,79,65,81,66,68,79,86,97
91,88,71,93,70,86,82,66,88,77,93,69,96,66,92
74,67,92,65,93,95,68,85,96,67,81,76,93,83,69
77,71,94,72,68,68,73,68,79,65,84,83,67,70,79
78,78,70,97,81,91,66,81,78,98,67,84,73,91,93
90,96,73,69,80,69,76,72,71,65,66,89,87,87,85
93,78,90,65,74,66,65,91,73,89,91,65,71,67,72
96,67,90,68,87,80,80,76,92,78,77,80,72,85,89
71,65,98,87,95,79,74,84,94,75,71,96,86,70,90
93,83,92,78,92,86,76,71,74,91,93,97,74,92,83
70,72,98,90,81,86,81,89,98,91,65,65,78,83,88
69,93,93,91,67,91,80,98,73,92,85,76,86,67,67
71,73,77,85,71,95,92,78,84,89,74,80,85,77,76
76,97,98,91,93,92,80,72,76,68,75,94,88,81,74
92,66,80,69,98,73,92,75,85,92,87,97,76,95,89
65,67,86,95,68,96,89,91,89,78,76,86,96,75,67
88,89,80,89,84,68,85,71,82,77,95,75,96,93,71
88,87,82,71,66,69,95,95,69,78,87,76,75,73,91
71,81,70,96,93,89,75,86,93,73,72,79,77,90,86
89,89,80,73,73,82,66,79,75,96,73,75,83,69,92
88,77,98,79,84,78,82,83,73,66,92,93,72,83,94
80,87,92,90,83,68,65,77,79,88,66,65,75,69,75
88,82,90,89,65,78,94,98,91,80,75,92,78,71,82
82,94,95,91,95,85,80,68,74,69,74,86,74,75,69
73,83,75,65,73,68,98,74,92,95,81,71,82,72,70
90,74,76,97,93,74,68,68,88,68,97,75,92,68,90
86,69,90,66,91,97,87,90,77,88,72,95,93,65,78
98,68,70,94,69,82,91,84,87,78,79,85,78,66,74
98,88,72,72,66,65,87,79,81,89,84,65,67,76,71
91,76,85,97,68,90,97,69,94,76,79,72,75,92,68
98,74,76,82,97,96,85,72,91,72,86,92,92,68,87
68,81,95,82,77,98,74,76,80,88,66,85,87,87,94
67,87,90,85,90,67,85,77,80,74,85,83,91,71,66
86,66,74,79,75,84,92,65,84,94,80,93,85,75,85
67,69,84,78,86,85,82,76,90,89,77,66,93,84,72
78,68,96,84,93,75,94,96,66,92,68,71,74,81,90
69,84,70,90,66,69,86,81,73,95,93,79,87,81,73
82,73,86,88,73,98,85,97,70,72,97,85,65,81,90
80,78,76,76,85,74,74,83,96,71,68,80,84,90,88
66,91,72,82,90,85,82,78,72,83,90,87,71,82,80
85,71,75,98,86,94,82,91,98,92,83,76,66,91,81
74,83,66,81,76,91,88,90,71,83,80,66,92,97,79
93,69,97,96,72,80,89,81,94,82,86,94,74,71,87
65,95,70,75,91,74,67,77,91,70,92,93,80,95,73
78,82,92,65,92,71,94,82,72,88,90,71,83,81,70
66,85,66,89,94,94,67,95,83,79,76,72,94,82,88
89,83,76,75,77,71,85,81,65,87,94,70,68,79,73
89,67,72,91,71,70,95,93,91,68,96,74,66,98,65
72,98,65,95,79,86,68,75,96,94,65,96,74,83,91
87,86,67,72,90,79,93,97,70,76,70,94,75,69,68
94,92,66,95,77,82,81,90,84,83,96,94,72,92,67
86,90,81,69,94,76,89,89,90,67,65,85,71,71,76
66,92,89,97,84,92,78,92,81,77,72,68,75,73,87
86,66,79,97,82,76,69,96,90,87,84,65,97,68,80
72,74,68,97,71,91,77,94,85,87,78,77,71,73,86
71,83,89,94,89,76,98,92,88,80,73,96,68,92,68
89,90,81,92,97,72,82,98,75,84,98,76,76,74,97
77,83,68,67,76,97,70,75,78,75,73,95,82,77,92
84,88,70,88,84,89,65,67,90,96,92,72,97,77,66
94,94,66,93,89,85,90,78,85,75,80,94,75,78,74
88,76,94,91,67,96,67,74,97,80,96,78,82,84,78
76,81,93,78,79,91,74,93,96,93,69,94,73,81,79
75,66,89,78,83,83,82,81,91,86,92,66,94,80,97
66,72,74,86,92,97,78,72,94,85,92,67,72,92,79
82,87,88,95,78,88,72,92,86,65,75,98,65,85,65
72,95,70,90,92,69,89,72,86,91,65,79,68,94,86
94,67,67,65,82,79,91,82,68,72,73,90,90,77,74
79,79,72,97,75,82,96,71,95,71,83,95,86,96,73
91,67,93,96,74,85,92,93,93,95,94,68,98,69,98
68,91,81,69,77,69,90,83,69,97,89,86,80,88,83
77,88,65,80,71,97,66,90,72,80,81,69,70,67,73
86,84,71,72,88,93,74,94,98,66,68,84,91,82,95
97,82,82,92,95,78,75,90,66,72,89,86,68,94,89
82,75,89,74,79,73,77,95,78,75,88,66,98,71,91
90,94,81,98,69,78,82,67,74,98,80,86,97,70,74
68,76,66,94,97,71,95,75,84,69,74,87,67,96,79
90,76,78,92,82,83,90,80,77,86,81,79,83,82,76
72,87,79,97,77,91,86,66,73,67,72,92,80,79,95
90,88,68,81,71,78,94,74,75,89,71,92,90,91,70
78,87,98,84,73,89,69,79,66,68,65,95,90,70,82
74,91,94,83,92,88,90,76,79,74,96,91,82,87,77
96,94,80,83,86,80,93,66,72,91,77,66,78,74,70
80,66,67,96,95,98,82,93,94,85,70,91,70,88,72
73,65,93,73,89,73,90,74,73,67,74,88,88,74,67
77,69,70,86,76,94,72,89,73,95,80,67,91,94,98
82,94,70,71,77,70,93,78,76,82,84,98,75,68,80
73,98,71,84,95,84,80,82,79,85,89,87,66,80,79
97,96,81,67,83,72,97,86,80,80,91,69,90,92,95
91,78,93,94,92,77,70,93,92,75,73,97,80,73,83
72,78,76,94,82,67,67,94,72,77,78,91,72,98,83
95,70,90,73,76,80,94,98,80,68,65,98,79,95,92
69,91,75,83,93,79,86,70,84,96,94,80,95,89,65
86,90,82,91,73,70,91,90,98,81,70,95,67,87,94
85,83,70,67,77,67,68,79,75,66,88,88,69,86,77
69,72,84,91,65,79,75,97,94,94,75,91,97,81,81
70,69,86,68,93,75,79,74,75,75,75,94,75,92,65
98,80,72,82,79,90,72,88,88,86,76,84,81,71,96
95,86,98,95,70,68,68,95,94,67,91,77,83,97,84
69,86,89,91,83,65,98,70,74,76,76,67,88,75,98
67,87,88,70,81,72,85,89,81,76,79,92,94,76,75
90,82,69,94,97,68,92,84,87,91,68,69,83,77,90
84,76,87,79,79,68,83,84,89,97,98,85,72,66,73
66,88,65,89,98,66,85,92,93,78,79,78,95,89,68
79,86,92,86,98,95,81,68,67,69,79,77,70,88,74
81,89,70,65,90,67,72,91,96,76,67,78,98,72,66
79,83,88,81,97,72,90,74,73,96,87,85,81,72,97
73,84,81,73,75,72,77,75,94,85,83,93,73,87,72
74,68,72,92,89,73,76,93,69,98,73,84,75,94,77
97,75,93,72,74,78,72,86,97,68,77,65,89,67,84
76,75,86,90,96,86,78,66,87,98,98,76,91,89,81
66,81,82,74,66,67,79,85,90,80,77,92,91,71,74
77,68,94,95,97,73,90,74,68,96,98,76,81,88,97
69,79,66,97,75,92,69,81,71,80,66,95,87,94,81
98,87,75,66,88,70,85,85,83,89,84,96,87,76,96
95,93,67,68,87,91,83,92,73,85,82,71,90,79,95
77,80,96,72,73,96,79,77,96,69,72,69,82,89,81
66,76,67,66,77,67,95,93,78,81,82,83,88,69,73
96,68,89,67,71,83,85,91,84,84,81,77,69,85,96
88,83,79,86,65,82,93,65,66,91,93,94,73,74,67
83,70,76,96,88,81,70,69,73,79,86,91,69,69,81
90,68,97,80,69,76,81,70,65,94,77,90,89,78,95
65,83,71,82,80,67,66,93,92,79,65,86,89,75,74
81,92,69,96,72,86,71,90,82,74,74,72,83,79,85
91,97,78,95,72,90,65,73,82,77,85,93,82,87,76
85,74,92,65,87,78,66,88,96,95,70,69,85,65,66
95,70,92,91,82,91,76,94,89,87,84,72,89,72,78
80,90,72,75,69,67,74,91,92,79,77,67,72,89,94
92,89,90,92,78,71,71,68,94,66,71,94,97,97,78
77,66,84,96,76,78,86,68,91,87,91,85,65,95,86
68,91,94,88,67,92,81,93,80,77,81,94,70,71,65
83,71,66,87,65,80,88,96,93,75,71,76,83,96,65
67,73,76,70,69,75,89,96,70,80,74,75,72,88,90
82,75,90,76,87,86,91,93,69,88,97,75,78,69,67
80,66,98,88,97,93,96,88,92,98,95,67,72,77,76
91,89,85,86,81,92,94,65,97,80,68,98,76,72,96
90,91,88,91,66,90,97,79,76,87,82,85,91,72,73
80,94,72,89,98,87,80,67,65,85,68,96,91,76,67
71,74,91,78,94,68,95,98,93,86,78,97,66,84,65
73,71,92,91,76,83,71,89,78,74,69,91,66,71,93
71,69,72,77,96,74,97,65,76,75,69,74,80,66,97
70,69,65,65,95,65,88,91,77,67,94,86,81,78,82
95,81,98,76,77,96,77,67,70,85,98,76,79,86,76
87,68,80,73,97,79,85,82,86,70,65,97,67,91,76
70,93,81,89,79,78,90,65,96,86,80,71,94,90,74
68,65,68,68,94,87,93,79,78,81,94,97,95,79,71
95,81,90,65,65,69,77,77,98,93,79,78,89,73,95
74,87,86,75,87,73,65,65,97,81,94,66,77,74,76
72,89,97,78,86,86,85,95,67,79,70,70,82,95,67
89,85,83,84,80,93,91,74,87,68,81,94,97,79,74
81,89,76,71,88,95,69,78,86,74,85,73,70,77,86
68,92,96,98,82,66,91,86,84,75,67,98,79,96,72
93,80,88,98,76,75,72,85,96,77,65,68,87,90,96
93,70,79,83,75,94,75,77,71,80,93,66,76,71,73
92,90,66,79,80,81,73,81,89,93,82,73,90,85,97
97,69,87,93,66,82,74,84,94,66,82,92,88,85,94
66,67,71,97,87,80,75,96,82,76,94,87,67,69,86
83,71,75,80,69,81,68,77,97,98,85,68,88,72,75
95,70,83,67,85,81,95,84,73,95,76,83,68,69,82
87,83,82,82,78,80,95,68,93,84,66,98,81,69,75
78,94,66,76,81,66,81,94,96,79,95,93,74,91,80
82,87,72,81,78,70,68,95,98,91,84,81,75,65,67
97,75,96,69,71,68,88,77,97,72,88,90,83,81,66
76,69,68,86,65,82,76,75,67,68,90,73,83,93,94
79,84,70,67,75,74,66,73,97,70,98,66,67,92,74
94,65,87,71,90,80,68,88,92,89,90,97,79,68,68
69,85,74,67,87,88,91,90,89,89,68,69,67,78,94
86,95,69,68,74,98,90,80,96,88,89,87,65,75,88
74,96,89,72,73,78,78,74,94,70,83,87,65,97,79
70,85,72,69,73,92,70,71,83,78,75,87,68,75,74
87,76,90,98,74,79,70,86,96,93,89,81,89,89,89
68,81,86,67,68,80,87,91,84,74,80,84,67,89,79
68,91,83,84,98,96,90,72,78,96,91,66,67,82,72
98,80,93,76,77,94,98,91,95,75,85,89,81,96,69
90,71,82,85,73,96,86,65,67,89,73,73,83,78,72
92,82,71,96,94,96,86,66,76,85,69,75,78,88,97
82,88,74,66,70,69,71,89,94,68,66,88,90,92,68
69,90,80,88,71,82,86,65,91,71,82,70,94,98,71
73,93,84,91,86,66,69,71,98,79,90,66,79,65,79
72,69,76,65,79,81,87,85,84,76,82,72,86,69,75
91,87,97,72,95,94,75,76,97,89,97,98,66,77,85
75,79,78,77,67,87,76,86,71,70,81,66,85,98,75
73,74,87,72,91,87,89,73,92,84,90,86,75,86,65
69,80,74,83,96,93,87,82,67,98,72,81,92,83,96
84,67,76,95,90,81,90,76,90,94,69,79,73,86,86
67,91,96,66,65,91,71,77,87,72,73,73,79,85,89
98,68,81,86,96,80,70,90,85,70,88,87,74,87,69
88,95,71,80,92,74,69,73,86,81,88,81,79,96,79
95,97,71,71,96,97,83,70,74,95,85,71,88,92,67
65,80,71,73,96,76,78,74,89,80,80,74,77,86,71
97,67,91,66,78,82,82,79,85,75,92,85,96,68,74
96,84,88,72,96,81,67,73,73,78,78,79,79,95,76
83,67,92,79,89,92,76,79,77,65,87,69,81,83,70
83,69,84,87,85,66,71,72,75,76,89,82,98,77,97
72,90,90,87,76,91,91,86,79,69,83,85,83,97,94
78,97,67,70,67,75,76,93,87,69,81,74,87,85,75
67,97,85,75,86,96,76,75,75,85,91,98,75,68,69
80,92,71,97,96,73,68,72,78,93,65,94,98,98,82
95,84,97,92,98,69,88,89,68,68,94,88,97,79,82
71,76,73,67,68,95,73,94,96,86,92,66,69,94,91
97,80,75,75,74,80,73,73,68,78,68,75,75,77,78
69,68,98,90,92,85,93,75,92,92,67,96,94,70,70
68,65,86,76,70,86,78,83,81,66,71,93,68,83,85
97,71,96,86,84,84,70,67,87,70,74,92,72,79,91
69,79,97,76,80,89,73,94,90,79,82,77,95,76,77
84,86,86,92,70,82,89,90,75,85,97,98,77,66,88
90,96,84,96,84,78,77,79,73,84,97,96,95,98,68
97,94,97,92,79,85,81,86,96,92,68,78,94,95,65
76,76,78,86,84,75,91,80,95,96,76,97,81,93,89
70,90,75,74,67,67,78,72,68,94,70,72,69,69,86
81,92,87,75,88,91,67,89,90,70,87,88,86,70,70
88,70,79,81,97,69,87,92,80,92,70,93,81,84,75
85,80,89,73,70,85,85,73,88,77,95,75,81,89,94
92,76,77,89,81,94,65,86,86,86,90,66,82,95,66
69,80,88,72,69,95,83,92,97,65,65,73,94,75,75
77,85,71,94,82,98,97,80,84,92,76,88,70,93,95
66,65,89,76,90,89,91,90,73,95,89,80,75,66,95
87,69,92,92,88,89,69,86,91,68,71,75,79,71,78
88,66,88,96,79,74,94,82,67,85,89,89,83,93,77
94,67,80,86,90,83,88,91,80,98,79,77,73,91,78
77,81,87,88,80,68,97,85,96,94,96,79,70,70,75
70,95,70,68,75,69,74,72,67,96,93,79,65,84,72
97,73,78,73,82,81,75,97,73,79,94,68,98,91,67
85,88,91,89,85,78,98,70,77,89,87,67,82,69,74
68,86,77,94,86,95,75,67,90,80,97,92,67,94,66
94,69,77,90,67,77,85,91,70,87,89,75,74,92,76
88,85,85,77,96,74,87,90,76,95,67,74,82,98,93
74,65,76,79,95,84,71,98,80,68,73,70,71,75,80
94,75,95,77,98,95,91,70,83,81,89,93,66,84,95
84,72,67,74,91,98,90,67,74,93,95,91,87,77,65
66,74,98,89,75,97,79,89,90,78,74,78,83,68,71
94,86,75,88,94,75,77,93,75,96,95,81,97,74,82
94,82,83,66,68,98,75,71,67,75,89,80,86,78,70
75,81,72,72,85,93,93,79,82,87,78,70,78,91,96
84,88,88,75,94,90,80,65,65,91,81,90,83,78,94
71,65,82,73,92,85,77,88,90,68,95,67,76,93,83
81,86,66,85,93,96,89,92,76,94,87,67,74,80,67
68,70,76,90,69,69,89,68,88,83,80,71,92,98,96
84,88,74,79,71,93,83,69,68,90,84,78,74,97,88
65,95,67,83,82,76,87,83,81,88,85,95,77,68,79
66,66,68,67,77,97,90,68,84,98,89,75,92,74,93
86,73,80,71,94,95,90,66,96,66,94,73,85,75,77
94,66,67,89,93,94,93,67,67,76,69,71,86,89,96
87,87,77,84,95,85,81,65,82,80,96,84,87,81,71
85,86,67,82,80,77,72,87,89,72,95,82,80,66,85
67,76,78,81,98,68,97,72,83,96,88,87,85,83,97
96,88,80,89,84,85,88,74,71,92,68,88,95,87,72
95,75,88,68,75,90,92,89,76,86,94,81,84,89,90
66,79,72,84,70,72,70,85,68,87,88,87,92,94,77
81,95,94,69,92,65,95,97,88,85,89,70,83,73,73
80,85,75,66,91,88,71,88,68,97,73,74,87,97,72
74,92,65,92,90,89,75,91,73,79,79,79,87,96,67
85,74,94,76,89,78,80,75,73,89,87,73,95,94,69
88,93,78,90,67,89,83,81,76,69,94,90,82,97,68
65,91,78,65,85,96,90,81,68,96,94,82,83,67,91
70,89,77,74,95,89,67,90,72,89,84,96,91,74,82
74,69,75,75,92,72,74,98,77,89,89,92,80,87,97
77,97,89,65,97,78,94,76,94,97,65,96,80,79,75
85,65,71,65,90,72,93,96,92,84,69,81,69,92,96
98,92,69,88,87,80,93,66,90,76,84,92,89,73,78
74,83,79,79,82,71,72,75,88,70,80,90,95,69,66
98,86,80,87,86,65,76,80,95,73,66,90,70,98,88
71,91,87,67,73,86,69,71,76,77,84,77,79,76,66
92,97,77,87,70,83,69,67,88,90,90,85,70,66,82
70,87,97,65,96,70,82,79,87,76,97,97,93,75,85
85,75,88,84,78,82,79,88,73,92,77,80,73,90,91
67,68,69,93,92,71,82,92,97,78,81,93,70,72,75
86,70,95,80,91,74,93,84,71,94,74,96,85,89,67
67,74,89,95,71,82,76,93,67,90,65,92,70,74,80
75,65,93,74,67,79,88,71,71,85,66,77,91,87,81
83,69,78,94,76,65,80,86,88,83,82,71,92,96,94
74,68,81,79,66,81,87,77,96,77,91,98,70,88,89
97,79,91,69,89,72,79,90,66,90,88,73,72,67,67
65,80,95,71,95,78,78,83,80,88,86,96,90,73,72
91,94,88,75,88,71,79,98,89,97,88,77,73,80,96
66,69,68,95,75,89,88,82,85,78,83,69,73,72,83
88,92,69,77,76,77,96,77,89,67,95,70,68,98,73
98,82,88,73,74,87,70,88,97,98,79,78,85,72,79
80,73,73,98,90,88,84,85,67,90,81,66,77,86,88
75,88,95,77,87,73,89,83,95,78,71,85,78,77,89
66,71,76,95,65,98,97,93,79,87,70,84,93,91,83
69,74,81,74,93,94,75,94,73,98,85,66,87,74,98
89,75,79,66,80,93,75,93,92,75,78,72,95,79,81
97,80,86,84,85,75,83,66,84,94,98,88,97,87,91
72,94,75,95,76,96,77,96,90,90,75,89,95,70,67
85,89,91,87,92,78,77,68,87,78,93,79,74,76,83
87,85,98,79,84,79,75,70,73,93,72,83,95,86,80
83,88,77,96,80,73,90,83,92,77,85,81,90,75,78
88,76,94,68,75,92,65,93,71,97,98,79,66,82,90
88,81,69,82,65,90,67,88,67,84,97,79,82,89,71
80,91,98,79,76,84,92,66,77,81,73,75,70,84,71
95,68,86,65,85,90,85,87,90,91,95,69,74,73,75
91,93,88,98,78,79,81,76,93,79,93,96,89,95,75
82,73,89,77,68,76,84,85,81,94,82,82,79,74,92
78,81,75,90,78,79,96,98,80,76,84,71,83,94,70
87,97,89,66,96,88,67,94,87,94,82,84,81,72,67
85,80,82,97,96,68,92,91,97,79,94,86,73,87,66
71,80,72,84,94,77,96,77,85,91,89,98,66,76,80
80,74,68,96,68,73,73,72,78,87,95,79,80,66,66
91,65,87,86,88,66,98,71,94,67,70,95,90,67,90
89,71,93,91,73,69,71,86,81,68,86,97,85,78,77
73,78,91,81,83,84,79,76,76,90,82,67,67,86,91
98,97,80,96,72,76,96,76,66,75,74,83,80,71,82
66,74,75,67,67,93,93,70,77,83,67,75,86,75,91
84,70,71,87,88,85,74,68,71,86,84,82,79,83,77
96,91,79,90,86,88,79,79,76,98,81,91,85,91,74
75,71,90,89,75,73,97,85,89,90,88,77,84,91,85
65,96,71,81,76,93,78,92,89,79,78,80,95,85,96
87,78,98,73,87,86,87,85,75,84,68,80,88,71,76
78,92,89,93,91,80,98,97,72,74,84,92,87,71,89
71,85,65,85,72,75,74,77,95,92,88,86,95,67,70
78,71,79,92,93,76,70,92,68,91,81,67,65,71,82
88,75,86,79,84,86,90,80,91,81,71,95,65,89,86
81,85,78,91,72,89,65,74,91,82,80,93,66,93,96
85,92,69,79,76,95,86,85,95,89,76,66,73,65,94
83,68,75,82,73,82,71,89,69,87,95,76,91,67,98
93,88,84,96,65,68,98,92,72,78,81,94,87,84,67
91,97,95,82,98,78,97,96,76,97,81,98,87,95,71
69,81,89,81,76,97,72,70,70,71,87,77,85,83,71
76,97,89,86,78,98,66,96,66,70,78,71,93,66,72
90,93,79,86,73,96,94,98,83,73,79,84,91,76,66
76,72,98,69,66,85,70,97,65,94,69,86,87,90,89
87,85,77,66,82,86,75,73,83,84,70,69,93,69,76
69,68,78,89,81,89,89,68,93,89,75,89,90,66,89
80,71,84,91,69,96,94,82,79,90,98,94,66,91,88
68,73,68,86,65,84,98,86,85,68,93,82,81,69,72
82,68,69,68,84,77,84,98,74,98,90,82,86,89,96
67,97,79,91,96,74,77,69,96,97,73,83,74,88,87
84,75,79,69,71,84,77,92,94,95,79,82,76,91,97
66,67,65,73,92,65,86,97,98,96,71,95,82,82,72
97,83,75,75,81,86,66,87,85,82,66,74,74,83,75
96,97,88,80,65,72,98,76,98,98,68,84,90,84,91
97,81,82,85,70,74,98,86,76,76,68,77,87,90,72
93,82,93,74,72,95,83,70,80,70,89,94,81,69,70
95,81,88,68,89,97,93,88,86,90,84,94,70,78,94
69,98,84,83,95,86,79,85,74,75,65,87,84,85,72
83,83,95,65,80,70,78,88,96,77,75,93,95,68,78
98,82,74,79,78,85,86,96,69,67,88,92,73,65,86
68,73,95,91,73,98,65,66,69,69,96,97,67,85,70
80,92,77,86,90,96,75,97,65,92,88,92,85,83,89
65,81,72,80,91,76,92,98,72,71,69,80,90,93,68
73,71,77,95,70,77,97,71,92,93,96,66,91,83,89
74,92,72,87,90,88,77,93,89,78,91,94,87,66,67
79,77,73,67,76,70,75,84,79,70,70,92,68,72,86
93,83,81,92,82,97,81,83,69,71,77,87,74,74,81
70,78,77,82,73,72,91,73,68,83,91,66,73,89,92
73,90,71,78,75,86,66,89,82,90,82,93,68,88,93
95,80,93,76,82,83,80,93,74,93,66,83,86,67,84
72,97,69,84,94,92,72,80,65,92,79,97,75,87,91
68,81,76,69,73,66,89,73,66,72,76,93,67,85,66
75,74,98,76,79,98,83,71,83,93,95,79,88,66,80
81,86,93,92,67,79,69,85,92,93,84,95,74,73,67
94,78,72,82,69,77,71,74,81,97,85,97,66,98,67
71,79,75,93,67,78,93,94,79,92,67,89,74,79,69
82,81,86,82,72,98,72,81,70,83,73,65,82,88,71
68,67,76,71,69,90,95,75,78,87,90,67,70,78,75
79,69,65,80,95,79,81,66,82,88,96,74,95,83,68
86,68,69,87,80,87,97,71,86,81,83,92,78,69,68
77,91,80,82,75,96,85,69,89,72,72,83,91,74,85
82,94,95,69,80,91,97,70,96,87,73,93,98,85,83
77,92,72,74,71,75,89,68,90,66,65,98,89,91,93
96,69,79,86,81,82,95,85,78,94,88,97,89,95,73
71,77,74,67,98,72,72,97,82,93,93,68,96,68,76
91,76,87,66,95,71,87,91,95,91,67,67,75,71,72
81,88,78,94,92,72,69,85,82,89,79,89,85,79,77
87,92,67,84,71,83,88,65,73,90,97,75,97,67,76
87,69,87,75,79,92,81,81,86,95,80,94,97,74,97
94,71,92,76,92,82,91,72,74,79,76,94,72,84,81
83,79,78,71,89,98,95,98,79,85,66,90,95,69,90
79,78,90,88,81,97,94,68,69,78,70,90,83,85,85
84,78,97,76,90,75,71,65,82,66,68,74,81,87,70
70,83,80,74,82,72,69,77,71,92,83,97,73,83,82
75,79,74,86,81,74,87,86,74,81,76,93,88,77,79
89,85,75,97,67,97,88,75,89,89,80,67,87,72,78
68,97,97,91,65,71,94,79,70,80,68,70,74,96,97
65,93,76,81,77,91,66,71,78,80,83,66,79,83,69
68,90,72,94,98,74,82,76,95,98,98,67,67,75,76
90,82,80,86,73,84,93,71,71,90,82,68,94,81,72
80,74,95,95,65,97,66,67,76,96,76,87,71,86,88
86,82,77,78,96,71,72,89,94,86,71,77,71,83,77
66,68,79,87,79,72,90,91,73,87,72,85,84,82,86
98,72,91,72,83,71,65,71,65,95,89,80,92,69,95
90,83,77,86,81,80,91,92,84,88,94,92,72,79,92
