RST10101,RST10102,RST10103,RST10104,RST10105,RST10106,RST10107,RST10108,RST10109,RST10110,RST10111,RST10112,RST10113,RST10114,RST10115,RST10116,RST10117,RST10118,RST10119,RCD10101,RCD10102,RCD10103,RCD10104,RCD10105,RCD10106,RCD10107,RCD10108,RCD10109,RCD10110,RCD10111,RCD10112,RCD10113,RCD10114,RCD10115,RCD10116,RCD10117,RCD10118,RCD10119,RSL10101,RSL10102,RSL10103,RSL10104,RSL10105,RSL10106,RSL10107,RSL10108,RSL10109,RSL10110,RSL10111,RSL10112,RSL10113,RSL10114,RSL10115,RSL10116,RSL10117,RSL10118,RSL10119,RSU10101,RSU10102,RSU10103,RSU10104,RSU10105,RSU10106,RSU10107,RSU10108,RSU10109,RSU10110,RSU10111,RSU10112,RSU10113,RSU10114,RSU10115,RSU10116,RSU10117,RSU10118,RSU10119,ROR10101,ROR10102,ROR10103,ROR10104,ROR10105,ROR10106,ROR10107,ROR10108,ROR10109,ROR10110,ROR10111,ROR10112,ROR10113,ROR10114,ROR10115,ROR10116,ROR10117,ROR10118,ROR10119,RDA10101,RDA10102,RDA10103,RDA10104,RDA10105,RDA10106,RDA10107,RDA10108,RDA10109,RDA10110,RDA10111,RDA10112,RDA10113,RDA10114,RDA10115,RDA10116,RDA10117,RDA10118,RDA10119,RTR10101,RTR10102,RTR10103,RTR10104,RTR10105,RTR10106,RTR10107,RTR10108,RTR10109,RTR10110,RTR10111,RTR10112,RTR10113,RTR10114,RTR10115,RTR10116,RTR10117,RTR10118,RTR10119,RPR10101,RPR10102,RPR10103,RPR10104,RPR10105,RPR10106,RPR10107,RPR10108,RPR10109,RPR10110,RPR10111,RPR10112,RPR10113,RPR10114,RPR10115,RPR10116,RPR10117,RPR10118,RPR10119,RMR10101,RMR10102,RMR10103,RMR10104,RMR10105,RMR10106,RMR10107,RMR10108,RMR10109,RMR10110,RMR10111,RMR10112,RMR10113,RMR10114,RMR10115,RMR10116,RMR10117,RMR10118,RMR10119,RCM10101,RCM10102,RCM10103,RCM10104,RCM10105,RCM10106,RCM10107,RCM10108,RCM10109,RCM10110,RCM10111,RCM10112,RCM10113,RCM10114,RCM10115,RCM10116,RCM10117,RCM10118,RCM10119
88,52,32,30,58,56,44,32,51,33,88,31,37,38,38,67,38,40,60,70,64,80,69,88,37,30,37,84,40,85,86,62,44,35,45,70,39,66,66,61,87,75,48,55,51,72,70,55,90,43,81,54,63,42,53,82,37,68,31,49,75,48,56,74,80,49,36,43,33,88,42,90,90,79,87,40,81,33,54,65,30,82,63,37,72,57,42,47,42,46,72,88,59,33,62,43,38,72,87,60,66,74,53,58,65,50,48,68,47,81,76,57,32,61,58,90,50,38,62,45,65,37,64,82,41,43,80,64,70,34,37,41,76,63,44,78,70,79,33,68,90,48,67,74,49,63,32,39,30,74,72,45,88,73,50,60,31,36,52,52,44,45,32,33,90,39,85,81,82,47,57,87,71,65,49,90,67,73,71,65,72,39,86,61,54,43,48,68,70,85
32,81,66,64,73,48,71,40,88,67,71,34,68,34,36,48,42,74,84,76,80,78,56,34,57,87,48,54,76,50,60,74,57,57,74,83,72,48,47,61,40,39,42,61,61,32,36,52,66,81,58,58,58,59,45,68,59,60,69,78,60,58,41,31,35,69,77,40,50,30,74,85,51,79,33,60,57,71,45,79,33,49,84,42,86,32,44,32,36,43,39,52,73,81,85,61,79,46,62,33,84,85,67,32,46,43,87,69,80,63,81,57,56,30,69,49,87,53,44,35,39,35,56,41,69,50,69,45,68,73,86,85,49,50,50,74,59,70,77,32,51,77,41,70,52,69,46,69,30,47,81,73,89,69,46,83,76,71,76,32,34,63,69,55,81,68,58,65,41,48,40,80,48,51,74,66,69,47,62,52,39,75,36,30,76,60,32,70,67,33
67,48,54,83,55,52,65,46,67,79,53,50,39,70,37,59,73,51,62,61,82,59,31,33,31,43,35,33,38,50,49,51,34,82,89,81,64,36,44,89,38,65,35,86,32,33,64,61,66,67,89,54,46,61,48,42,45,43,42,70,57,64,33,56,61,86,39,31,56,61,37,53,86,70,63,59,57,36,42,41,83,65,41,89,37,66,69,80,53,80,56,89,42,85,74,69,48,88,43,49,59,41,83,66,79,82,40,36,50,80,62,61,35,41,31,63,30,62,79,31,65,45,55,64,42,78,80,49,67,52,50,67,67,86,48,33,39,70,88,66,36,74,86,50,72,85,51,57,51,66,70,89,44,84,87,44,76,63,74,56,47,81,73,49,90,46,46,60,30,74,72,71,52,31,83,61,33,49,47,55,82,60,60,60,58,68,71,48,57,67
86,42,74,90,73,81,30,71,33,55,88,51,61,75,84,73,37,52,31,75,75,70,78,52,55,58,55,67,65,90,88,60,84,57,51,42,65,73,36,86,41,87,30,85,85,54,90,81,66,43,43,51,49,83,89,56,80,87,42,38,42,70,41,83,41,47,31,39,63,61,71,49,73,47,60,35,84,53,59,48,33,65,61,50,31,35,35,54,33,66,47,65,50,33,46,69,68,33,70,74,53,73,81,38,50,64,36,41,82,90,45,81,90,50,47,35,67,79,39,79,56,53,83,75,89,45,81,61,41,53,89,49,79,57,33,55,54,71,44,62,57,71,45,50,65,42,77,58,84,45,71,84,66,41,90,32,85,71,59,60,57,48,62,86,84,45,59,40,54,42,46,64,86,72,87,67,63,47,52,65,40,59,45,56,30,56,58,30,61,78
56,50,52,85,48,33,47,39,90,65,77,44,57,87,40,34,89,40,55,87,78,58,81,81,69,48,46,84,42,44,75,56,66,32,52,78,73,58,54,56,65,43,64,74,67,88,31,34,90,70,67,32,30,55,61,62,33,79,87,90,63,87,56,87,68,62,82,36,51,79,46,47,81,38,50,89,37,74,38,60,77,43,43,59,75,68,36,48,66,84,62,80,38,52,77,45,43,63,55,71,78,41,83,73,67,43,36,36,32,85,51,36,65,50,49,45,58,53,48,40,90,69,77,36,64,40,74,34,60,70,74,41,36,86,62,54,49,90,61,76,83,55,60,51,45,47,55,78,60,80,69,82,39,53,52,57,87,37,50,76,33,55,50,86,55,55,58,49,68,49,69,72,51,80,53,31,62,77,65,30,68,40,61,49,30,36,31,51,66,77
45,63,74,40,36,62,78,67,52,44,76,40,41,49,31,75,71,45,63,74,34,81,47,34,47,75,50,57,87,72,30,87,63,89,52,71,47,85,34,49,40,56,89,59,45,46,35,83,63,48,90,74,54,64,46,86,34,80,54,36,36,32,54,88,69,79,85,37,58,82,52,52,62,45,56,52,55,46,55,64,35,42,69,90,73,45,84,59,55,82,39,34,57,58,88,89,78,42,72,61,78,64,71,79,75,40,63,32,89,87,50,56,43,87,33,47,69,48,37,46,77,75,80,76,82,50,68,62,61,56,64,52,74,89,57,84,33,35,85,65,40,81,42,34,62,49,59,64,79,76,80,78,61,42,58,67,71,63,59,35,80,43,37,39,42,65,67,81,59,74,44,89,58,47,65,39,32,56,58,80,77,48,84,32,83,43,57,75,54,44
55,33,40,80,78,66,77,73,86,51,49,34,84,37,87,47,45,44,34,35,39,87,83,57,57,33,34,83,37,42,68,39,68,57,50,61,51,61,41,31,70,31,62,42,70,87,76,50,78,79,82,88,51,75,51,37,56,46,83,40,34,65,33,46,65,82,59,31,56,71,68,61,89,39,76,89,42,82,36,85,35,34,64,72,84,60,58,42,85,83,30,63,72,61,82,74,64,30,69,52,79,69,48,87,48,53,90,88,47,77,75,30,40,85,57,52,68,50,78,38,90,46,76,36,76,38,44,30,85,89,41,45,35,53,78,53,59,35,63,75,62,32,34,63,53,34,46,38,72,75,56,44,31,73,88,36,56,36,89,35,88,53,76,85,67,30,87,65,89,50,74,89,55,43,87,81,62,52,89,54,52,52,68,64,76,51,85,90,84,63
40,49,31,41,55,38,43,40,76,54,55,55,44,81,76,62,55,31,85,62,76,76,85,65,37,31,71,43,80,73,69,69,77,63,88,82,36,74,69,63,43,88,80,78,34,90,74,83,38,88,85,67,60,75,50,54,45,89,54,80,51,79,59,53,63,36,69,50,84,89,73,45,53,62,89,86,52,79,52,43,88,44,59,39,76,42,46,49,44,49,57,36,89,78,69,54,63,47,43,65,53,36,49,63,63,33,64,60,60,35,46,73,30,69,73,83,73,79,73,62,37,60,51,87,69,79,42,77,40,58,32,82,82,54,35,30,58,43,46,71,61,69,90,41,33,48,75,48,71,40,50,56,36,58,73,87,46,38,46,67,50,76,61,78,88,37,84,85,48,60,48,50,71,37,59,63,54,38,72,63,87,41,83,42,52,84,41,41,52,63
70,74,56,68,73,42,46,31,67,52,44,36,53,38,87,86,57,33,79,60,46,54,79,59,80,82,71,67,39,50,56,59,46,90,88,57,38,62,35,58,89,53,53,57,32,82,72,39,52,51,74,76,33,74,52,63,56,73,46,67,74,67,84,57,38,57,37,66,63,71,87,50,80,75,39,82,33,78,53,32,40,52,37,39,81,48,55,81,71,73,86,43,84,68,72,68,55,43,78,45,72,49,85,62,83,68,54,36,73,85,51,73,83,65,68,74,35,32,37,62,43,65,74,57,45,69,77,69,81,80,66,35,67,63,56,59,30,44,70,50,74,64,56,80,87,42,59,36,50,80,51,74,88,61,75,86,36,56,85,32,74,35,38,67,35,47,89,54,64,69,61,87,37,47,39,56,56,64,65,55,65,73,57,83,36,40,54,77,78,55
39,89,68,90,47,81,77,87,46,33,48,69,30,31,73,66,88,76,43,90,89,61,67,63,52,50,31,87,51,35,69,50,78,77,42,70,71,64,52,82,63,82,49,46,88,74,37,37,44,64,44,31,88,48,50,87,52,74,82,44,41,87,40,59,77,65,72,82,44,36,79,78,38,71,42,47,71,51,68,85,80,59,77,64,81,71,38,70,61,59,41,61,46,84,88,77,44,38,76,75,69,44,70,72,38,45,81,68,44,89,45,52,55,33,53,63,51,69,48,66,71,30,67,42,73,75,69,77,35,72,72,81,43,49,62,75,67,83,48,56,41,55,73,31,42,44,65,63,85,45,40,77,48,90,40,69,34,77,30,89,79,40,69,78,47,52,76,43,89,71,44,89,33,68,74,71,35,32,57,68,51,78,36,84,43,64,73,77,49,46
44,57,76,49,88,90,61,84,67,47,77,50,45,46,52,58,68,59,40,79,64,54,36,52,50,47,64,65,64,39,66,32,67,43,80,39,52,31,60,52,33,46,79,44,50,36,72,77,79,35,63,54,52,37,74,76,82,81,60,61,59,69,41,89,84,72,54,72,64,72,79,82,51,36,68,45,44,47,67,73,81,56,83,54,59,83,32,71,43,42,71,73,44,70,84,88,66,34,68,48,89,74,33,77,50,64,49,76,42,64,64,53,90,71,54,58,87,80,84,49,41,56,33,32,57,41,74,31,34,66,62,60,60,90,60,41,37,89,73,66,30,83,43,37,51,86,78,47,50,40,35,68,70,38,79,82,55,31,83,86,85,47,61,71,68,71,37,90,88,58,80,87,49,33,46,73,86,33,53,75,47,61,48,37,59,64,81,58,90,43
90,88,74,45,44,78,76,89,73,33,53,54,33,49,71,68,49,45,40,52,46,72,45,73,49,37,48,76,37,67,87,61,35,46,42,46,33,78,63,58,68,45,63,65,52,76,76,83,51,87,60,35,75,84,48,56,68,69,31,43,76,32,67,54,37,41,75,54,56,39,44,86,61,58,84,62,90,51,76,67,67,56,43,78,88,61,45,71,41,46,60,45,88,53,59,70,39,36,67,31,68,81,38,89,83,39,69,49,46,35,87,44,47,70,42,75,57,31,37,56,41,46,73,51,82,31,64,41,78,64,85,44,47,48,45,76,61,42,44,34,54,48,84,71,46,62,71,37,68,58,30,77,60,57,89,46,84,73,33,67,35,37,60,45,84,80,53,85,55,50,51,52,79,66,61,78,40,81,51,65,71,73,90,55,39,43,43,67,72,85
55,60,81,40,78,30,47,50,57,36,73,71,66,32,64,55,42,38,82,83,52,45,60,65,59,82,79,45,59,54,86,76,42,39,66,50,51,80,42,68,58,78,60,34,40,36,34,62,74,65,56,38,46,49,90,43,68,58,36,47,52,48,78,40,57,37,35,87,74,75,71,51,35,65,48,57,71,40,70,45,55,54,30,34,84,64,32,67,41,49,44,43,49,51,53,52,90,79,75,34,80,72,61,41,70,31,35,76,79,76,40,58,33,40,84,90,64,90,88,45,42,30,34,33,46,68,66,89,31,78,45,86,32,76,81,56,62,36,67,81,72,75,48,52,74,42,53,80,66,87,56,85,60,80,34,35,89,87,35,86,64,30,44,81,34,48,36,72,76,46,57,51,41,55,83,54,55,79,86,70,70,46,56,65,48,34,34,76,30,47
71,77,82,61,36,74,53,45,49,36,35,56,86,73,80,60,36,75,52,88,71,31,57,36,72,76,69,46,81,76,74,63,72,73,87,50,33,83,48,76,67,54,61,46,72,66,58,58,88,32,44,64,41,47,51,85,47,68,54,40,76,52,61,36,41,83,50,43,78,53,66,58,41,57,53,76,48,53,32,39,46,80,77,87,58,61,62,71,58,67,56,39,52,65,83,50,61,59,80,89,71,34,59,78,80,62,52,41,65,75,84,52,76,62,41,34,32,66,80,60,53,37,46,39,36,67,81,74,33,61,58,42,82,60,64,84,54,87,38,62,42,42,60,85,47,73,85,84,59,32,58,31,45,54,47,73,57,31,37,34,80,32,88,63,35,80,70,36,67,35,33,63,32,68,74,61,41,36,48,53,90,53,30,75,67,70,41,46,46,80
86,76,58,85,64,79,86,82,82,90,70,72,32,58,71,68,56,53,36,64,64,52,48,83,41,90,66,50,85,50,85,30,52,80,68,49,65,43,51,78,66,88,80,39,53,60,53,61,51,56,37,41,33,82,44,58,65,59,80,87,52,56,90,80,45,40,35,82,45,38,84,32,73,30,48,89,79,45,66,40,32,39,37,87,81,54,88,65,75,30,72,42,67,51,54,31,54,58,90,42,62,90,37,39,54,69,64,32,75,30,47,59,81,36,40,31,48,36,46,62,65,75,65,52,62,72,30,74,64,39,86,62,80,37,65,90,71,55,48,63,31,88,87,72,63,36,55,68,86,59,43,62,30,77,81,82,74,87,81,86,74,53,49,55,73,72,60,57,71,71,80,31,41,33,42,35,37,84,71,63,80,43,80,70,73,90,30,80,73,65
68,87,64,61,62,84,50,57,89,52,40,85,78,72,53,56,49,62,83,39,36,33,38,62,31,32,39,45,35,67,39,62,60,38,33,31,81,64,32,56,77,40,50,74,30,78,75,72,45,43,79,79,45,65,53,63,65,48,63,74,89,53,75,39,38,36,42,47,54,57,87,58,86,65,36,46,41,86,73,37,83,72,39,61,47,57,67,57,87,52,90,64,59,42,75,35,52,38,75,57,67,40,64,68,69,87,74,45,78,77,36,80,49,86,81,71,79,47,71,86,67,66,34,39,72,38,32,89,86,52,55,82,89,43,76,64,71,81,80,80,83,49,67,76,77,75,71,84,89,33,33,45,35,61,87,64,64,53,71,45,77,85,53,39,68,48,89,38,41,50,73,54,83,32,72,54,64,32,48,55,46,54,65,71,80,42,82,35,31,57
85,67,89,65,37,63,72,58,66,86,58,30,78,50,38,68,90,53,39,39,30,49,77,82,52,37,74,86,50,60,35,33,45,56,45,58,58,82,79,38,31,55,45,67,63,60,75,69,46,52,70,90,90,47,80,78,41,90,85,50,78,83,69,89,86,80,44,50,63,71,86,77,34,43,81,40,37,35,74,33,87,68,85,46,41,49,73,65,72,63,38,84,79,40,45,86,85,66,72,42,67,76,58,76,36,35,46,61,82,36,71,30,34,79,52,64,60,58,47,82,88,48,40,62,60,58,54,33,87,62,64,82,38,40,83,64,61,44,63,47,50,64,56,89,59,31,39,46,82,73,59,64,36,57,70,63,58,71,84,69,53,69,41,52,75,65,68,88,80,86,38,51,72,51,76,65,71,32,68,40,61,63,81,67,31,83,33,80,31,62
89,44,79,34,83,89,51,78,64,56,74,83,81,76,88,56,71,47,58,81,61,75,68,56,80,35,67,83,35,31,55,46,67,76,70,35,34,86,46,36,52,79,82,90,83,86,77,64,41,82,76,46,62,89,47,47,30,33,88,62,47,88,52,64,79,88,54,49,61,31,73,48,54,65,38,72,31,41,70,47,31,41,37,47,60,61,34,88,81,41,46,75,80,86,72,78,63,50,82,46,88,39,49,73,61,63,42,70,38,58,79,61,36,90,45,85,68,41,41,69,58,71,75,73,43,32,79,71,44,37,68,88,56,65,81,89,59,30,86,41,60,72,31,33,37,64,57,80,60,77,64,90,40,62,71,48,64,58,42,69,46,41,72,51,72,44,84,34,85,56,48,87,78,81,51,56,74,31,90,85,62,89,81,73,59,82,52,30,39,58
65,85,50,53,44,57,62,72,66,41,74,85,63,47,50,72,33,42,75,60,72,68,77,52,52,57,77,69,42,51,90,31,90,44,58,88,47,72,88,61,79,53,62,47,64,62,40,69,50,60,31,36,85,57,31,31,90,56,90,48,60,72,49,87,56,56,35,88,50,75,66,81,78,79,30,79,41,77,44,41,73,49,36,68,72,40,48,75,31,31,56,34,89,50,58,46,38,89,65,36,38,34,34,37,81,35,57,79,85,34,90,44,46,80,34,52,72,87,58,54,48,63,43,62,62,42,45,50,75,39,67,85,59,52,74,37,76,39,78,60,42,37,34,41,55,87,70,79,86,31,87,88,30,47,74,36,71,75,57,54,60,73,90,62,32,51,86,70,82,45,85,78,73,55,30,75,35,66,75,78,35,31,41,89,30,49,70,51,41,33
67,46,56,62,43,38,40,72,69,53,87,83,72,37,55,82,87,88,87,88,74,73,45,63,57,77,82,87,30,80,87,41,38,57,31,36,38,86,51,47,70,49,56,85,47,90,64,60,75,71,69,83,78,74,37,77,45,56,82,75,30,52,77,75,62,69,31,35,90,46,43,74,36,57,73,51,46,75,77,87,77,76,35,53,38,79,53,75,71,82,61,56,42,37,38,70,55,61,39,51,50,49,40,57,74,90,79,89,78,66,82,61,36,68,46,69,42,38,34,76,66,51,52,52,80,42,61,82,80,47,57,87,68,87,89,58,76,32,70,51,76,35,36,54,31,62,42,74,66,90,45,90,80,43,35,62,42,64,31,76,36,48,33,73,48,88,57,83,73,88,51,53,88,41,52,65,88,88,51,42,83,45,31,32,61,64,33,35,44,34
31,77,40,34,86,88,62,43,82,49,66,54,73,89,74,87,50,85,87,44,86,86,68,71,39,77,44,90,32,32,34,46,30,90,59,77,77,54,74,82,89,79,82,39,65,62,85,45,79,45,85,74,67,76,75,34,58,67,47,30,64,35,69,42,65,80,67,41,68,33,67,59,84,58,59,35,62,41,88,68,52,44,59,51,57,61,61,32,42,33,53,37,81,72,61,76,36,33,82,43,49,52,49,80,77,42,72,46,65,59,55,55,69,83,67,64,65,30,37,33,50,74,68,75,44,79,42,78,40,34,76,35,71,79,37,83,81,30,69,60,67,85,87,90,53,41,70,71,37,37,50,85,60,66,45,75,88,67,81,49,67,67,40,49,39,37,38,32,66,63,33,79,43,50,83,69,60,73,35,32,69,32,73,50,53,63,78,59,74,52
43,37,36,81,63,78,33,82,34,41,65,77,81,55,76,64,57,73,86,47,34,54,35,55,38,73,68,30,49,35,57,46,86,43,78,30,50,66,32,89,79,66,64,70,65,65,41,45,41,45,34,39,72,39,53,51,65,72,66,82,39,54,39,88,66,76,69,90,74,64,47,62,41,30,88,71,34,60,67,81,75,36,84,79,61,59,35,40,86,73,58,35,75,60,43,36,54,42,69,72,69,48,88,90,76,44,30,85,55,30,50,49,43,63,39,79,63,58,55,40,50,41,76,34,47,37,73,62,33,50,62,65,87,46,40,34,60,69,37,31,71,75,72,80,30,62,80,82,42,34,67,62,41,34,87,40,48,62,38,57,67,61,32,66,63,90,67,35,39,84,68,49,57,86,35,55,85,45,47,50,56,58,82,35,41,47,84,39,78,79
33,30,73,72,36,72,51,58,51,57,62,64,45,84,72,47,90,75,76,55,90,87,64,79,46,36,50,59,38,80,40,79,45,49,85,71,83,37,74,35,75,43,66,74,67,50,68,50,87,48,75,90,49,50,31,77,82,83,58,35,44,33,45,48,85,72,59,52,49,62,58,58,42,83,78,37,54,52,51,83,71,32,33,68,53,42,34,34,68,77,85,77,57,67,84,87,56,70,66,65,74,73,55,90,56,51,65,79,32,41,63,74,58,38,38,77,57,50,54,59,40,82,86,56,56,66,86,62,90,51,53,80,37,46,70,45,50,40,51,59,44,88,43,64,65,48,48,35,87,69,83,43,90,51,56,54,62,32,50,55,61,35,43,67,39,71,78,67,38,81,31,72,54,66,85,49,54,69,65,90,83,76,46,46,51,85,37,36,59,35
44,84,72,72,41,35,71,70,35,35,51,77,81,45,31,40,30,66,73,89,77,31,88,39,48,74,30,39,35,65,51,90,80,35,90,73,77,70,67,40,64,35,77,71,87,37,80,61,81,52,77,74,72,41,34,70,51,48,71,90,56,54,57,73,83,44,75,52,31,73,75,57,55,82,39,61,52,72,40,80,41,87,34,38,49,45,74,48,80,71,58,46,53,81,89,51,71,43,88,31,33,83,38,74,60,40,49,77,35,30,43,35,64,72,90,52,72,45,32,74,42,64,51,39,85,35,58,90,88,66,71,31,63,82,71,71,62,53,71,65,78,46,69,88,71,88,72,35,45,76,69,39,54,49,48,52,47,30,58,67,59,53,78,35,90,39,37,71,50,62,73,40,68,77,36,80,74,82,37,48,72,75,60,85,41,35,80,47,39,59
83,63,67,43,73,78,80,52,61,48,61,43,31,38,46,34,73,87,78,56,81,33,48,85,45,32,88,51,90,55,79,35,48,59,88,34,82,52,54,49,81,50,56,53,81,52,86,73,55,36,38,44,75,47,81,51,49,61,85,47,68,73,84,62,36,37,67,40,67,84,73,45,34,73,85,74,66,84,81,49,43,73,88,65,52,42,34,48,83,33,82,49,76,79,40,78,42,33,55,38,56,79,50,49,65,47,51,41,83,35,52,33,80,67,74,42,39,42,85,42,33,82,30,65,50,45,48,87,30,60,87,77,40,42,82,59,35,44,64,78,88,57,32,55,69,89,86,78,67,45,81,44,41,87,55,72,57,58,50,64,57,44,90,78,57,35,81,88,90,38,82,56,55,83,49,63,41,38,38,41,66,42,31,40,42,78,87,78,57,66
81,73,58,45,30,78,69,56,42,88,77,66,63,61,81,48,59,87,89,70,63,30,81,33,73,88,42,47,59,47,65,63,62,54,48,74,74,75,75,45,86,39,76,80,69,81,39,80,76,33,64,77,50,47,90,88,71,42,90,79,82,48,70,79,75,41,39,82,83,64,57,71,39,84,30,72,80,87,85,52,84,74,90,46,63,42,52,59,32,66,50,82,32,72,38,54,71,70,65,51,30,45,31,33,68,57,36,50,90,78,39,34,69,38,68,36,47,66,57,57,79,81,51,39,48,56,59,58,74,77,35,89,57,85,37,86,40,55,49,58,52,83,86,83,31,60,78,81,53,32,65,77,88,46,43,34,88,45,79,54,73,88,75,63,46,59,34,30,67,37,47,71,77,46,48,39,67,63,89,80,31,72,69,30,60,33,74,88,36,81
47,72,43,68,35,75,81,80,55,32,53,53,51,58,65,78,30,36,43,40,55,56,85,90,58,90,63,60,45,86,41,64,80,66,82,66,59,74,56,89,64,78,42,76,87,71,61,39,83,30,84,80,46,73,76,53,32,62,56,51,82,83,59,60,87,51,43,56,46,82,58,60,82,30,39,66,73,53,79,44,48,73,47,45,76,38,72,61,85,78,62,88,79,83,40,52,32,58,53,78,87,75,30,60,82,52,46,35,59,86,55,60,31,44,35,60,34,59,78,78,66,75,35,54,30,67,88,54,33,50,43,58,30,54,72,38,83,35,85,89,37,57,63,48,76,88,69,49,37,90,31,38,68,50,50,85,89,37,53,59,84,61,86,32,49,36,66,68,59,38,58,44,44,51,50,74,85,49,34,78,41,59,62,51,58,77,67,48,74,89
54,67,45,69,78,63,39,37,35,79,72,38,59,57,47,73,63,56,61,86,69,76,68,63,35,76,45,90,59,34,42,84,68,73,33,82,39,83,53,81,69,80,71,83,31,87,72,85,44,69,41,89,75,38,64,86,89,53,55,56,90,31,85,87,78,75,58,65,35,60,38,78,66,73,79,82,90,84,90,65,33,86,33,49,73,42,36,84,89,48,86,69,72,61,49,53,80,30,31,47,46,67,35,56,53,43,74,35,36,67,45,85,66,90,47,84,60,69,58,30,82,34,44,78,38,80,80,77,59,86,78,52,34,35,47,71,71,83,77,51,31,56,71,84,47,52,73,30,59,41,39,88,35,67,73,89,38,79,64,69,65,69,51,86,43,52,75,55,35,49,54,82,49,63,52,44,67,65,52,72,73,89,80,46,72,41,32,67,88,50
42,73,68,49,47,49,64,56,80,81,51,58,60,49,35,78,46,85,90,47,53,35,80,85,76,57,90,79,34,61,59,46,90,72,50,75,84,62,61,86,66,70,45,30,90,85,38,64,31,78,62,60,37,44,36,39,77,73,36,31,64,89,90,78,49,84,66,40,73,76,40,52,86,83,76,55,33,73,64,55,48,30,87,49,39,60,38,65,56,74,85,30,86,46,70,71,68,72,37,81,49,51,79,57,53,90,71,74,48,43,42,67,55,84,75,49,57,81,88,77,50,87,87,56,30,48,62,84,44,62,64,46,78,42,57,88,47,78,75,35,60,61,46,84,88,83,79,88,37,53,55,73,52,77,69,75,81,61,30,58,90,49,41,39,46,32,74,64,49,53,85,81,75,61,62,75,66,65,50,64,63,32,46,44,53,40,55,37,61,54
75,70,63,34,66,86,35,90,53,68,69,71,37,64,61,71,41,77,61,55,61,35,66,43,83,64,67,54,83,54,61,59,69,38,38,56,59,79,69,71,67,87,74,53,34,44,62,74,57,43,45,86,52,67,53,39,37,76,39,30,33,46,47,71,78,85,58,47,38,53,78,62,80,45,40,86,63,37,90,90,46,53,53,66,47,36,67,63,81,84,65,82,76,62,62,70,81,45,83,40,52,50,50,76,90,90,31,46,45,61,74,66,48,41,51,84,84,90,89,65,56,70,73,80,76,59,47,89,70,44,78,76,74,59,39,73,78,82,60,43,80,76,48,56,30,72,47,55,41,57,53,35,90,84,61,87,41,75,37,46,85,69,74,67,34,63,33,42,77,86,43,51,87,59,75,59,44,66,59,56,70,41,73,40,80,89,32,78,74,74
47,54,86,31,41,70,41,77,79,70,39,57,69,30,44,34,51,57,37,59,78,60,74,84,86,90,47,51,67,84,87,39,48,59,59,57,41,40,71,55,65,51,35,42,80,35,63,62,79,82,78,49,83,79,90,54,43,72,69,65,68,64,77,31,85,78,65,87,54,78,85,62,64,44,90,72,35,53,58,71,83,34,80,63,67,81,89,55,87,34,50,48,54,37,36,31,38,84,45,59,66,88,82,43,87,35,67,61,70,70,54,30,89,32,64,47,59,36,79,34,54,87,77,35,38,60,58,63,65,79,71,31,82,65,56,55,90,73,42,38,45,38,90,50,51,36,38,42,56,36,39,30,37,77,90,71,77,54,77,31,44,40,69,81,54,37,53,54,35,74,85,42,86,63,59,73,54,57,42,79,37,54,82,58,66,75,70,84,80,59
74,39,54,80,51,40,79,77,87,68,56,56,32,39,60,63,52,76,57,61,77,79,44,40,31,81,89,35,48,82,63,85,37,79,33,44,88,75,71,72,47,62,39,69,59,30,49,81,44,70,40,42,48,55,35,54,62,41,87,32,38,85,77,33,42,60,59,42,90,73,70,85,39,82,76,48,37,82,85,71,60,80,81,83,82,71,72,55,40,80,72,57,56,35,58,83,74,63,35,58,68,52,31,89,47,55,83,86,57,79,42,37,47,52,57,74,30,87,56,32,59,58,54,42,74,66,78,80,39,61,48,37,31,52,66,77,34,72,52,44,39,53,41,66,73,55,39,82,58,64,72,72,67,32,81,67,31,74,51,87,36,75,89,79,51,69,42,50,55,72,77,66,85,58,86,70,45,83,64,68,46,40,38,45,36,72,86,47,63,70
84,75,63,30,75,84,31,62,46,72,69,79,78,68,30,69,82,74,45,52,74,56,40,55,38,33,89,51,64,33,87,88,88,46,73,52,34,67,67,36,81,48,85,58,68,74,38,87,70,74,58,87,70,88,78,57,51,45,41,84,31,57,82,82,61,87,87,62,54,38,88,72,35,66,89,57,48,49,52,45,45,31,51,80,70,80,45,90,68,47,33,60,42,89,59,63,60,53,65,46,33,34,60,52,85,60,38,67,61,45,79,87,44,65,74,64,83,41,85,49,74,75,82,60,59,60,84,68,33,74,33,70,44,48,80,30,74,50,61,54,37,88,36,83,60,42,69,76,74,43,66,83,60,83,89,68,85,45,68,45,64,65,35,68,38,65,39,42,76,32,32,70,58,64,53,65,44,74,57,81,86,70,48,80,61,67,34,40,60,58
